Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRR_M_R
889,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
890,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
891,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
892,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
893,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
894,Water,Bareland,Shrubland,Water,Non_Wetland,Water
895,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
896,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
897,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
898,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
899,Water,Bareland,Grassland,Water,Non_Wetland,Water
900,Water,Bareland,Cropland,NULL,Non_Wetland,Water
901,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
902,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
903,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
904,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
905,Water,Bareland,Cropland,Water,Non_Wetland,Water
906,Water,Bareland,Cropland,Water,Non_Wetland,Forest
907,Water,Bareland,Wetland,NULL,Wetland,Water
908,Water,Bareland,Wetland,NULL,Wetland,Forest
909,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
910,Water,Bareland,Wetland,Non_Water,Wetland,Cropland
911,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
912,Water,Bareland,Wetland,Non_Water,Wetland,Water
913,Water,Bareland,Wetland,Non_Water,Wetland,Forest
914,Water,Bareland,Wetland,Water,Wetland,Grassland
915,Water,Bareland,Wetland,Water,Wetland,Bareland
916,Water,Bareland,Wetland,Water,Wetland,Water
917,Water,Bareland,Wetland,Water,Wetland,Forest
918,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
919,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
920,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
921,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
922,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
923,Water,Bareland,Bareland,Water,Non_Wetland,Water
924,Water,Bareland,Bareland,Water,Non_Wetland,Forest
925,Water,Bareland,Built-up,NULL,Non_Wetland,Forest
926,Water,Bareland,Water,NULL,Water,Grassland
927,Water,Bareland,Water,NULL,Water,Bareland
928,Water,Bareland,Water,NULL,Water,Water
929,Water,Bareland,Water,NULL,Water,Forest
930,Water,Bareland,Water,Non_Water,Water,Bareland
931,Water,Bareland,Water,Non_Water,Water,Water
932,Water,Bareland,Water,Non_Water,Water,Forest
933,Water,Bareland,Water,Water,Water,Grassland
934,Water,Bareland,Water,Water,Water,Bareland
935,Water,Bareland,Water,Water,Water,Water
936,Water,Bareland,Water,Water,Water,Forest
937,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
938,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
939,Water,Bareland,Forest,NULL,Non_Wetland,Water
940,Water,Bareland,Forest,NULL,Non_Wetland,Forest
941,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
942,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
943,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
944,Water,Bareland,Forest,Water,Non_Wetland,Grassland
945,Water,Bareland,Forest,Water,Non_Wetland,Cropland
946,Water,Bareland,Forest,Water,Non_Wetland,Bareland
947,Water,Bareland,Forest,Water,Non_Wetland,Water
948,Water,Bareland,Forest,Water,Non_Wetland,Forest
949,Water,Built-up,NULL,NULL,Non_Wetland,Forest
950,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
951,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
952,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
953,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
954,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
955,Water,Built-up,Shrubland,Water,Non_Wetland,Water
956,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
957,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
958,Water,Built-up,Grassland,Non_Water,Non_Wetland,Water
959,Water,Built-up,Cropland,NULL,Non_Wetland,Water
960,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
961,Water,Built-up,Cropland,Water,Non_Wetland,Water
962,Water,Built-up,Wetland,NULL,Wetland,Forest
963,Water,Built-up,Wetland,Non_Water,Wetland,Water
964,Water,Built-up,Wetland,Non_Water,Wetland,Forest
965,Water,Built-up,Wetland,Water,Wetland,Water
966,Water,Built-up,Wetland,Water,Wetland,Forest
967,Water,Built-up,Bareland,NULL,Non_Wetland,Water
968,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
969,Water,Built-up,Bareland,Water,Non_Wetland,Water
970,Water,Built-up,Built-up,NULL,Non_Wetland,Water
971,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
972,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water
973,Water,Built-up,Built-up,Water,Non_Wetland,Water
974,Water,Built-up,Water,NULL,Water,Water
975,Water,Built-up,Water,NULL,Water,Forest
976,Water,Built-up,Water,Non_Water,Water,Water
977,Water,Built-up,Water,Water,Water,Water
978,Water,Built-up,Water,Water,Water,Forest
979,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
980,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
981,Water,Built-up,Forest,NULL,Non_Wetland,Water
982,Water,Built-up,Forest,NULL,Non_Wetland,Forest
983,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
984,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
985,Water,Built-up,Forest,Water,Non_Wetland,Grassland
986,Water,Built-up,Forest,Water,Non_Wetland,Water
987,Water,Built-up,Forest,Water,Non_Wetland,Forest
988,Water,Water,NULL,NULL,Non_Wetland,Grassland
989,Water,Water,NULL,NULL,Non_Wetland,Water
990,Water,Water,NULL,NULL,Non_Wetland,Forest
991,Water,Water,NULL,Non_Water,Non_Wetland,Water
992,Water,Water,NULL,Non_Water,Non_Wetland,Forest
993,Water,Water,NULL,Water,Non_Wetland,Water
994,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
995,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
996,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
997,Water,Water,Shrubland,NULL,Non_Wetland,Water
998,Water,Water,Shrubland,NULL,Non_Wetland,Forest
999,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1000,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1001,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1002,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1003,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1004,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1005,Water,Water,Shrubland,Water,Non_Wetland,Water
1006,Water,Water,Shrubland,Water,Non_Wetland,Forest
1007,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1008,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1009,Water,Water,Grassland,NULL,Non_Wetland,Water
1010,Water,Water,Grassland,NULL,Non_Wetland,Forest
1011,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1012,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1013,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1014,Water,Water,Grassland,Water,Non_Wetland,Bareland
1015,Water,Water,Grassland,Water,Non_Wetland,Water
1016,Water,Water,Grassland,Water,Non_Wetland,Forest
1017,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1018,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1019,Water,Water,Cropland,NULL,Non_Wetland,Water
1020,Water,Water,Cropland,NULL,Non_Wetland,Forest
1021,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1022,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1023,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1024,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1025,Water,Water,Cropland,Water,Non_Wetland,Grassland
1026,Water,Water,Cropland,Water,Non_Wetland,Bareland
1027,Water,Water,Cropland,Water,Non_Wetland,Water
1028,Water,Water,Cropland,Water,Non_Wetland,Forest
1029,Water,Water,Wetland,NULL,Wetland,Grassland
1030,Water,Water,Wetland,NULL,Wetland,Cropland
1031,Water,Water,Wetland,NULL,Wetland,Bareland
1032,Water,Water,Wetland,NULL,Wetland,Water
1033,Water,Water,Wetland,NULL,Wetland,Forest
1034,Water,Water,Wetland,Non_Water,Wetland,Grassland
1035,Water,Water,Wetland,Non_Water,Wetland,Cropland
1036,Water,Water,Wetland,Non_Water,Wetland,Wetland
1037,Water,Water,Wetland,Non_Water,Wetland,Bareland
1038,Water,Water,Wetland,Non_Water,Wetland,Water
1039,Water,Water,Wetland,Non_Water,Wetland,Forest
1040,Water,Water,Wetland,Water,Wetland,Grassland
1041,Water,Water,Wetland,Water,Wetland,Cropland
1042,Water,Water,Wetland,Water,Wetland,Wetland
1043,Water,Water,Wetland,Water,Wetland,Bareland
1044,Water,Water,Wetland,Water,Wetland,Water
1045,Water,Water,Wetland,Water,Wetland,Forest
1046,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1047,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1048,Water,Water,Bareland,NULL,Non_Wetland,Water
1049,Water,Water,Bareland,NULL,Non_Wetland,Forest
1050,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1051,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1052,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1053,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1054,Water,Water,Bareland,Water,Non_Wetland,Grassland
1055,Water,Water,Bareland,Water,Non_Wetland,Wetland
1056,Water,Water,Bareland,Water,Non_Wetland,Bareland
1057,Water,Water,Bareland,Water,Non_Wetland,Water
1058,Water,Water,Bareland,Water,Non_Wetland,Forest
1059,Water,Water,Built-up,NULL,Non_Wetland,Water
1060,Water,Water,Built-up,NULL,Non_Wetland,Forest
1061,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1062,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1063,Water,Water,Built-up,Water,Non_Wetland,Water
1064,Water,Water,Built-up,Water,Non_Wetland,Forest
1065,Water,Water,Water,NULL,Water,Grassland
1066,Water,Water,Water,NULL,Water,Cropland
1067,Water,Water,Water,NULL,Water,Bareland
1068,Water,Water,Water,NULL,Water,Water
1069,Water,Water,Water,NULL,Water,Forest
1070,Water,Water,Water,Non_Water,Water,Grassland
1071,Water,Water,Water,Non_Water,Water,Cropland
1072,Water,Water,Water,Non_Water,Water,Wetland
1073,Water,Water,Water,Non_Water,Water,Bareland
1074,Water,Water,Water,Non_Water,Water,Water
1075,Water,Water,Water,Non_Water,Water,Forest
1076,Water,Water,Water,Water,Water,Grassland
1077,Water,Water,Water,Water,Water,Bareland
1078,Water,Water,Water,Water,Water,Water
1079,Water,Water,Water,Water,Water,Forest
1080,Water,Water,Forest,NULL,Non_Wetland,Grassland
1081,Water,Water,Forest,NULL,Non_Wetland,Cropland
1082,Water,Water,Forest,NULL,Non_Wetland,Bareland
1083,Water,Water,Forest,NULL,Non_Wetland,Built-up
1084,Water,Water,Forest,NULL,Non_Wetland,Water
1085,Water,Water,Forest,NULL,Non_Wetland,Forest
1086,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1087,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1088,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1089,Water,Water,Forest,Non_Water,Non_Wetland,Water
1090,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1091,Water,Water,Forest,Water,Non_Wetland,Grassland
1092,Water,Water,Forest,Water,Non_Wetland,Bareland
1093,Water,Water,Forest,Water,Non_Wetland,Water
1094,Water,Water,Forest,Water,Non_Wetland,Forest
1095,Water,Forest,NULL,NULL,Non_Wetland,NULL
1096,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1097,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1098,Water,Forest,NULL,NULL,Non_Wetland,Forest
1099,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1100,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1101,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1102,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1103,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1104,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1105,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1106,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1107,Water,Forest,Shrubland,Water,Non_Wetland,Water
1108,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1109,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1110,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1111,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1112,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1113,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1114,Water,Forest,Cropland,Non_Water,Non_Wetland,Water
1115,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1116,Water,Forest,Cropland,Water,Non_Wetland,Water
1117,Water,Forest,Wetland,NULL,Wetland,Grassland
1118,Water,Forest,Wetland,NULL,Wetland,Bareland
1119,Water,Forest,Wetland,NULL,Wetland,Water
1120,Water,Forest,Wetland,NULL,Wetland,Forest
1121,Water,Forest,Wetland,Non_Water,Wetland,NULL
1122,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1123,Water,Forest,Wetland,Non_Water,Wetland,Bareland
1124,Water,Forest,Wetland,Non_Water,Wetland,Water
1125,Water,Forest,Wetland,Non_Water,Wetland,Forest
1126,Water,Forest,Wetland,Water,Wetland,Grassland
1127,Water,Forest,Wetland,Water,Wetland,Water
1128,Water,Forest,Wetland,Water,Wetland,Forest
1129,Water,Forest,Bareland,NULL,Non_Wetland,Water
1130,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1131,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1132,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1133,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1134,Water,Forest,Water,NULL,Water,Water
1135,Water,Forest,Water,NULL,Water,Forest
1136,Water,Forest,Water,Non_Water,Water,Water
1137,Water,Forest,Water,Non_Water,Water,Forest
1138,Water,Forest,Water,Water,Water,Water
1139,Water,Forest,Water,Water,Water,Forest
1140,Water,Forest,Forest,NULL,Non_Wetland,NULL
1141,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1142,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1143,Water,Forest,Forest,NULL,Non_Wetland,Water
1144,Water,Forest,Forest,NULL,Non_Wetland,Forest
1145,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1146,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1147,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1148,Water,Forest,Forest,Water,Non_Wetland,Grassland
1149,Water,Forest,Forest,Water,Non_Wetland,Water
1150,Water,Forest,Forest,Water,Non_Wetland,Forest
1151,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1152,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1153,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1154,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1155,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Grassland
1156,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Forest
1157,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1158,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1159,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1160,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1161,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1162,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
1163,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1164,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Forest
1165,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1166,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1167,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1168,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1169,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1170,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1171,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1172,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1173,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1174,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1175,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1176,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1177,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1178,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1179,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1180,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1181,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1182,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1183,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1184,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1185,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
1186,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1187,Forest,NULL,Grassland,Water,Non_Wetland,Water
1188,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1189,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1190,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1191,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1192,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1193,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1194,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1195,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1196,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1197,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1198,Forest,NULL,Cropland,Water,Non_Wetland,Water
1199,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1200,Forest,NULL,Wetland,NULL,Wetland,Grassland
1201,Forest,NULL,Wetland,NULL,Wetland,Bareland
1202,Forest,NULL,Wetland,NULL,Wetland,Water
1203,Forest,NULL,Wetland,NULL,Wetland,Forest
1204,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1205,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1206,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
1207,Forest,NULL,Wetland,Non_Water,Wetland,Water
1208,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1209,Forest,NULL,Wetland,Water,Wetland,Grassland
1210,Forest,NULL,Wetland,Water,Wetland,Cropland
1211,Forest,NULL,Wetland,Water,Wetland,Bareland
1212,Forest,NULL,Wetland,Water,Wetland,Water
1213,Forest,NULL,Wetland,Water,Wetland,Forest
1214,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1215,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1216,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1217,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1218,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1219,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1220,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1221,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1222,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1223,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1224,Forest,NULL,Bareland,Water,Non_Wetland,Water
1225,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1226,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1227,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1228,Forest,NULL,Built-up,Water,Non_Wetland,Bareland
1229,Forest,NULL,Built-up,Water,Non_Wetland,Water
1230,Forest,NULL,Water,NULL,Water,Water
1231,Forest,NULL,Water,NULL,Water,Forest
1232,Forest,NULL,Water,Non_Water,Water,Grassland
1233,Forest,NULL,Water,Non_Water,Water,Cropland
1234,Forest,NULL,Water,Non_Water,Water,Bareland
1235,Forest,NULL,Water,Non_Water,Water,Water
1236,Forest,NULL,Water,Non_Water,Water,Forest
1237,Forest,NULL,Water,Water,Water,Grassland
1238,Forest,NULL,Water,Water,Water,Bareland
1239,Forest,NULL,Water,Water,Water,Water
1240,Forest,NULL,Water,Water,Water,Forest
1241,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1242,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1243,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1244,Forest,NULL,Forest,NULL,Non_Wetland,Water
1245,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1246,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1247,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1248,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1249,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1250,Forest,NULL,Forest,Water,Non_Wetland,Water
1251,Forest,NULL,Forest,Water,Non_Wetland,Forest
1252,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1253,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1254,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1255,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1256,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1257,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1258,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1259,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water
1260,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1261,Forest,Wetland,Cropland,Water,Non_Wetland,Water
1262,Forest,Wetland,Wetland,NULL,Wetland,Forest
1263,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland
1264,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1265,Forest,Wetland,Wetland,Water,Wetland,Water
1266,Forest,Wetland,Wetland,Water,Wetland,Forest
1267,Forest,Wetland,Water,Water,Water,Water
1268,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1269,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1270,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1271,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1272,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1273,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
1274,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1275,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland
1276,Forest,Bareland,Cropland,Water,Non_Wetland,Water
1277,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland
1278,Forest,Bareland,Wetland,Non_Water,Wetland,Water
1279,Forest,Bareland,Wetland,Non_Water,Wetland,Forest
1280,Forest,Bareland,Wetland,Water,Wetland,Bareland
1281,Forest,Bareland,Wetland,Water,Wetland,Water
1282,Forest,Bareland,Wetland,Water,Wetland,Forest
1283,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
1284,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1285,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
1286,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
1287,Forest,Bareland,Bareland,Water,Non_Wetland,Water
1288,Forest,Bareland,Water,Non_Water,Water,Water
1289,Forest,Bareland,Water,Water,Water,Water
1290,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1291,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1292,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
1293,Forest,Bareland,Forest,Water,Non_Wetland,Water
1294,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1295,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1296,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
1297,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1298,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1299,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
1300,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1301,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1302,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1303,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1304,Forest,Built-up,Wetland,NULL,Wetland,Forest
1305,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1306,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1307,Forest,Built-up,Water,NULL,Water,Forest
1308,Forest,Built-up,Water,Non_Water,Water,Forest
1309,Forest,Built-up,Water,Water,Water,Forest
1310,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1311,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1312,Forest,Built-up,Forest,NULL,Non_Wetland,Water
1313,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1314,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1315,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1316,Forest,Water,NULL,NULL,Non_Wetland,Water
1317,Forest,Water,NULL,NULL,Non_Wetland,Forest
1318,Forest,Water,NULL,Non_Water,Non_Wetland,Water
1319,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1320,Forest,Water,NULL,Water,Non_Wetland,Forest
1321,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1322,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1323,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
1324,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1325,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1326,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1327,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1328,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1329,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1330,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1331,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1332,Forest,Water,Shrubland,Water,Non_Wetland,Water
1333,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1334,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1335,Forest,Water,Grassland,NULL,Non_Wetland,Water
1336,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1337,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
