Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTU_M_R
7231,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
7232,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7233,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
7234,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7235,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7236,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
7237,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
7238,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7239,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
7240,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
7241,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7242,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
7243,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7244,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7245,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
7246,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
7247,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
7248,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7249,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
7250,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
7251,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7252,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
7253,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7254,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
7255,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7256,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
7257,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7258,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
7259,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7260,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7261,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
7262,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
7263,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7264,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
7265,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
7266,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7267,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
7268,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
7269,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7270,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
7271,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7272,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7273,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
7274,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7275,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Water
7276,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7277,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7278,Water,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
7279,Water,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
7280,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
7281,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
7282,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
7283,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Bareland
7284,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
7285,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
7286,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
7287,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
7288,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
7289,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
7290,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
7291,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
7292,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
7293,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
7294,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
7295,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
7296,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
7297,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
7298,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
7299,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
7300,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
7301,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
7302,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
7303,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7304,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7305,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7306,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
7307,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7308,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
7309,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
7310,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7311,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7312,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7313,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Water
7314,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
7315,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
7316,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Water
7317,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7318,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7319,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
7320,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
7321,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7322,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
7323,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
7324,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7325,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7326,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
7327,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
7328,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7329,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
7330,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7331,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7332,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Water
7333,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7334,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7335,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
7336,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,NULL
7337,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7338,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,NULL
7339,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
7340,Water,Water,Grassland,Water,Non_Wetland,NULL,Shrubland,Grassland
7341,Water,Water,Grassland,Water,Non_Wetland,Grassland,Shrubland,Grassland
7342,Water,Water,Grassland,Water,Non_Wetland,Water,Shrubland,Water
7343,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
7344,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7345,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7346,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
7347,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7348,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
7349,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7350,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
7351,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7352,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7353,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7354,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7355,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7356,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7357,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
7358,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
7359,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
7360,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
7361,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7362,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
7363,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
7364,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7365,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7366,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7367,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7368,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7369,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
7370,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7371,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7372,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
7373,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
7374,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
7375,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7376,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7377,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
7378,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7379,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
7380,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
7381,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7382,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
7383,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7384,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7385,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
7386,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7387,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7388,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
7389,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7390,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
7391,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
7392,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7393,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7394,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
7395,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
7396,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7397,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7398,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
7399,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7400,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7401,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7402,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7403,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
7404,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
7405,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
7406,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
7407,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7408,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
7409,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
7410,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7411,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
7412,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
7413,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7414,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
7415,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
7416,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7417,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
7418,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
7419,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
7420,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7421,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Built-up,Grassland
7422,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
7423,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
7424,Water,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
7425,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7426,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
7427,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
7428,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Wetland
7429,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Water
7430,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
7431,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
7432,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
7433,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
7434,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
7435,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
7436,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Water
7437,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
7438,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
7439,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
7440,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
7441,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
7442,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
7443,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
7444,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
7445,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
7446,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
7447,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
7448,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
7449,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
7450,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
7451,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
7452,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
7453,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7454,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7455,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
7456,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
7457,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
7458,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
7459,Water,Water,Wetland,NULL,Wetland,Water,NULL,NULL
7460,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
7461,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
7462,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,NULL
7463,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
7464,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
7465,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
7466,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
7467,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
7468,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
7469,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
7470,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
7471,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
7472,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
7473,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
7474,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
7475,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
7476,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
7477,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
7478,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7479,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7480,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
7481,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
7482,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
7483,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
7484,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
7485,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
7486,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Bareland
7487,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
7488,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
7489,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
7490,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
7491,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
7492,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
7493,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
7494,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
7495,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
7496,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7497,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
7498,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
7499,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7500,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
7501,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
7502,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
7503,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
7504,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
7505,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
7506,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
7507,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
7508,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
7509,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
7510,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
7511,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
7512,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7513,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
7514,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7515,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
7516,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
7517,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
7518,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
7519,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
7520,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
7521,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
7522,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Wetland
7523,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
7524,Water,Water,Wetland,Water,Wetland,NULL,Water,NULL
7525,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
7526,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
7527,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
7528,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
7529,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
7530,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
7531,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
7532,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
7533,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
7534,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
7535,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
7536,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
7537,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
7538,Water,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
7539,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
7540,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
7541,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
7542,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
7543,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
7544,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
7545,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Water
7546,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
7547,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
7548,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
7549,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
7550,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
7551,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
7552,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
7553,Water,Water,Wetland,Water,Wetland,Built-up,NULL,Water
7554,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
7555,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
7556,Water,Water,Wetland,Water,Wetland,Water,Shrubland,NULL
7557,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
7558,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
7559,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
7560,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
7561,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
7562,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
7563,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
7564,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
7565,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
7566,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
7567,Water,Water,Wetland,Water,Wetland,Water,Water,Water
7568,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
7569,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Grassland
7570,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Water
7571,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
7572,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
7573,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7574,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7575,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
7576,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7577,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7578,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
7579,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
7580,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7581,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
7582,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
7583,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
7584,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
