Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNT_M_R
24540,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
24541,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
24542,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
24543,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
24544,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
24545,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
24546,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
24547,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
24548,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
24549,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
24550,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
24551,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
24552,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
24553,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
24554,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
24555,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
24556,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
24557,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
24558,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
24559,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
24560,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
24561,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
24562,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
24563,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
24564,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
24565,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
24566,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
24567,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
24568,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
24569,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
24570,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
24571,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
24572,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
24573,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
24574,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
24575,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
24576,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
24577,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
24578,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
24579,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
24580,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
24581,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
24582,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
24583,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
24584,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
24585,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
24586,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
24587,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
24588,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
24589,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
24590,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
24591,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
24592,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
24593,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
24594,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
24595,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
24596,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
24597,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
24598,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
24599,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
24600,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
24601,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
24602,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
24603,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
24604,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
24605,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
24606,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
24607,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
24608,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
24609,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
24610,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
24611,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
24612,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
24613,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
24614,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
24615,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
24616,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
24617,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
24618,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
24619,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
24620,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
24621,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
24622,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
24623,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
24624,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
24625,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
24626,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
24627,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
24628,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
24629,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
24630,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
24631,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
24632,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
24633,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
24634,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
24635,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
24636,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
24637,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
24638,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
24639,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
24640,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
24641,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
24642,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
24643,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
24644,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
24645,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
24646,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
24647,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
24648,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
24649,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
24650,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
24651,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
24652,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
24653,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
24654,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
24655,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
24656,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
24657,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
24658,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
24659,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
24660,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
24661,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
24662,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
24663,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
24664,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
24665,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
24666,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
24667,Forest,Forest,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
24668,Forest,Forest,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
24669,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
24670,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
24671,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
24672,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
24673,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
24674,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
24675,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
24676,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
24677,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
24678,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
24679,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
24680,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
24681,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Forest
24682,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
24683,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
24684,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
24685,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Forest
24686,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Bareland,Forest
24687,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
24688,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
24689,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
24690,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Water
24691,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
24692,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
24693,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
24694,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
24695,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Bareland
24696,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
24697,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
24698,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
24699,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
24700,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
24701,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
24702,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
24703,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
24704,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
24705,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
24706,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
24707,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
24708,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
24709,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
24710,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
24711,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
24712,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
24713,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
24714,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
24715,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
24716,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
24717,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
24718,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
24719,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
24720,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
24721,Forest,Forest,Wetland,NULL,Wetland,Built-up,NULL,Forest
24722,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
24723,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
24724,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Grassland
24725,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
24726,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
24727,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
24728,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
24729,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
24730,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
24731,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
24732,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
24733,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
24734,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
24735,Forest,Forest,Wetland,NULL,Wetland,Forest,Built-up,Forest
24736,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
24737,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
24738,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
24739,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
24740,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
24741,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
24742,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
24743,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
24744,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
24745,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Water
24746,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
24747,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
24748,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
24749,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
24750,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
24751,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
24752,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Bareland
24753,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
24754,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
24755,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
24756,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
24757,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
24758,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
24759,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
24760,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
24761,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
24762,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
24763,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
24764,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
24765,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
24766,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
24767,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
24768,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
24769,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
24770,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
24771,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
24772,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
24773,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
24774,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
24775,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
24776,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
24777,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
24778,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
24779,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
24780,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
24781,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
24782,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Water
24783,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
24784,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
24785,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
24786,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
24787,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
24788,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
24789,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
24790,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
24791,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,NULL,Grassland
24792,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
24793,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
24794,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Water
24795,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
24796,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
24797,Forest,Forest,Wetland,Non_Water,Wetland,Water,Built-up,Forest
24798,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
24799,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
24800,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Bareland
24801,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
24802,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
24803,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
24804,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
24805,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
24806,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
24807,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
24808,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
24809,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
24810,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
24811,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
24812,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
24813,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
24814,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
24815,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Built-up,Grassland
24816,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Built-up,Forest
24817,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
24818,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
24819,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Bareland
24820,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
24821,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
24822,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
24823,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
24824,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Bareland
24825,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Built-up
24826,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
24827,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
24828,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
24829,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
24830,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
24831,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
24832,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Wetland
24833,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
24834,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
24835,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
24836,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
24837,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
24838,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
24839,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Wetland
24840,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
24841,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
24842,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
24843,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
24844,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
24845,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
24846,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
24847,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
24848,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
24849,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
24850,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
24851,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
24852,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
24853,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
24854,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Forest
24855,Forest,Forest,Wetland,Water,Wetland,Bareland,Built-up,Forest
24856,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
24857,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
24858,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
24859,Forest,Forest,Wetland,Water,Wetland,Built-up,Water,Grassland
24860,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
24861,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Wetland
24862,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
24863,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
24864,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
24865,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
24866,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
24867,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
24868,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
24869,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
24870,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
24871,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
24872,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
24873,Forest,Forest,Wetland,Water,Wetland,Forest,Built-up,Forest
24874,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
24875,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
24876,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
24877,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
24878,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
24879,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
24880,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
24881,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
