Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNF_M_R
13112,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
13113,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
13114,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
13115,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
13116,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
13117,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
13118,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
13119,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
13120,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
13121,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
13122,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
13123,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
13124,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
13125,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13126,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
13127,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
13128,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
13129,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13130,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
13131,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
13132,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
13133,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
13134,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
13135,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
13136,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
13137,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
13138,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
13139,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13140,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
13141,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
13142,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
13143,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
13144,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13145,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
13146,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
13147,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
13148,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
13149,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
13150,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
13151,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
13152,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
13153,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13154,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
13155,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13156,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13157,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13158,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13159,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
13160,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13161,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13162,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13163,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13164,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13165,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13166,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13167,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13168,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
13169,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13170,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
13171,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13172,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
13173,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
13174,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13175,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
13176,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13177,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
13178,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13179,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13180,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13181,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
13182,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13183,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
13184,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13185,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
13186,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
13187,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13188,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
13189,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
13190,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
13191,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
13192,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
13193,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
13194,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
13195,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
13196,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
13197,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
13198,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
13199,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13200,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
13201,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13202,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
13203,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
13204,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
13205,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13206,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
13207,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
13208,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
13209,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
13210,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
13211,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
13212,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
13213,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
13214,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13215,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
13216,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
13217,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
13218,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13219,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
13220,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
13221,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
13222,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13223,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
13224,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
13225,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
13226,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
13227,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
13228,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
13229,Forest,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
13230,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,NULL
13231,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
13232,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
13233,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
13234,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
13235,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
13236,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13237,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13238,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13239,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
13240,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
13241,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
13242,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13243,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13244,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13245,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
13246,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
13247,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
13248,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13249,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13250,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
13251,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13252,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
13253,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13254,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
13255,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
13256,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13257,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
13258,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13259,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Built-up,Water
13260,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
13261,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
13262,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
13263,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13264,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13265,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
13266,Forest,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
13267,Forest,Water,Cropland,Water,Non_Wetland,Forest,NULL,Forest
13268,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
13269,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
13270,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
13271,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
13272,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
13273,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
13274,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
13275,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
13276,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
13277,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
13278,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
13279,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
13280,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
13281,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
13282,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
13283,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
13284,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
13285,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
13286,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
13287,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
13288,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
13289,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
13290,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
13291,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
13292,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
13293,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
13294,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
13295,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
13296,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
13297,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
13298,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
13299,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
13300,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
13301,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
13302,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
13303,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
13304,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
13305,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
13306,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
13307,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
13308,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Grassland
13309,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
13310,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
13311,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
13312,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Water
13313,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
13314,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
13315,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
13316,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
13317,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
13318,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
13319,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
13320,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
13321,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
13322,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
13323,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
13324,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Forest,Wetland
13325,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
13326,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
13327,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Wetland
13328,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
13329,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13330,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
13331,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
13332,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
13333,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
13334,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
13335,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
13336,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
13337,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
13338,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
13339,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Wetland
13340,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Wetland
13341,Forest,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Water
13342,Forest,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
13343,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
13344,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
13345,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Wetland
13346,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Water
13347,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
13348,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
13349,Forest,Water,Water,NULL,Water,NULL,Water,Forest
13350,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
13351,Forest,Water,Water,NULL,Water,Shrubland,NULL,Forest
13352,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Wetland
13353,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Water
13354,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
13355,Forest,Water,Water,NULL,Water,Shrubland,Forest,Forest
13356,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
13357,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
13358,Forest,Water,Water,NULL,Water,Water,Wetland,Water
13359,Forest,Water,Water,NULL,Water,Water,Water,Forest
13360,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
13361,Forest,Water,Water,NULL,Water,Water,Forest,Forest
13362,Forest,Water,Water,NULL,Water,Forest,NULL,Water
13363,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
13364,Forest,Water,Water,NULL,Water,Forest,Shrubland,Grassland
13365,Forest,Water,Water,NULL,Water,Forest,Shrubland,Water
13366,Forest,Water,Water,NULL,Water,Forest,Shrubland,Forest
13367,Forest,Water,Water,NULL,Water,Forest,Water,Water
13368,Forest,Water,Water,NULL,Water,Forest,Water,Forest
13369,Forest,Water,Water,NULL,Water,Forest,Forest,Water
13370,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
13371,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
13372,Forest,Water,Water,Non_Water,Water,Shrubland,NULL,Forest
13373,Forest,Water,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
13374,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Forest
13375,Forest,Water,Water,Non_Water,Water,Shrubland,Forest,Forest
13376,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Forest
13377,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
13378,Forest,Water,Water,Non_Water,Water,Forest,Shrubland,Forest
13379,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
13380,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
13381,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
13382,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
13383,Forest,Water,Water,Water,Water,NULL,NULL,Forest
13384,Forest,Water,Water,Water,Water,NULL,Forest,Forest
13385,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
13386,Forest,Water,Water,Water,Water,Shrubland,Forest,NULL
13387,Forest,Water,Water,Water,Water,Shrubland,Forest,Grassland
13388,Forest,Water,Water,Water,Water,Shrubland,Forest,Forest
13389,Forest,Water,Water,Water,Water,Water,Wetland,Water
13390,Forest,Water,Water,Water,Water,Water,Water,Water
13391,Forest,Water,Water,Water,Water,Water,Water,Forest
13392,Forest,Water,Water,Water,Water,Water,Forest,Water
13393,Forest,Water,Water,Water,Water,Water,Forest,Forest
13394,Forest,Water,Water,Water,Water,Forest,NULL,Water
13395,Forest,Water,Water,Water,Water,Forest,NULL,Forest
13396,Forest,Water,Water,Water,Water,Forest,Shrubland,Water
13397,Forest,Water,Water,Water,Water,Forest,Shrubland,Forest
13398,Forest,Water,Water,Water,Water,Forest,Water,Wetland
13399,Forest,Water,Water,Water,Water,Forest,Water,Water
13400,Forest,Water,Water,Water,Water,Forest,Water,Forest
13401,Forest,Water,Water,Water,Water,Forest,Forest,Grassland
13402,Forest,Water,Water,Water,Water,Forest,Forest,Water
13403,Forest,Water,Water,Water,Water,Forest,Forest,Forest
13404,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13405,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
13406,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13407,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
13408,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
13409,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13410,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
13411,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
13412,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
13413,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
13414,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13415,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
13416,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
13417,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13418,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13419,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
13420,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13421,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
13422,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
13423,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
13424,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
13425,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
13426,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
13427,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
13428,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
13429,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
13430,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
13431,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
13432,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
13433,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
13434,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
13435,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
13436,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
13437,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
13438,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
13439,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
13440,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
13441,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
13442,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
13443,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
13444,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
13445,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
13446,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
13447,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
13448,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
13449,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
13450,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
13451,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
13452,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
13453,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
13454,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
13455,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,NULL
13456,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
13457,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
13458,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
13459,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13460,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
13461,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
13462,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
13463,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
13464,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13465,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
13466,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
13467,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
13468,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
13469,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
