Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMH_M_R
8336,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8337,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8338,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8339,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8340,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8341,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8342,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8343,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
8344,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8345,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
8346,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8347,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8348,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8349,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8350,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8351,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8352,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8353,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8354,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8355,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8356,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8357,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8358,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8359,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8360,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
8361,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8362,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
8363,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8364,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8365,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8366,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8367,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8368,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8369,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
8370,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
8371,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8372,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8373,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
8374,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8375,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8376,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8377,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8378,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8379,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8380,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8381,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8382,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8383,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8384,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8385,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
8386,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8387,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8388,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8389,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8390,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
8391,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8392,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8393,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
8394,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
8395,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
8396,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
8397,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
8398,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8399,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8400,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8401,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
8402,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8403,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8404,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8405,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8406,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
8407,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8408,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8409,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8410,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8411,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8412,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8413,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8414,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8415,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8416,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
8417,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
8418,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8419,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8420,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8421,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
8422,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8423,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8424,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8425,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8426,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8427,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8428,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8429,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8430,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8431,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8432,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8433,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8434,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8435,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8436,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8437,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
8438,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8439,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8440,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
8441,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
8442,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8443,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8444,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
8445,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8446,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8447,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8448,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8449,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8450,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8451,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8452,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8453,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8454,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8455,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8456,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8457,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8458,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8459,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
8460,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8461,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8462,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8463,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
8464,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8465,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8466,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
8467,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
8468,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8469,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
8470,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8471,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
8472,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8473,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8474,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8475,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8476,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8477,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8478,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8479,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8480,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
8481,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8482,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8483,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8484,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8485,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
8486,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8487,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8488,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8489,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8490,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8491,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
8492,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8493,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8494,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8495,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8496,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8497,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8498,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8499,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
8500,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8501,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8502,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
8503,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8504,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8505,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8506,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8507,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
8508,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
8509,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8510,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
8511,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8512,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Water
8513,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8514,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
8515,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
8516,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8517,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
8518,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8519,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8520,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
8521,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8522,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8523,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
8524,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8525,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8526,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8527,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8528,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8529,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8530,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8531,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8532,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8533,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8534,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8535,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8536,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
8537,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
8538,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
8539,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8540,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8541,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8542,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
8543,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8544,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8545,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
8546,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8547,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
8548,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8549,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8550,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
8551,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8552,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
8553,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8554,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
8555,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
8556,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
8557,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8558,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
8559,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
8560,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
8561,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
8562,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
8563,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
8564,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
8565,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
8566,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
8567,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
8568,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
8569,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
8570,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8571,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
8572,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
8573,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
8574,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8575,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
8576,Forest,Wetland,Water,NULL,Water,Shrubland,Wetland,Forest
8577,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
8578,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
8579,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
8580,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
8581,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
8582,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
8583,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
8584,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
8585,Forest,Wetland,Water,NULL,Water,Water,Water,Water
8586,Forest,Wetland,Water,NULL,Water,Forest,Shrubland,Water
8587,Forest,Wetland,Water,NULL,Water,Forest,Shrubland,Forest
8588,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Wetland
8589,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Water
8590,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
8591,Forest,Wetland,Water,NULL,Water,Forest,Water,Water
8592,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
8593,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
8594,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
8595,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Water
8596,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Water
8597,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Water
8598,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
8599,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
8600,Forest,Wetland,Water,Water,Water,Water,Water,Water
8601,Forest,Wetland,Water,Water,Water,Forest,Water,Water
8602,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
8603,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8604,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8605,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
8606,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8607,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
8608,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8609,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8610,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8611,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8612,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8613,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
8614,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8615,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8616,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
8617,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8618,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8619,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8620,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8621,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8622,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8623,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8624,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
8625,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8626,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
8627,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
8628,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
8629,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8630,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8631,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8632,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8633,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8634,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
8635,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8636,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
8637,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
8638,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
8639,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
8640,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8641,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
8642,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
8643,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8644,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
8645,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
8646,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
8647,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8648,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Water
8649,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
8650,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8651,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
8652,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
8653,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8654,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8655,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
8656,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8657,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
8658,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
8659,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
8660,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8661,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8662,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
8663,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
