Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCJ_M_R
1620,Water,Water,Water,NULL,Water,Water,Water,Grassland
1621,Water,Water,Water,NULL,Water,Water,Water,Wetland
1622,Water,Water,Water,NULL,Water,Water,Water,Bareland
1623,Water,Water,Water,NULL,Water,Water,Water,Water
1624,Water,Water,Water,NULL,Water,Water,Water,Forest
1625,Water,Water,Water,NULL,Water,Water,Forest,Bareland
1626,Water,Water,Water,NULL,Water,Water,Forest,Water
1627,Water,Water,Water,NULL,Water,Water,Forest,Forest
1628,Water,Water,Water,NULL,Water,Forest,NULL,Water
1629,Water,Water,Water,NULL,Water,Forest,NULL,Forest
1630,Water,Water,Water,NULL,Water,Forest,Wetland,Water
1631,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
1632,Water,Water,Water,NULL,Water,Forest,Water,Water
1633,Water,Water,Water,NULL,Water,Forest,Water,Forest
1634,Water,Water,Water,NULL,Water,Forest,Forest,Forest
1635,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1636,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1637,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1638,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1639,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1640,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1641,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
1642,Water,Water,Water,Non_Water,Water,Wetland,NULL,Forest
1643,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1644,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1645,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1646,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1647,Water,Water,Water,Non_Water,Water,Wetland,Forest,Water
1648,Water,Water,Water,Non_Water,Water,Bareland,NULL,Water
1649,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
1650,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
1651,Water,Water,Water,Non_Water,Water,Water,NULL,Water
1652,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
1653,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
1654,Water,Water,Water,Non_Water,Water,Water,Wetland,Bareland
1655,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1656,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1657,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1658,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1659,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
1660,Water,Water,Water,Non_Water,Water,Water,Water,Water
1661,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1662,Water,Water,Water,Non_Water,Water,Water,Forest,Bareland
1663,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1664,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1665,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
1666,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
1667,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1668,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1669,Water,Water,Water,Water,Water,NULL,NULL,Water
1670,Water,Water,Water,Water,Water,NULL,NULL,Forest
1671,Water,Water,Water,Water,Water,NULL,Wetland,Water
1672,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1673,Water,Water,Water,Water,Water,NULL,Water,Water
1674,Water,Water,Water,Water,Water,NULL,Water,Forest
1675,Water,Water,Water,Water,Water,NULL,Forest,Water
1676,Water,Water,Water,Water,Water,NULL,Forest,Forest
1677,Water,Water,Water,Water,Water,Grassland,NULL,Water
1678,Water,Water,Water,Water,Water,Grassland,NULL,Forest
1679,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
1680,Water,Water,Water,Water,Water,Grassland,Water,Forest
1681,Water,Water,Water,Water,Water,Wetland,NULL,Bareland
1682,Water,Water,Water,Water,Water,Wetland,NULL,Water
1683,Water,Water,Water,Water,Water,Wetland,NULL,Forest
1684,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1685,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1686,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1687,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1688,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1689,Water,Water,Water,Water,Water,Wetland,Water,Bareland
1690,Water,Water,Water,Water,Water,Wetland,Water,Water
1691,Water,Water,Water,Water,Water,Wetland,Water,Forest
1692,Water,Water,Water,Water,Water,Wetland,Forest,Water
1693,Water,Water,Water,Water,Water,Wetland,Forest,Forest
1694,Water,Water,Water,Water,Water,Bareland,NULL,Bareland
1695,Water,Water,Water,Water,Water,Bareland,NULL,Water
1696,Water,Water,Water,Water,Water,Bareland,NULL,Forest
1697,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
1698,Water,Water,Water,Water,Water,Bareland,Water,Grassland
1699,Water,Water,Water,Water,Water,Bareland,Water,Water
1700,Water,Water,Water,Water,Water,Bareland,Water,Forest
1701,Water,Water,Water,Water,Water,Bareland,Forest,Water
1702,Water,Water,Water,Water,Water,Built-up,Water,Water
1703,Water,Water,Water,Water,Water,Water,NULL,Grassland
1704,Water,Water,Water,Water,Water,Water,NULL,Wetland
1705,Water,Water,Water,Water,Water,Water,NULL,Bareland
1706,Water,Water,Water,Water,Water,Water,NULL,Water
1707,Water,Water,Water,Water,Water,Water,NULL,Forest
1708,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1709,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1710,Water,Water,Water,Water,Water,Water,Wetland,Bareland
1711,Water,Water,Water,Water,Water,Water,Wetland,Water
1712,Water,Water,Water,Water,Water,Water,Wetland,Forest
1713,Water,Water,Water,Water,Water,Water,Water,Grassland
1714,Water,Water,Water,Water,Water,Water,Water,Wetland
1715,Water,Water,Water,Water,Water,Water,Water,Bareland
1716,Water,Water,Water,Water,Water,Water,Water,Water
1717,Water,Water,Water,Water,Water,Water,Water,Forest
1718,Water,Water,Water,Water,Water,Water,Forest,Grassland
1719,Water,Water,Water,Water,Water,Water,Forest,Water
1720,Water,Water,Water,Water,Water,Water,Forest,Forest
1721,Water,Water,Water,Water,Water,Forest,NULL,Grassland
1722,Water,Water,Water,Water,Water,Forest,NULL,Water
1723,Water,Water,Water,Water,Water,Forest,NULL,Forest
1724,Water,Water,Water,Water,Water,Forest,Wetland,Water
1725,Water,Water,Water,Water,Water,Forest,Wetland,Forest
1726,Water,Water,Water,Water,Water,Forest,Water,Water
1727,Water,Water,Water,Water,Water,Forest,Water,Forest
1728,Water,Water,Water,Water,Water,Forest,Forest,Water
1729,Water,Water,Water,Water,Water,Forest,Forest,Forest
1730,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1731,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1732,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1733,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1734,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1735,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1736,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1737,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
1738,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1739,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1740,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1741,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1742,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1743,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1744,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1745,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1746,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1747,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1748,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1749,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
1750,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1751,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
1752,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1753,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1754,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1755,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1756,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1757,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1758,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
1759,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1760,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1761,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
1762,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1763,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1764,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1765,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1766,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1767,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1768,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1769,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
1770,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
1771,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
1772,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1773,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1774,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1775,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1776,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1777,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1778,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1779,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1780,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1781,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1782,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1783,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1784,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1785,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
1786,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1787,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1788,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1789,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1790,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1791,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1792,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1793,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1794,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1795,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1796,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1797,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1798,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1799,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1800,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1801,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1802,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
1803,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1804,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1805,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1806,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1807,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1808,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1809,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1810,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
1811,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
1812,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1813,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1814,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1815,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
1816,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
1817,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1818,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1819,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
1820,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1821,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1822,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1823,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
1824,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1825,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1826,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
1827,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1828,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1829,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
1830,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1831,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1832,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1833,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1834,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1835,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1836,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1837,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1838,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1839,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1840,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1841,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1842,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1843,Water,Water,Forest,Water,Non_Wetland,Grassland,NULL,Water
1844,Water,Water,Forest,Water,Non_Wetland,Grassland,NULL,Forest
1845,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1846,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
1847,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
1848,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1849,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1850,Water,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
1851,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1852,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1853,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1854,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
1855,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1856,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Water
1857,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Forest
1858,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1859,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
1860,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
1861,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
1862,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1863,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1864,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1865,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1866,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1867,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
1868,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1869,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1870,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
1871,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
1872,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1873,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1874,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Grassland
1875,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
1876,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
1877,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1878,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1879,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1880,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1881,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1882,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1883,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1884,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1885,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1886,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1887,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1888,Water,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1889,Water,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1890,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1891,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1892,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1893,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1894,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1895,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1896,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
1897,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1898,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1899,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1900,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1901,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1902,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1903,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1904,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1905,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1906,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1907,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1908,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1909,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1910,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1911,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1912,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1913,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1914,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1915,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1916,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1917,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1918,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1919,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1920,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1921,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1922,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1923,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1924,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1925,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1926,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1927,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1928,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
1929,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1930,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1931,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1932,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1933,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1934,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1935,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1936,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1937,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1938,Water,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
1939,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1940,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1941,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1942,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1943,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1944,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1945,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1946,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1947,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1948,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1949,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1950,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1951,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1952,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1953,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1954,Water,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1955,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1956,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1957,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1958,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1959,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1960,Water,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
1961,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1962,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1963,Water,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1964,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
1965,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1966,Water,Forest,Wetland,NULL,Wetland,Water,Water,Bareland
1967,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1968,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1969,Water,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1970,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1971,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1972,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1973,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1974,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1975,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1976,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1977,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1978,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1979,Water,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1980,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1981,Water,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1982,Water,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1983,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1984,Water,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1985,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1986,Water,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1987,Water,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
1988,Water,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
1989,Water,Forest,Wetland,Water,Wetland,Forest,NULL,Water
1990,Water,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
1991,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1992,Water,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
1993,Water,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
1994,Water,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1995,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1996,Water,Forest,Water,NULL,Water,NULL,Wetland,Forest
1997,Water,Forest,Water,NULL,Water,NULL,Water,Forest
1998,Water,Forest,Water,NULL,Water,NULL,Forest,Forest
1999,Water,Forest,Water,NULL,Water,Wetland,NULL,Water
2000,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
