Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWT_M_R
8676,Water,NULL,Water,NULL,Water,Water,Water,Water
8677,Water,NULL,Water,NULL,Water,Water,Water,Forest
8678,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
8679,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
8680,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
8681,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
8682,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
8683,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
8684,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
8685,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
8686,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
8687,Water,NULL,Water,Non_Water,Water,Water,Bareland,Grassland
8688,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
8689,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
8690,Water,NULL,Water,Non_Water,Water,Water,Water,Water
8691,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
8692,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
8693,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
8694,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
8695,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
8696,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
8697,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
8698,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
8699,Water,NULL,Water,Water,Water,Wetland,Water,Water
8700,Water,NULL,Water,Water,Water,Wetland,Water,Forest
8701,Water,NULL,Water,Water,Water,Bareland,Wetland,Grassland
8702,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
8703,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
8704,Water,NULL,Water,Water,Water,Bareland,Water,Wetland
8705,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
8706,Water,NULL,Water,Water,Water,Water,Grassland,Water
8707,Water,NULL,Water,Water,Water,Water,Grassland,Forest
8708,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
8709,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
8710,Water,NULL,Water,Water,Water,Water,Wetland,Water
8711,Water,NULL,Water,Water,Water,Water,Wetland,Forest
8712,Water,NULL,Water,Water,Water,Water,Water,Grassland
8713,Water,NULL,Water,Water,Water,Water,Water,Wetland
8714,Water,NULL,Water,Water,Water,Water,Water,Water
8715,Water,NULL,Water,Water,Water,Water,Water,Forest
8716,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8717,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8718,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8719,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8720,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8721,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
8722,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
8723,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
8724,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8725,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
8726,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
8727,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8728,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8729,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8730,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
8731,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8732,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8733,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Forest
8734,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
8735,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
8736,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
8737,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
8738,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
8739,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
8740,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
8741,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
8742,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
8743,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
8744,Water,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Wetland
8745,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Wetland
8746,Water,Cropland,Water,NULL,Water,Wetland,Water,Grassland
8747,Water,Cropland,Water,Non_Water,Water,Water,Water,Wetland
8748,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
8749,Water,Cropland,Water,Water,Water,Water,Wetland,Wetland
8750,Water,Cropland,Water,Water,Water,Water,Water,Grassland
8751,Water,Cropland,Water,Water,Water,Water,Water,Wetland
8752,Water,Cropland,Water,Water,Water,Water,Water,Water
8753,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
8754,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8755,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
8756,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8757,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8758,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8759,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8760,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8761,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
8762,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8763,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8764,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
8765,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8766,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8767,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8768,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
8769,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8770,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8771,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
8772,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
8773,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
8774,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8775,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8776,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8777,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8778,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
8779,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
8780,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
8781,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
8782,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
8783,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
8784,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8785,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8786,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8787,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
8788,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
8789,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
8790,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
8791,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
8792,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
8793,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
8794,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
8795,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
8796,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
8797,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8798,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8799,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8800,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
8801,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8802,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8803,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8804,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8805,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8806,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8807,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
8808,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8809,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8810,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8811,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8812,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8813,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8814,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8815,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
8816,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8817,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8818,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
8819,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
8820,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8821,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
8822,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8823,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8824,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8825,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
8826,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8827,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8828,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
8829,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8830,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8831,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8832,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8833,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8834,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8835,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
8836,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
8837,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8838,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
8839,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8840,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
8841,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
8842,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8843,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
8844,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
8845,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8846,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
8847,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
8848,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
8849,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
8850,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8851,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
8852,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8853,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8854,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8855,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8856,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8857,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
8858,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8859,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
8860,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8861,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8862,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8863,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8864,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8865,Water,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8866,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8867,Water,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
8868,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
8869,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
8870,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
8871,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8872,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8873,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
8874,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
8875,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
8876,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
8877,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
8878,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8879,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
8880,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8881,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8882,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
8883,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8884,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8885,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8886,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
8887,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8888,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
8889,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Water
8890,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
8891,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
8892,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
8893,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
8894,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
8895,Water,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
8896,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8897,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
8898,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
8899,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
8900,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
8901,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
8902,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
8903,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
8904,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
8905,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
8906,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
8907,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
8908,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
8909,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
8910,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Grassland
8911,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Water
8912,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
8913,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
8914,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
8915,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
8916,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
8917,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
8918,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
8919,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
8920,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
8921,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8922,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8923,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8924,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8925,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
8926,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
8927,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
8928,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8929,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8930,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
8931,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8932,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
8933,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
8934,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
8935,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8936,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8937,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8938,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8939,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8940,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
8941,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
8942,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8943,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8944,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
8945,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8946,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
8947,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
8948,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
8949,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8950,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
8951,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
8952,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
8953,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
8954,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
8955,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
8956,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8957,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8958,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
8959,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8960,Water,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
8961,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
8962,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
8963,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
8964,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
8965,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
8966,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8967,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
8968,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
8969,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
8970,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
8971,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
8972,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
8973,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
8974,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
8975,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
8976,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
8977,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
8978,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
8979,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
8980,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
8981,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8982,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8983,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
8984,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
8985,Water,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
8986,Water,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Wetland
8987,Water,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Water
8988,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
8989,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
8990,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
8991,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
8992,Water,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
8993,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
8994,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
8995,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
8996,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
8997,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
8998,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
8999,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
9000,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
9001,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
9002,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
9003,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
9004,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
9005,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
9006,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
9007,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
9008,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
9009,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Grassland
9010,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Wetland
9011,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Water
9012,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
9013,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
9014,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
9015,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
9016,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
9017,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Grassland
9018,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9019,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
9020,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9021,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
9022,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9023,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
9024,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
9025,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
9026,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
9027,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
9028,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
9029,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
