Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEC_M_R
8968,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
8969,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Forest
8970,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
8971,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Cropland
8972,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Water
8973,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Forest
8974,Water,Water,Cropland,Water,Non_Wetland,Forest,Wetland,Water
8975,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Grassland
8976,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Cropland
8977,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
8978,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
8979,Water,Water,Cropland,Water,Non_Wetland,Forest,Forest,Water
8980,Water,Water,Cropland,Water,Non_Wetland,Forest,Forest,Forest
8981,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
8982,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
8983,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
8984,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
8985,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8986,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Bareland
8987,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
8988,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8989,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
8990,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
8991,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
8992,Water,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
8993,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
8994,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
8995,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
8996,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
8997,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
8998,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
8999,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9000,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9001,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9002,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
9003,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
9004,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Grassland
9005,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
9006,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9007,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9008,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
9009,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
9010,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Cropland
9011,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
9012,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
9013,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
9014,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9015,Water,Water,Wetland,NULL,Wetland,Built-up,NULL,Grassland
9016,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
9017,Water,Water,Wetland,NULL,Wetland,Water,NULL,Cropland
9018,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
9019,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
9020,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
9021,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
9022,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
9023,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
9024,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
9025,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
9026,Water,Water,Wetland,NULL,Wetland,Water,Water,Cropland
9027,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
9028,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
9029,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
9030,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
9031,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
9032,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
9033,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
9034,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
9035,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
9036,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
9037,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
9038,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
9039,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
9040,Water,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
9041,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
9042,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
9043,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
9044,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
9045,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
9046,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
9047,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9048,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
9049,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9050,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
9051,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
9052,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9053,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
9054,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Bareland
9055,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
9056,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9057,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
9058,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
9059,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9060,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
9061,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9062,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
9063,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9064,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
9065,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Built-up
9066,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
9067,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
9068,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9069,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
9070,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
9071,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9072,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
9073,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9074,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9075,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
9076,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
9077,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
9078,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Water
9079,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
9080,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Cropland
9081,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Bareland
9082,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Built-up
9083,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Water
9084,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
9085,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
9086,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
9087,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9088,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9089,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9090,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9091,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9092,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
9093,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9094,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
9095,Water,Water,Wetland,Non_Water,Wetland,Built-up,Wetland,Grassland
9096,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Bareland
9097,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
9098,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
9099,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
9100,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Cropland
9101,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9102,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
9103,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
9104,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
9105,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9106,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
9107,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
9108,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9109,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,NULL
9110,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9111,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
9112,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9113,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
9114,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9115,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
9116,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Water
9117,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
9118,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
9119,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
9120,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
9121,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
9122,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Built-up
9123,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
9124,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
9125,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
9126,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Cropland
9127,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
9128,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
9129,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
9130,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
9131,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
9132,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
9133,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
9134,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
9135,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
9136,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
9137,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
9138,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9139,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
9140,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Cropland
9141,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
9142,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Built-up
9143,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
9144,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
9145,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
9146,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9147,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
9148,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
9149,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
9150,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
9151,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
9152,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
9153,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Cropland
9154,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
9155,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
9156,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
9157,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
9158,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
9159,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
9160,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
9161,Water,Water,Wetland,Water,Wetland,NULL,Forest,Grassland
9162,Water,Water,Wetland,Water,Wetland,NULL,Forest,Cropland
9163,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
9164,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
9165,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
9166,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
9167,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
9168,Water,Water,Wetland,Water,Wetland,Cropland,Water,Grassland
9169,Water,Water,Wetland,Water,Wetland,Cropland,Water,Cropland
9170,Water,Water,Wetland,Water,Wetland,Cropland,Water,Bareland
9171,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
9172,Water,Water,Wetland,Water,Wetland,Cropland,Water,Forest
9173,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
9174,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
9175,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
9176,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
9177,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
9178,Water,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
9179,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
9180,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
9181,Water,Water,Wetland,Water,Wetland,Water,NULL,Cropland
9182,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
9183,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
9184,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
9185,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
9186,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
9187,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
9188,Water,Water,Wetland,Water,Wetland,Water,Wetland,Cropland
9189,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
9190,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
9191,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
9192,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
9193,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
9194,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
9195,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
9196,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
9197,Water,Water,Wetland,Water,Wetland,Water,Water,Water
9198,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
9199,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
9200,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
9201,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
9202,Water,Water,Wetland,Water,Wetland,Forest,NULL,Grassland
9203,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
9204,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
9205,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
9206,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
9207,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
9208,Water,Water,Wetland,Water,Wetland,Forest,Forest,Grassland
9209,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
9210,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
9211,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
9212,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
9213,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
9214,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
9215,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
9216,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
9217,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
9218,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
9219,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
9220,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
9221,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Built-up
9222,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
9223,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
9224,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
9225,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Water,Built-up
9226,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
9227,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
9228,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
9229,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
9230,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
9231,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
9232,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
9233,Water,Water,Bareland,NULL,Non_Wetland,Built-up,NULL,Water
9234,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
9235,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
9236,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
9237,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
9238,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
9239,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Water
9240,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
9241,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
9242,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
9243,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
9244,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
9245,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Water
9246,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
9247,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Wetland
9248,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Grassland
9249,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Wetland
9250,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Bareland
9251,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
9252,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
9253,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
9254,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9255,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9256,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9257,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
9258,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
9259,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9260,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
9261,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
9262,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Cropland
9263,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
9264,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
9265,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Built-up
9266,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
9267,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
9268,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
9269,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9270,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9271,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland,Water,Grassland
9272,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland,Water,Water
9273,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9274,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Water
9275,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9276,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9277,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
9278,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
9279,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
9280,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Cropland
9281,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
9282,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
9283,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9284,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Cropland
9285,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
9286,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
9287,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
9288,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
9289,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
9290,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Built-up
9291,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
9292,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
9293,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
9294,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
9295,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
9296,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9297,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Water
9298,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
9299,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
9300,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Grassland
9301,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Wetland
9302,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
9303,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
9304,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
9305,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
9306,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
9307,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
9308,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
9309,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Cropland
9310,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Wetland
9311,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
9312,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
9313,Water,Water,Bareland,Water,Non_Wetland,Cropland,Water,Water
9314,Water,Water,Bareland,Water,Non_Wetland,Wetland,NULL,Water
9315,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
9316,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
9317,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Grassland
9318,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Cropland
9319,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
9320,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
9321,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
9322,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
9323,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Cropland
9324,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
9325,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
9326,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Built-up
9327,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
9328,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
9329,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
9330,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Water
9331,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Forest
9332,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
9333,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9334,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
9335,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9336,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
9337,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9338,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
9339,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
9340,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
