Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLU_M_R
7893,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
7894,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7895,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7896,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
7897,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
7898,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
7899,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7900,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
7901,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
7902,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7903,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
7904,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
7905,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
7906,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
7907,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
7908,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
7909,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
7910,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
7911,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
7912,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
7913,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
7914,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
7915,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Wetland
7916,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7917,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7918,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7919,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7920,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7921,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7922,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
7923,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
7924,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
7925,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Wetland
7926,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
7927,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
7928,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
7929,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
7930,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
7931,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
7932,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
7933,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
7934,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
7935,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
7936,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
7937,Water,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
7938,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
7939,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
7940,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7941,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
7942,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Wetland
7943,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7944,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7945,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest,Water,Grassland
7946,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest,Water,Wetland
7947,Water,NULL,Water,NULL,Water,NULL,Grassland,Wetland
7948,Water,NULL,Water,NULL,Water,NULL,Wetland,Wetland
7949,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
7950,Water,NULL,Water,NULL,Water,NULL,Water,Wetland
7951,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
7952,Water,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
7953,Water,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
7954,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
7955,Water,NULL,Water,NULL,Water,Cropland,Water,Grassland
7956,Water,NULL,Water,NULL,Water,Cropland,Water,Wetland
7957,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
7958,Water,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
7959,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
7960,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
7961,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
7962,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
7963,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
7964,Water,NULL,Water,NULL,Water,Bareland,Bareland,Wetland
7965,Water,NULL,Water,NULL,Water,Bareland,Bareland,Water
7966,Water,NULL,Water,NULL,Water,Bareland,Bareland,Forest
7967,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
7968,Water,NULL,Water,NULL,Water,Water,Bareland,Bareland
7969,Water,NULL,Water,NULL,Water,Water,Water,Grassland
7970,Water,NULL,Water,NULL,Water,Water,Water,Wetland
7971,Water,NULL,Water,NULL,Water,Water,Water,Water
7972,Water,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
7973,Water,NULL,Water,Non_Water,Water,NULL,Water,Wetland
7974,Water,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
7975,Water,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
7976,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
7977,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
7978,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
7979,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
7980,Water,NULL,Water,Water,NULL,NULL,NULL,Water
7981,Water,NULL,Water,Water,Water,NULL,Wetland,Wetland
7982,Water,NULL,Water,Water,Water,NULL,Water,Grassland
7983,Water,NULL,Water,Water,Water,NULL,Water,Wetland
7984,Water,NULL,Water,Water,Water,NULL,Water,Water
7985,Water,NULL,Water,Water,Water,Grassland,Wetland,Grassland
7986,Water,NULL,Water,Water,Water,Grassland,Wetland,Wetland
7987,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
7988,Water,NULL,Water,Water,Water,Grassland,Water,Wetland
7989,Water,NULL,Water,Water,Water,Grassland,Water,Water
7990,Water,NULL,Water,Water,Water,Cropland,Water,Wetland
7991,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
7992,Water,NULL,Water,Water,Water,Wetland,Grassland,Wetland
7993,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
7994,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
7995,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
7996,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
7997,Water,NULL,Water,Water,Water,Wetland,Water,Water
7998,Water,NULL,Water,Water,Water,Wetland,Water,Forest
7999,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
8000,Water,NULL,Water,Water,Water,Bareland,Bareland,Wetland
8001,Water,NULL,Water,Water,Water,Bareland,Bareland,Bareland
8002,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
8003,Water,NULL,Water,Water,Water,Bareland,Bareland,Forest
8004,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
8005,Water,NULL,Water,Water,Water,Bareland,Water,Wetland
8006,Water,NULL,Water,Water,Water,Bareland,Water,Water
8007,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
8008,Water,NULL,Water,Water,Water,Water,Bareland,Water
8009,Water,NULL,Water,Water,Water,Water,Water,Grassland
8010,Water,NULL,Water,Water,Water,Water,Water,Wetland
8011,Water,NULL,Water,Water,Water,Water,Water,Bareland
8012,Water,NULL,Water,Water,Water,Water,Water,Water
8013,Water,NULL,Water,Water,Water,Forest,Water,Grassland
8014,Water,NULL,Water,Water,Water,Forest,Water,Wetland
8015,Water,NULL,Water,Water,Water,Forest,Forest,Forest
8016,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8017,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8018,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8019,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8020,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8021,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
8022,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8023,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8024,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8025,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8026,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8027,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
8028,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8029,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8030,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8031,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
8032,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8033,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8034,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8035,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8036,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Wetland
8037,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8038,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
8039,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8040,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8041,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
8042,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
8043,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8044,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8045,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8046,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8047,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
8048,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8049,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8050,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
8051,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8052,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
8053,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8054,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8055,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
8056,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8057,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8058,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
8059,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
8060,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8061,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8062,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
8063,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
8064,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
8065,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8066,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8067,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
8068,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8069,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
8070,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
8071,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
8072,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8073,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
8074,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8075,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
8076,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
8077,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
8078,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
8079,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
8080,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
8081,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8082,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
8083,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8084,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8085,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8086,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8087,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8088,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8089,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8090,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
8091,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
8092,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
8093,Water,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
8094,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
8095,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
8096,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
8097,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
8098,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
8099,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
8100,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
8101,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8102,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8103,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8104,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8105,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8106,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8107,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8108,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8109,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8110,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8111,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8112,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8113,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8114,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8115,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8116,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8117,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
8118,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8119,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
8120,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8121,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8122,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8123,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8124,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8125,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8126,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
8127,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8128,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8129,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8130,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8131,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8132,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8133,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8134,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8135,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8136,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8137,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8138,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8139,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8140,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8141,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8142,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8143,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8144,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8145,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8146,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8147,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8148,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8149,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
8150,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8151,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
8152,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8153,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8154,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8155,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8156,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
8157,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
8158,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8159,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
8160,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
8161,Water,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
8162,Water,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
8163,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
8164,Water,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8165,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8166,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8167,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Wetland
8168,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8169,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
8170,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8171,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8172,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
8173,Water,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
8174,Water,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
8175,Water,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
8176,Water,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
8177,Water,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
8178,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8179,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
8180,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
8181,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8182,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
8183,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8184,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
8185,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
8186,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
8187,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Cropland
8188,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
8189,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
8190,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8191,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
8192,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
8193,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
8194,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Bareland
8195,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
8196,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
8197,Water,Cropland,Wetland,NULL,Wetland,Water,Bareland,Grassland
8198,Water,Cropland,Wetland,NULL,Wetland,Water,Bareland,Forest
8199,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
8200,Water,Cropland,Wetland,NULL,Wetland,Forest,Water,Wetland
8201,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
8202,Water,Cropland,Wetland,Non_Water,Wetland,Cropland,Grassland,Wetland
8203,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
8204,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
8205,Water,Cropland,Wetland,Water,Wetland,Water,Bareland,Grassland
8206,Water,Cropland,Wetland,Water,Wetland,Water,Bareland,Forest
8207,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8208,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8209,Water,Cropland,Water,NULL,Water,Water,Bareland,Forest
8210,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8211,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8212,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8213,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8214,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8215,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8216,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8217,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8218,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8219,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8220,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8221,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8222,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
8223,Water,Cropland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
8224,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8225,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
8226,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8227,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8228,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8229,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8230,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8231,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8232,Water,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8233,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8234,Water,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
8235,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
8236,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8237,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8238,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8239,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8240,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8241,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
8242,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
