Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQP_M_R
771,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
772,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water
773,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
774,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
775,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
776,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Water
777,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
778,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland
779,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland
780,Water,Wetland,Wetland,NULL,Wetland,NULL,Water
781,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest
782,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
783,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
784,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water
785,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
786,Water,Wetland,Wetland,Water,Wetland,NULL,Grassland
787,Water,Wetland,Wetland,Water,Wetland,NULL,Bareland
788,Water,Wetland,Wetland,Water,Wetland,NULL,Water
789,Water,Wetland,Wetland,Water,Wetland,NULL,Forest
790,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water
791,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
792,Water,Wetland,Built-up,Water,Non_Wetland,NULL,Bareland
793,Water,Wetland,Water,NULL,Water,NULL,Grassland
794,Water,Wetland,Water,NULL,Water,NULL,Bareland
795,Water,Wetland,Water,NULL,Water,NULL,Water
796,Water,Wetland,Water,NULL,Water,NULL,Forest
797,Water,Wetland,Water,Non_Water,Water,NULL,Grassland
798,Water,Wetland,Water,Non_Water,Water,NULL,Water
799,Water,Wetland,Water,Non_Water,Water,NULL,Forest
800,Water,Wetland,Water,Water,Water,NULL,Grassland
801,Water,Wetland,Water,Water,Water,NULL,Bareland
802,Water,Wetland,Water,Water,Water,NULL,Water
803,Water,Wetland,Water,Water,Water,NULL,Forest
804,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
805,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
806,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
807,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water
808,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
809,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
810,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland
811,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
812,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
813,Water,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
814,Water,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
815,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water
816,Water,Wetland,Forest,Water,Non_Wetland,NULL,Forest
817,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
818,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
819,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
820,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
821,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
822,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
823,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
824,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
825,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
826,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
827,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Water
828,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Forest
829,Water,Bareland,Wetland,NULL,Wetland,NULL,Grassland
830,Water,Bareland,Wetland,NULL,Wetland,NULL,Bareland
831,Water,Bareland,Wetland,NULL,Wetland,NULL,Water
832,Water,Bareland,Wetland,NULL,Wetland,NULL,Forest
833,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water
834,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
835,Water,Bareland,Wetland,Water,Wetland,NULL,Bareland
836,Water,Bareland,Wetland,Water,Wetland,NULL,Water
837,Water,Bareland,Water,NULL,Water,NULL,Water
838,Water,Bareland,Water,NULL,Water,NULL,Forest
839,Water,Bareland,Water,Non_Water,Water,NULL,Bareland
840,Water,Bareland,Water,Non_Water,Water,NULL,Water
841,Water,Bareland,Water,Water,Water,NULL,Water
842,Water,Bareland,Water,Water,Water,NULL,Forest
843,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
844,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
845,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Water
846,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
847,Water,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
848,Water,Bareland,Forest,Water,Non_Wetland,NULL,Water
849,Water,Bareland,Forest,Water,Non_Wetland,NULL,Forest
850,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
851,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
852,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
853,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
854,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
855,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
856,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland
857,Water,Built-up,Wetland,Water,Wetland,NULL,Water
858,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
859,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water
860,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
861,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
862,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
863,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
864,Water,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
865,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland
866,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland
867,Water,Water,NULL,NULL,Non_Wetland,NULL,Water
868,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland
869,Water,Water,NULL,Water,Non_Wetland,NULL,Water
870,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
871,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
872,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water
873,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
874,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
875,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
876,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
877,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
878,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
879,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
880,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water
881,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest
882,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
883,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
884,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water
885,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest
886,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
887,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
888,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland
889,Water,Water,Grassland,Water,Non_Wetland,NULL,Bareland
890,Water,Water,Grassland,Water,Non_Wetland,NULL,Water
891,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest
892,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
893,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
894,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water
895,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest
896,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
897,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland
898,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
899,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
900,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland
901,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland
902,Water,Water,Cropland,Water,Non_Wetland,NULL,Water
903,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest
904,Water,Water,Wetland,NULL,Wetland,NULL,Grassland
905,Water,Water,Wetland,NULL,Wetland,NULL,Wetland
906,Water,Water,Wetland,NULL,Wetland,NULL,Bareland
907,Water,Water,Wetland,NULL,Wetland,NULL,Water
908,Water,Water,Wetland,NULL,Wetland,NULL,Forest
909,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland
910,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland
911,Water,Water,Wetland,Non_Water,Wetland,NULL,Water
912,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest
913,Water,Water,Wetland,Water,Wetland,NULL,Grassland
914,Water,Water,Wetland,Water,Wetland,NULL,Bareland
915,Water,Water,Wetland,Water,Wetland,NULL,Water
916,Water,Water,Wetland,Water,Wetland,NULL,Forest
917,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
918,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
919,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland
920,Water,Water,Water,NULL,Water,NULL,Grassland
921,Water,Water,Water,NULL,Water,NULL,Bareland
922,Water,Water,Water,NULL,Water,NULL,Water
923,Water,Water,Water,NULL,Water,NULL,Forest
924,Water,Water,Water,Non_Water,Water,NULL,Wetland
925,Water,Water,Water,Non_Water,Water,NULL,Bareland
926,Water,Water,Water,Non_Water,Water,NULL,Water
927,Water,Water,Water,Non_Water,Water,NULL,Forest
928,Water,Water,Water,Water,Water,NULL,Grassland
929,Water,Water,Water,Water,Water,NULL,Bareland
930,Water,Water,Water,Water,Water,NULL,Water
931,Water,Water,Water,Water,Water,NULL,Forest
932,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland
933,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland
934,Water,Water,Forest,NULL,Non_Wetland,NULL,Water
935,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest
936,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
937,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
938,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water
939,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
940,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland
941,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland
942,Water,Water,Forest,Water,Non_Wetland,NULL,Water
943,Water,Water,Forest,Water,Non_Wetland,NULL,Forest
944,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest
945,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
946,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
947,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
948,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
949,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
950,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
951,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
952,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
953,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
954,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
955,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
956,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
957,Water,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
958,Water,Forest,Grassland,Water,Non_Wetland,NULL,Forest
959,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
960,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
961,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Water
962,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
963,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
964,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
965,Water,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
966,Water,Forest,Cropland,Water,Non_Wetland,NULL,Forest
967,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
968,Water,Forest,Wetland,NULL,Wetland,NULL,Water
969,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
970,Water,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
971,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water
972,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
973,Water,Forest,Wetland,Water,Wetland,NULL,Grassland
974,Water,Forest,Wetland,Water,Wetland,NULL,Forest
975,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
976,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
977,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
978,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
979,Water,Forest,Water,NULL,Water,NULL,Grassland
980,Water,Forest,Water,NULL,Water,NULL,Water
981,Water,Forest,Water,NULL,Water,NULL,Forest
982,Water,Forest,Water,Non_Water,Water,NULL,Water
983,Water,Forest,Water,Water,Water,NULL,Water
984,Water,Forest,Water,Water,Water,NULL,Forest
985,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
986,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
987,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
988,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water
989,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
990,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
991,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
992,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
993,Water,Forest,Forest,Water,Non_Wetland,NULL,Grassland
994,Water,Forest,Forest,Water,Non_Wetland,NULL,Water
995,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
996,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
997,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
998,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Forest
999,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1000,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1001,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,Forest
1002,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1003,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1004,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1005,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1006,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1007,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1008,Permanent_ice_and_snow,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1009,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1010,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Water
1011,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Forest
1012,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1013,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1014,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1015,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,Water
1016,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1017,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,Water
1018,Permanent_ice_and_snow,Built-up,Water,Non_Water,Water,NULL,Grassland
1019,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1020,Permanent_ice_and_snow,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
1021,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1022,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Water
1023,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1024,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Forest
1025,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Forest
1026,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Forest
1027,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1028,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1029,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Water
1030,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1031,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1032,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1033,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1034,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
1035,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1036,Permanent_ice_and_snow,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1037,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1038,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1039,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest
1040,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,Forest
1041,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1042,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1043,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1044,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1045,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,Forest
1046,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1047,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
1048,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1049,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1050,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1051,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland
1052,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1053,Forest,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1054,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water
1055,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1056,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1057,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1058,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1059,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1060,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1061,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1062,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1063,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1064,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1065,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1066,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1067,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1068,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1069,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1070,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1071,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1072,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1073,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1074,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1075,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1076,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1077,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1078,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1079,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1080,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Water
1081,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1082,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
1083,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1084,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1085,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1086,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1087,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1088,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1089,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
1090,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1091,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1092,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1093,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water
1094,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1095,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland
1096,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland
1097,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland
1098,Forest,NULL,Wetland,NULL,Wetland,NULL,Water
1099,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest
1100,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1101,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1102,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water
1103,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1104,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland
1105,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland
1106,Forest,NULL,Wetland,Water,Wetland,NULL,Water
1107,Forest,NULL,Wetland,Water,Wetland,NULL,Forest
1108,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1109,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1110,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water
1111,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1112,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1113,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
1114,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1115,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1116,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1117,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1118,Forest,NULL,Water,NULL,Water,NULL,Grassland
1119,Forest,NULL,Water,NULL,Water,NULL,Bareland
1120,Forest,NULL,Water,NULL,Water,NULL,Water
1121,Forest,NULL,Water,NULL,Water,NULL,Forest
1122,Forest,NULL,Water,Non_Water,Water,NULL,Grassland
1123,Forest,NULL,Water,Non_Water,Water,NULL,Bareland
1124,Forest,NULL,Water,Water,Water,NULL,Grassland
1125,Forest,NULL,Water,Water,Water,NULL,Wetland
1126,Forest,NULL,Water,Water,Water,NULL,Bareland
1127,Forest,NULL,Water,Water,Water,NULL,Water
1128,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1129,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1130,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1131,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water
1132,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1133,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1134,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
1135,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1136,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1137,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1138,Forest,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1139,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water
1140,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest
1141,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1142,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1143,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
1144,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1145,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1146,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
1147,Forest,Cropland,Water,NULL,Water,NULL,Grassland
1148,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1149,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1150,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1151,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
1152,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
1153,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water
1154,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
1155,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1156,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1157,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest
1158,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
1159,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Bareland
1160,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Water
1161,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
