Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUE_M_R
717,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
718,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
719,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
720,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
721,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
722,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
723,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
724,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
725,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
726,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
727,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Forest
728,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
729,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
730,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
731,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
732,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
733,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
734,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
735,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
736,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
737,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
738,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
739,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
740,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
741,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
742,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
743,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
744,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
745,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
746,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
747,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
748,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
749,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
750,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
751,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
752,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
753,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
754,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
755,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
756,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
757,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
758,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
759,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
760,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
761,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
762,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
763,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
764,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
765,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
766,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
767,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
768,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
769,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
770,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
771,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
772,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
773,Forest,NULL,Water,Water,Water,NULL,NULL,Water
774,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
775,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
776,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
777,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
778,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
779,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
780,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
781,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
782,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
783,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
784,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
785,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
786,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
787,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
788,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
789,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
790,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
791,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
792,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
793,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
794,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
795,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
796,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
797,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
798,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
799,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
800,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
801,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
802,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
803,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
804,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
805,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
806,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
807,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
808,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
809,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
810,Forest,Wetland,Water,NULL,Water,NULL,NULL,Bareland
811,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
812,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
813,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
814,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
815,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
816,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
817,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
818,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
819,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
820,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
821,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
822,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
823,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
824,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
825,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
826,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
827,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
828,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
829,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
830,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
831,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
832,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
833,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
834,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
835,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
836,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
837,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
838,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
839,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
840,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
841,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
842,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
843,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
844,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
845,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
846,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
847,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
848,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
849,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
850,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
851,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
852,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
853,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
854,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
855,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
856,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
857,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
858,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
859,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
860,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
861,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
862,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
863,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
864,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
865,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
866,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
867,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
868,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
869,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
870,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
871,Forest,Water,Water,NULL,Water,NULL,NULL,Water
872,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
873,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
874,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
875,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
876,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
877,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
878,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
879,Forest,Water,Water,Water,Water,NULL,NULL,Water
880,Forest,Water,Water,Water,Water,NULL,NULL,Forest
881,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
882,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
883,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
884,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
885,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
886,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
887,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
888,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
889,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
890,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
891,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
892,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
893,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
894,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
895,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
896,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
897,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
898,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
899,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
900,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
901,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
902,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
903,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
904,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
905,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
906,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
907,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
908,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
909,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
910,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
911,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
912,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
913,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
914,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
915,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
916,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
917,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
918,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
919,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
920,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
921,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
922,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
923,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
924,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
925,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
926,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
927,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
928,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
929,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
930,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
931,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
932,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
933,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
934,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
935,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
936,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
937,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
938,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
939,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
940,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
941,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
942,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
943,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
944,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
945,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
946,Forest,Forest,Water,Water,Water,NULL,NULL,Water
947,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
948,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
949,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
950,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
951,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
952,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
953,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
954,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
955,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
956,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
957,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
958,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
959,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
960,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
961,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
