Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWQ_M_R
1047,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1048,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1049,Wetland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1050,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1052,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1053,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1054,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1055,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1056,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1057,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1058,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1059,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1060,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1061,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1062,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1063,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1064,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1065,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1066,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1067,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1068,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1069,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1070,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1071,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1072,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1073,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1074,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1075,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1077,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1078,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1079,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1080,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1081,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1082,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1083,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1084,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1085,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1086,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1087,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1088,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1089,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1090,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1091,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1092,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1093,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1094,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1095,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1096,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1097,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1098,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1099,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1100,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1101,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1102,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1103,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1104,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1105,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1106,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1107,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1108,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1109,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1110,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1111,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1112,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1113,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1114,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1115,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1116,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1117,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1118,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1119,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1120,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1121,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1122,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1123,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1124,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1125,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1126,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1127,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1128,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1129,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1130,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1131,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1132,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1133,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1134,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1135,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1136,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1137,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1138,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1139,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1140,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1141,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1142,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1143,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1144,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1145,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1146,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1147,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1148,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1149,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1150,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1151,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1152,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1153,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1154,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1155,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1156,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1157,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1158,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1159,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1160,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1161,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1162,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1163,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1164,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1165,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1166,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1167,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1168,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1169,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1170,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1171,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1172,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1173,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1174,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1175,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1176,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1177,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1178,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1179,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1180,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1181,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1182,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1183,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1184,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1185,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1187,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1188,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1189,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1190,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1191,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1192,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1193,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1194,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1195,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1196,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1197,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1198,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1199,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1200,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1201,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1202,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1203,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1204,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1205,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1206,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1207,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1208,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1209,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1210,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1211,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1212,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1213,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1214,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1215,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1216,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1217,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1218,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1219,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1220,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1221,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1222,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1223,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1224,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1225,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1226,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1227,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1228,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1229,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1230,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1231,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1232,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1233,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1234,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1235,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1236,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1237,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1238,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1239,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1240,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1241,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1242,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1243,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1244,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1245,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1246,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1247,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1248,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1249,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1250,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1251,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1252,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1253,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1254,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1255,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1256,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1257,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1258,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1259,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1260,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1261,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1262,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1263,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1264,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1265,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1266,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1267,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1268,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1269,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1270,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1271,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1272,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1273,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1274,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1275,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1276,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1277,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1278,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1279,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1280,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1281,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1282,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1283,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1284,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1285,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1286,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1287,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1288,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1289,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1290,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1291,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1292,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1293,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1294,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1295,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1296,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1297,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1298,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1299,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1300,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1301,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1302,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1303,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1304,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1305,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1306,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1307,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1308,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1309,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1310,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1311,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1312,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1313,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1314,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1315,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1316,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1317,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1318,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1319,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1320,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1321,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1322,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1323,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1324,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1325,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1326,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1327,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1328,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1329,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1330,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1331,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1332,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Built-up
1333,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1334,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1335,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1336,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1337,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1338,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1339,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1340,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1341,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1342,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1343,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1344,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1345,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1346,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1347,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1348,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1349,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1350,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1351,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1352,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1353,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1354,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1355,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1356,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1357,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1358,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1359,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1360,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1361,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1362,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1363,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1364,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1365,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1366,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1367,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1368,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1369,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1370,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1371,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1372,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1373,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1374,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1376,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1377,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1378,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1379,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1380,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1381,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1382,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1383,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1384,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1385,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
