Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBU_M_R
1627,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1628,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1629,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1630,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1631,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1632,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1633,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1634,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1635,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1636,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
1637,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1638,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
1639,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1640,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1641,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1642,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1643,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1644,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1645,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1646,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1647,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
1648,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
1649,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1650,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
1651,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1652,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1653,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
1654,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1655,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1656,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1657,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1658,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
1659,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1660,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1661,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1662,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1663,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1664,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1665,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
1666,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1667,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1668,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1669,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1670,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1671,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1672,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1673,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1674,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1675,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
1676,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1677,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
1678,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1679,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
1680,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1681,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1682,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
1683,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1684,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1685,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
1686,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1687,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
1688,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1689,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1690,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1691,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1692,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1693,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1694,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1695,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1696,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1697,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
1698,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1699,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1700,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1701,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1702,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1703,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
1704,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1705,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
1706,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1707,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1708,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1709,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1710,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1711,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1712,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1713,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1714,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1715,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1716,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1717,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
1718,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
1719,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1720,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1721,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
1722,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1723,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1724,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1725,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1726,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1727,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1728,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1729,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1730,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1731,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1732,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1733,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1734,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1735,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1736,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1737,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1738,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1739,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1740,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1741,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1742,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1743,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
1744,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
1745,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1746,Water,Water,Water,NULL,Water,NULL,Water,Water
1747,Water,Water,Water,NULL,Water,NULL,Water,Forest
1748,Water,Water,Water,NULL,Water,NULL,Forest,Forest
1749,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
1750,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1751,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
1752,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
1753,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
1754,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1755,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
1756,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
1757,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1758,Water,Water,Water,NULL,Water,Wetland,Water,Water
1759,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1760,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
1761,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
1762,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
1763,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
1764,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
1765,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
1766,Water,Water,Water,NULL,Water,Bareland,Water,Water
1767,Water,Water,Water,NULL,Water,Bareland,Water,Forest
1768,Water,Water,Water,NULL,Water,Water,NULL,Water
1769,Water,Water,Water,NULL,Water,Water,NULL,Forest
1770,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
1771,Water,Water,Water,NULL,Water,Water,Grassland,Water
1772,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1773,Water,Water,Water,NULL,Water,Water,Wetland,Water
1774,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1775,Water,Water,Water,NULL,Water,Water,Water,Grassland
1776,Water,Water,Water,NULL,Water,Water,Water,Water
1777,Water,Water,Water,NULL,Water,Water,Water,Forest
1778,Water,Water,Water,NULL,Water,Water,Forest,Grassland
1779,Water,Water,Water,NULL,Water,Water,Forest,Water
1780,Water,Water,Water,NULL,Water,Water,Forest,Forest
1781,Water,Water,Water,NULL,Water,Forest,Water,Forest
1782,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1783,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1784,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Grassland
1785,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
1786,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
1787,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
1788,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1789,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1790,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1791,Water,Water,Water,Non_Water,Water,Water,Water,Water
1792,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1793,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1794,Water,Water,Water,Non_Water,Water,Forest,Grassland,Forest
1795,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1796,Water,Water,Water,Water,Water,NULL,Water,Water
1797,Water,Water,Water,Water,Water,NULL,Water,Forest
1798,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
1799,Water,Water,Water,Water,Water,Grassland,Grassland,Water
1800,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
1801,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1802,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1803,Water,Water,Water,Water,Water,Grassland,Water,Water
1804,Water,Water,Water,Water,Water,Grassland,Water,Forest
1805,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1806,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1807,Water,Water,Water,Water,Water,Wetland,Water,Water
1808,Water,Water,Water,Water,Water,Wetland,Water,Forest
1809,Water,Water,Water,Water,Water,Bareland,NULL,Grassland
1810,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
1811,Water,Water,Water,Water,Water,Bareland,Grassland,Bareland
1812,Water,Water,Water,Water,Water,Bareland,Grassland,Water
1813,Water,Water,Water,Water,Water,Bareland,Grassland,Forest
1814,Water,Water,Water,Water,Water,Bareland,Water,Grassland
1815,Water,Water,Water,Water,Water,Bareland,Water,Water
1816,Water,Water,Water,Water,Water,Bareland,Water,Forest
1817,Water,Water,Water,Water,Water,Water,NULL,Water
1818,Water,Water,Water,Water,Water,Water,NULL,Forest
1819,Water,Water,Water,Water,Water,Water,Grassland,Water
1820,Water,Water,Water,Water,Water,Water,Grassland,Forest
1821,Water,Water,Water,Water,Water,Water,Wetland,Water
1822,Water,Water,Water,Water,Water,Water,Wetland,Forest
1823,Water,Water,Water,Water,Water,Water,Water,Grassland
1824,Water,Water,Water,Water,Water,Water,Water,Bareland
1825,Water,Water,Water,Water,Water,Water,Water,Water
1826,Water,Water,Water,Water,Water,Water,Water,Forest
1827,Water,Water,Water,Water,Water,Water,Forest,Water
1828,Water,Water,Water,Water,Water,Water,Forest,Forest
1829,Water,Water,Water,Water,Water,Forest,Wetland,Forest
1830,Water,Water,Water,Water,Water,Forest,Water,Water
1831,Water,Water,Water,Water,Water,Forest,Water,Forest
1832,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1833,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1834,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1835,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1836,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1837,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1838,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1839,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1840,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1841,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1842,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1843,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1844,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1845,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1846,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1847,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1848,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1849,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
1850,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1851,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1852,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1853,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1854,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1855,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1856,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1857,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1858,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1859,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1860,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1861,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
1862,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
1863,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1864,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1865,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1866,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
1867,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1868,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1869,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1870,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1871,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1872,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1873,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1874,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1875,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1876,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1877,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1878,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1879,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1880,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1881,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1882,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1883,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1884,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1885,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1886,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1887,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1888,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Water
1889,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
1890,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
1891,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
1892,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
1893,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1894,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1895,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1896,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1897,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1898,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1899,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1900,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1901,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1902,Water,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
1903,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1904,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1905,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1906,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1907,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1908,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1909,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1910,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1911,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1912,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1913,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1914,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1915,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1916,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1917,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1918,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1919,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1920,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1921,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1922,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1923,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1924,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1925,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1926,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1927,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1928,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1929,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1930,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1931,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1932,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1933,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1934,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1935,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1936,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1937,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1938,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1939,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1940,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1941,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1942,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1943,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1944,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1945,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1946,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1947,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1948,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1949,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1950,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1951,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1952,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1953,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1954,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1955,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1956,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1957,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1958,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
1959,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1960,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1961,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1962,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1963,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1964,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1965,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1966,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1967,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1968,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1969,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1970,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1971,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1972,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
1973,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1974,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1975,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1976,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1977,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1978,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1979,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1980,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1981,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1982,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1983,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1984,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1985,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1986,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1987,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1988,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1989,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1990,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1991,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1992,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1993,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1994,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1995,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1996,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1997,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1998,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1999,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2000,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
