Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NVF_M_R
710,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
711,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
712,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
713,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
714,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
715,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
716,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
717,Water,Water,Water,NULL,Water,NULL,NULL,Water
718,Water,Water,Water,NULL,Water,NULL,NULL,Forest
719,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
720,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
721,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
722,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
723,Water,Water,Water,Water,Water,NULL,NULL,Grassland
724,Water,Water,Water,Water,Water,NULL,NULL,Wetland
725,Water,Water,Water,Water,Water,NULL,NULL,Bareland
726,Water,Water,Water,Water,Water,NULL,NULL,Water
727,Water,Water,Water,Water,Water,NULL,NULL,Forest
728,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
729,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
730,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
731,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
732,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
733,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
734,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
735,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
736,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
737,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
738,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
739,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
740,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
741,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
742,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
743,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
744,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
745,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
746,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
747,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
748,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
749,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
750,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
751,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
752,Water,Forest,Water,NULL,Water,NULL,NULL,Wetland
753,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
754,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
755,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
756,Water,Forest,Water,Water,Water,NULL,NULL,Water
757,Water,Forest,Water,Water,Water,NULL,NULL,Forest
758,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
759,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
760,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
761,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
762,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
763,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
764,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
765,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
766,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
767,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
768,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
769,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
770,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
771,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
772,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
773,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
774,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
775,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
776,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
777,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
778,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
779,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
780,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
781,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
782,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
783,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
784,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
785,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
787,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
788,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
789,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
790,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
791,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
792,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
793,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
794,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
795,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
796,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
797,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
798,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
799,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
800,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
801,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
802,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
803,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
804,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
805,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
806,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
807,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
808,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
809,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
810,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
811,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
812,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
813,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
814,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
815,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
816,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
817,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
818,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
819,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
820,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
821,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
822,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
823,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
824,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
825,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
826,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
827,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
828,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
829,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
830,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
831,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
832,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
833,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
834,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
835,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
836,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
837,Forest,NULL,Water,Water,Water,NULL,NULL,Water
838,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
839,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
840,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
841,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
842,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
843,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
844,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
845,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
846,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
847,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
848,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
849,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
850,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
851,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
852,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
853,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
854,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
855,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
856,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
857,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
858,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
859,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
860,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
861,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
862,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
863,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
864,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
865,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
866,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
867,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
868,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
869,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
870,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
871,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
872,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
873,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
874,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
875,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
876,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
877,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
878,Forest,Wetland,Water,NULL,Water,NULL,NULL,Bareland
879,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
880,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
881,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
882,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
883,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
884,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
885,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
886,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
887,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
888,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
889,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
890,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
891,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
892,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
893,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
894,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
895,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
896,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
897,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
898,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
899,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
900,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
901,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
902,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
903,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
904,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
905,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
906,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
907,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
908,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
909,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
910,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
911,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
912,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
913,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
914,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
915,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
916,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
917,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
918,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
919,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
920,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
921,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
922,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
923,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
924,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
925,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
926,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
927,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
928,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
929,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
930,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
931,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
932,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
933,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
934,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
935,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
936,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
937,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
938,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
939,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
940,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
941,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
942,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
943,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
944,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
945,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
946,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
947,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
948,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
949,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
950,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
951,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
952,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
953,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
954,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
955,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
956,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
957,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
958,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
959,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
960,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
961,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
962,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
963,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
964,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
965,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
966,Forest,Water,Water,NULL,Water,NULL,NULL,Water
967,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
968,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
969,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
970,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
971,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
972,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
973,Forest,Water,Water,Water,Water,NULL,NULL,Water
974,Forest,Water,Water,Water,Water,NULL,NULL,Forest
975,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
976,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
977,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
978,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
979,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
980,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
981,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
982,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
983,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
984,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
985,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
986,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
987,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
988,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
989,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
990,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
991,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
992,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
993,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
994,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
995,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
996,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
997,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
998,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
999,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1000,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1001,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1002,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1003,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1004,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1006,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1007,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1008,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1009,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1010,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1011,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1012,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1013,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1014,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1015,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1016,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1017,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1018,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1019,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1020,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1021,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1022,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1023,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1024,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1025,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1027,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1028,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1029,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1030,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1032,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1033,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1034,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1035,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1036,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1037,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1038,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1039,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1040,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1041,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1042,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1043,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1044,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1045,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1046,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1047,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1048,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1049,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1050,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1051,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1053,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1054,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1055,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1056,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1057,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1058,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1059,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1060,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1061,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1062,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1063,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1064,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
