Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVH_M_R
1297,Wetland,Water,Forest,Water,Non_Wetland,Bareland
1298,Wetland,Water,Forest,Water,Non_Wetland,Water
1299,Wetland,Water,Forest,Water,Non_Wetland,Forest
1300,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1301,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1302,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1303,Wetland,Forest,Wetland,NULL,Wetland,Forest
1304,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1305,Wetland,Forest,Wetland,Water,Wetland,Grassland
1306,Wetland,Forest,Wetland,Water,Wetland,Water
1307,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1308,Wetland,Forest,Water,Water,Water,Grassland
1309,Wetland,Forest,Water,Water,Water,Forest
1310,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1311,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1312,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1313,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1314,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1315,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1316,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1317,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1318,Bareland,NULL,NULL,NULL,Non_Wetland,Water
1319,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1320,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1321,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1322,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water
1323,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
1324,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1325,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1326,Bareland,NULL,NULL,Water,Non_Wetland,Forest
1327,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1328,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1329,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1330,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1331,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1332,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1333,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1334,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1335,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1336,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1337,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1338,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1339,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1340,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1341,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1342,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1343,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1344,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1345,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1346,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1347,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1348,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1349,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1350,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1351,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1352,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1353,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1354,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1355,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1356,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1357,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1358,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1359,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1360,Bareland,NULL,Wetland,NULL,Wetland,Forest
1361,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1362,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1363,Bareland,NULL,Wetland,Water,Wetland,Grassland
1364,Bareland,NULL,Wetland,Water,Wetland,Bareland
1365,Bareland,NULL,Wetland,Water,Wetland,Water
1366,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1367,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1368,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1369,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1370,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1371,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1372,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1373,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1374,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1375,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1376,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1377,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1378,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1379,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1380,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1381,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1382,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1383,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1384,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
1385,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1386,Bareland,NULL,Water,NULL,Water,Grassland
1387,Bareland,NULL,Water,NULL,Water,Bareland
1388,Bareland,NULL,Water,NULL,Water,Water
1389,Bareland,NULL,Water,NULL,Water,Forest
1390,Bareland,NULL,Water,Non_Water,Water,Grassland
1391,Bareland,NULL,Water,Non_Water,Water,Cropland
1392,Bareland,NULL,Water,Non_Water,Water,Bareland
1393,Bareland,NULL,Water,Non_Water,Water,Water
1394,Bareland,NULL,Water,Non_Water,Water,Forest
1395,Bareland,NULL,Water,Water,Water,Grassland
1396,Bareland,NULL,Water,Water,Water,Bareland
1397,Bareland,NULL,Water,Water,Water,Built-up
1398,Bareland,NULL,Water,Water,Water,Water
1399,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1400,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1401,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1402,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1403,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1404,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1405,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1406,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1407,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1408,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1409,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1410,Bareland,NULL,Forest,Water,Non_Wetland,Water
1411,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1412,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1413,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1414,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1415,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1416,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland
1417,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1418,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1419,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1420,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1421,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1422,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1423,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1424,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1425,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1426,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1427,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1428,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1429,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1430,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1431,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1432,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1433,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1434,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1435,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1436,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1437,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1438,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1439,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1440,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland
1441,Bareland,Cropland,Wetland,Water,Wetland,Grassland
1442,Bareland,Cropland,Wetland,Water,Wetland,Bareland
1443,Bareland,Cropland,Wetland,Water,Wetland,Water
1444,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1445,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1446,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1447,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1448,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1449,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1450,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1451,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1452,Bareland,Cropland,Water,NULL,Water,Grassland
1453,Bareland,Cropland,Water,NULL,Water,Bareland
1454,Bareland,Cropland,Water,NULL,Water,Water
1455,Bareland,Cropland,Water,NULL,Water,Forest
1456,Bareland,Cropland,Water,Non_Water,Water,Grassland
1457,Bareland,Cropland,Water,Non_Water,Water,Forest
1458,Bareland,Cropland,Water,Water,Water,Grassland
1459,Bareland,Cropland,Water,Water,Water,Water
1460,Bareland,Cropland,Water,Water,Water,Forest
1461,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1462,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1463,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1464,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1465,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1466,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1467,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
1468,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
1469,Bareland,Cropland,Forest,Water,Non_Wetland,Water
1470,Bareland,Cropland,Forest,Water,Non_Wetland,Forest
1471,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1472,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1473,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1474,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1475,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1476,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1477,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1478,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1479,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1480,Bareland,Wetland,Wetland,Water,Wetland,Water
1481,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1482,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1483,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1484,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1485,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
1486,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1487,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
1488,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1489,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1490,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1491,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
1492,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
1493,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1494,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Cropland
1495,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Forest
1496,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland
1497,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1498,Bareland,Bareland,NULL,Water,Non_Wetland,Water
1499,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1500,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1501,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1502,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1503,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1504,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1505,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1506,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1507,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1508,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1509,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1510,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1511,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1512,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1513,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1514,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1515,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1516,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1517,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1518,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1519,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1520,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1521,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1522,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1523,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1524,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1525,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1526,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1527,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1528,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1529,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1530,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1531,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1532,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1533,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1534,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1535,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1536,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1537,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1538,Bareland,Bareland,Wetland,NULL,Wetland,Water
1539,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1540,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1541,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1542,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1543,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1544,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1545,Bareland,Bareland,Wetland,Water,Wetland,Water
1546,Bareland,Bareland,Wetland,Water,Wetland,Forest
1547,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1548,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1549,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1550,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1551,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1552,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1553,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1554,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1555,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1556,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1557,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1558,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1559,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1560,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1561,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1562,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1563,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1564,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1565,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
1566,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1567,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
1568,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1569,Bareland,Bareland,Built-up,Water,Non_Wetland,Forest
1570,Bareland,Bareland,Water,NULL,Water,Grassland
1571,Bareland,Bareland,Water,NULL,Water,Bareland
1572,Bareland,Bareland,Water,NULL,Water,Water
1573,Bareland,Bareland,Water,NULL,Water,Forest
1574,Bareland,Bareland,Water,Non_Water,Water,Grassland
1575,Bareland,Bareland,Water,Non_Water,Water,Bareland
1576,Bareland,Bareland,Water,Non_Water,Water,Water
1577,Bareland,Bareland,Water,Non_Water,Water,Forest
1578,Bareland,Bareland,Water,Water,Water,Grassland
1579,Bareland,Bareland,Water,Water,Water,Cropland
1580,Bareland,Bareland,Water,Water,Water,Bareland
1581,Bareland,Bareland,Water,Water,Water,Built-up
1582,Bareland,Bareland,Water,Water,Water,Water
1583,Bareland,Bareland,Water,Water,Water,Forest
1584,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1585,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1586,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1587,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1588,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1589,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1590,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Cropland
1591,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1592,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1593,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1594,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1595,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1596,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1597,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1598,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1599,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1600,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Grassland
1601,Bareland,Built-up,NULL,Water,Non_Wetland,Bareland
1602,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1603,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1604,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1605,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1606,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1607,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1608,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1609,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1610,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1611,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1612,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1613,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1614,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1615,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1616,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland
1617,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
1618,Bareland,Built-up,Wetland,NULL,Wetland,Forest
1619,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland
1620,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1621,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1622,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1623,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1624,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1625,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water
1626,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1627,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1628,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1629,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1630,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1631,Bareland,Built-up,Water,NULL,Water,Grassland
1632,Bareland,Built-up,Water,NULL,Water,Bareland
1633,Bareland,Built-up,Water,Non_Water,Water,Bareland
1634,Bareland,Built-up,Water,Water,Water,Grassland
1635,Bareland,Built-up,Water,Water,Water,Bareland
1636,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1637,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1638,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1639,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1640,Bareland,Built-up,Forest,Water,Non_Wetland,Grassland
1641,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1642,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1643,Bareland,Water,NULL,NULL,Non_Wetland,Water
1644,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1645,Bareland,Water,NULL,Non_Water,Non_Wetland,Grassland
1646,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
1647,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
1648,Bareland,Water,NULL,Non_Water,Non_Wetland,Forest
1649,Bareland,Water,NULL,Water,Non_Wetland,Grassland
1650,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1651,Bareland,Water,NULL,Water,Non_Wetland,Water
1652,Bareland,Water,NULL,Water,Non_Wetland,Forest
1653,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1654,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1655,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1656,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1657,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1658,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1659,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1660,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1661,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1662,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1663,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1664,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1665,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1666,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1667,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1668,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1669,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1670,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1671,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1672,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1673,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1674,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1675,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1676,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1677,Bareland,Water,Grassland,Water,Non_Wetland,Water
1678,Bareland,Water,Grassland,Water,Non_Wetland,Forest
1679,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1680,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1681,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1682,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1683,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1684,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1685,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1686,Bareland,Water,Cropland,Water,Non_Wetland,Water
1687,Bareland,Water,Wetland,NULL,Wetland,Grassland
1688,Bareland,Water,Wetland,NULL,Wetland,Bareland
1689,Bareland,Water,Wetland,NULL,Wetland,Water
1690,Bareland,Water,Wetland,NULL,Wetland,Forest
1691,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1692,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1693,Bareland,Water,Wetland,Non_Water,Wetland,Water
1694,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1695,Bareland,Water,Wetland,Water,Wetland,Grassland
1696,Bareland,Water,Wetland,Water,Wetland,Bareland
1697,Bareland,Water,Wetland,Water,Wetland,Water
1698,Bareland,Water,Wetland,Water,Wetland,Forest
1699,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1700,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1701,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1702,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1703,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1704,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1705,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1706,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1707,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1708,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1709,Bareland,Water,Bareland,Water,Non_Wetland,Water
1710,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1711,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1712,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1713,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1714,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1715,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
