Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R
14302,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
14303,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
14304,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
14305,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
14306,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
14307,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
14308,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
14309,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
14310,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
14311,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
14312,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
14313,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
14314,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14315,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14316,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14317,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14318,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
14319,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14320,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
14321,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
14322,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
14323,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
14324,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
14325,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
14326,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
14327,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14328,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
14329,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
14330,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
14331,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14332,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14333,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
14334,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
14335,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
14336,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
14337,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
14338,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
14339,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
14340,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
14341,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
14342,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
14343,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
14344,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
14345,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
14346,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
14347,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
14348,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
14349,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
14350,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
14351,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
14352,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
14353,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
14354,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
14355,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
14356,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
14357,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
14358,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
14359,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
14360,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
14361,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
14362,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
14363,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
14364,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
14365,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
14366,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
14367,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
14368,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
14369,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,NULL
14370,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
14371,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
14372,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
14373,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14374,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
14375,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
14376,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14377,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
14378,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
14379,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
14380,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
14381,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
14382,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
14383,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
14384,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14385,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14386,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
14387,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
14388,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14389,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
14390,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14391,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14392,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
14393,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
14394,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
14395,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
14396,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
14397,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14398,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
14399,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
14400,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
14401,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Grassland
14402,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
14403,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
14404,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
14405,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14406,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14407,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14408,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
14409,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
14410,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
14411,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Forest,Grassland
14412,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Forest,Forest
14413,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
14414,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
14415,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
14416,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
14417,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
14418,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
14419,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
14420,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14421,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
14422,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
14423,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
14424,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
14425,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14426,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
14427,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
14428,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14429,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
14430,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
14431,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
14432,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
14433,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
14434,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
14435,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
14436,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
14437,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
14438,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
14439,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
14440,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
14441,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
14442,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
14443,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
14444,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14445,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Forest,NULL
14446,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
14447,Forest,Wetland,Grassland,Water,Non_Wetland,Forest,Forest,Forest
14448,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
14449,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
14450,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
14451,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
14452,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
14453,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
14454,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
14455,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
14456,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
14457,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
14458,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
14459,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
14460,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
14461,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
14462,Forest,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Forest
14463,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
14464,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
14465,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Grassland
14466,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
14467,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
14468,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
14469,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Bareland,Grassland
14470,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
14471,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
14472,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,NULL
14473,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
14474,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
14475,Forest,Wetland,Wetland,Water,Wetland,Grassland,Forest,Grassland
14476,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
14477,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
14478,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
14479,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
14480,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest,Forest,Forest
14481,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
14482,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest,Built-up
14483,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14484,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
14485,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
14486,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
14487,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
14488,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
14489,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
14490,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
14491,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,NULL
14492,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
14493,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
14494,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,NULL,Forest
14495,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Forest,Grassland
14496,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Forest,Forest
14497,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
14498,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Water,Forest
14499,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
14500,Forest,Wetland,Water,NULL,Water,Forest,Bareland,Forest
14501,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
14502,Forest,Wetland,Water,NULL,Water,Forest,Forest,Wetland
14503,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
14504,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Grassland
14505,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
14506,Forest,Wetland,Water,Water,Water,Forest,Grassland,Wetland
14507,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
14508,Forest,Wetland,Water,Water,Water,Forest,Forest,Grassland
14509,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
14510,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14511,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
14512,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14513,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
14514,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
14515,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Wetland
14516,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
14517,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
14518,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
14519,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
14520,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
14521,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
14522,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14523,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
14524,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
14525,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
14526,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
14527,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
14528,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14529,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
14530,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
14531,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
14532,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
14533,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,NULL
14534,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
14535,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
14536,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
14537,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
14538,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
14539,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
14540,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
14541,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
14542,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
14543,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
14544,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
14545,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
14546,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14547,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
14548,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
14549,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
14550,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
14551,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
14552,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
14553,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Wetland
14554,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
14555,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
14556,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
14557,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
14558,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
14559,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
14560,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
14561,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
14562,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14563,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
14564,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
14565,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
14566,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
14567,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
14568,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14569,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
14570,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14571,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
14572,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
14573,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
14574,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
14575,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
14576,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
14577,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
14578,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
14579,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,NULL,NULL
14580,Forest,Wetland,Forest,Water,Non_Wetland,Forest,NULL,Forest
14581,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Grassland
14582,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
14583,Forest,Bareland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
14584,Forest,Bareland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14585,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
14586,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
14587,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
14588,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
14589,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14590,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14591,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
14592,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
14593,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14594,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
14595,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,NULL
14596,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14597,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14598,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14599,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14600,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14601,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
14602,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14603,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
14604,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
14605,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
14606,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14607,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
14608,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
14609,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
14610,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
14611,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
14612,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
14613,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
14614,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14615,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14616,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
14617,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14618,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
14619,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
14620,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14621,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
14622,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
14623,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
14624,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
14625,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
14626,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
14627,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
14628,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
14629,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
14630,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
