Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NUF_M_R
877,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
878,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
879,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
880,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
881,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
882,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
883,Cropland,Water,Grassland,Non_Water,Non_Wetland,Water
884,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
885,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
886,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
887,Cropland,Water,Wetland,NULL,Wetland,Forest
888,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
889,Cropland,Water,Wetland,Non_Water,Wetland,Water
890,Cropland,Water,Wetland,Non_Water,Wetland,Forest
891,Cropland,Water,Wetland,Water,Wetland,Grassland
892,Cropland,Water,Wetland,Water,Wetland,Bareland
893,Cropland,Water,Wetland,Water,Wetland,Water
894,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
895,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
896,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
897,Cropland,Water,Bareland,Water,Non_Wetland,Water
898,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
899,Cropland,Water,Water,NULL,Water,Forest
900,Cropland,Water,Water,Water,Water,Grassland
901,Cropland,Water,Water,Water,Water,Water
902,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
903,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
904,Cropland,Water,Forest,NULL,Non_Wetland,Water
905,Cropland,Water,Forest,NULL,Non_Wetland,Forest
906,Cropland,Water,Forest,Non_Water,Non_Wetland,Bareland
907,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
908,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
909,Cropland,Water,Forest,Water,Non_Wetland,Water
910,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
911,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
912,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
913,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
914,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water
915,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
916,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
917,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
918,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Water
919,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
920,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
921,Cropland,Forest,Shrubland,Water,Non_Wetland,Bareland
922,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
923,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
924,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
925,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
926,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
927,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
928,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
929,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Water
930,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
931,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland
932,Cropland,Forest,Grassland,Water,Non_Wetland,Bareland
933,Cropland,Forest,Grassland,Water,Non_Wetland,Water
934,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
935,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
936,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
937,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Water
938,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
939,Cropland,Forest,Wetland,NULL,Wetland,Bareland
940,Cropland,Forest,Wetland,NULL,Wetland,Forest
941,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
942,Cropland,Forest,Wetland,Water,Wetland,Water
943,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
944,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
945,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
946,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
947,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Water
948,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
949,Cropland,Forest,Bareland,Water,Non_Wetland,Bareland
950,Cropland,Forest,Bareland,Water,Non_Wetland,Water
951,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
952,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
953,Cropland,Forest,Water,Non_Water,Water,Grassland
954,Cropland,Forest,Water,Non_Water,Water,Water
955,Cropland,Forest,Water,Non_Water,Water,Forest
956,Cropland,Forest,Water,Water,Water,Grassland
957,Cropland,Forest,Water,Water,Water,Water
958,Cropland,Forest,Water,Water,Water,Forest
959,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
960,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
961,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
962,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
963,Cropland,Forest,Forest,Non_Water,Non_Wetland,Bareland
964,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
965,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
966,Cropland,Forest,Forest,Water,Non_Wetland,Bareland
967,Cropland,Forest,Forest,Water,Non_Wetland,Water
968,Cropland,Forest,Forest,Water,Non_Wetland,Forest
969,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
970,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
971,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
972,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
973,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
974,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
975,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
976,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
977,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
978,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
979,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
980,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
981,Wetland,NULL,Grassland,Water,Non_Wetland,Water
982,Wetland,NULL,Wetland,Non_Water,Wetland,Water
983,Wetland,NULL,Wetland,Water,Wetland,Grassland
984,Wetland,NULL,Wetland,Water,Wetland,Water
985,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
986,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
987,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
988,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
989,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
990,Wetland,NULL,Water,Non_Water,Water,Grassland
991,Wetland,NULL,Water,Non_Water,Water,Bareland
992,Wetland,NULL,Water,Non_Water,Water,Water
993,Wetland,NULL,Water,Water,Water,Grassland
994,Wetland,NULL,Water,Water,Water,Water
995,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
996,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
997,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
998,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland
999,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1000,Wetland,NULL,Forest,Water,Non_Wetland,Water
1001,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1002,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1003,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1004,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1005,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1006,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1007,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1008,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1009,Wetland,Wetland,Wetland,NULL,Wetland,Water
1010,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1011,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1012,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1013,Wetland,Wetland,Wetland,Water,Wetland,Water
1014,Wetland,Wetland,Water,NULL,Water,Water
1015,Wetland,Wetland,Water,Water,Water,Grassland
1016,Wetland,Wetland,Water,Water,Water,Water
1017,Wetland,Wetland,Water,Water,Water,Forest
1018,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1019,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1020,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1021,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1022,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1023,Wetland,Bareland,Water,Water,Water,Bareland
1024,Wetland,Bareland,Water,Water,Water,Water
1025,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1026,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1027,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1028,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1029,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1030,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1031,Wetland,Water,Grassland,Water,Non_Wetland,Water
1032,Wetland,Water,Grassland,Water,Non_Wetland,Forest
1033,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
1034,Wetland,Water,Wetland,NULL,Wetland,Grassland
1035,Wetland,Water,Wetland,NULL,Wetland,Water
1036,Wetland,Water,Wetland,NULL,Wetland,Forest
1037,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1038,Wetland,Water,Wetland,Water,Wetland,Grassland
1039,Wetland,Water,Wetland,Water,Wetland,Water
1040,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1041,Wetland,Water,Water,NULL,Water,Grassland
1042,Wetland,Water,Water,NULL,Water,Water
1043,Wetland,Water,Water,NULL,Water,Forest
1044,Wetland,Water,Water,Water,Water,Grassland
1045,Wetland,Water,Water,Water,Water,Water
1046,Wetland,Water,Water,Water,Water,Forest
1047,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1048,Wetland,Water,Forest,NULL,Non_Wetland,Water
1049,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1050,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1051,Wetland,Forest,Water,Water,Water,Grassland
1052,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1053,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1054,Wetland,Forest,Forest,Water,Non_Wetland,Water
1055,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1056,Bareland,NULL,NULL,NULL,Non_Wetland,Water
1057,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1058,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1059,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1060,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1061,Bareland,NULL,NULL,Water,Non_Wetland,Water
1062,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1063,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1064,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1065,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1066,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1067,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1068,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1069,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1070,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1071,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1072,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1073,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1074,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1075,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1076,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1077,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1078,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1079,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1080,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1081,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1082,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1083,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1084,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1085,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1086,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1087,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1088,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1089,Bareland,NULL,Wetland,NULL,Wetland,Water
1090,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1091,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1092,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1093,Bareland,NULL,Wetland,Water,Wetland,Grassland
1094,Bareland,NULL,Wetland,Water,Wetland,Bareland
1095,Bareland,NULL,Wetland,Water,Wetland,Water
1096,Bareland,NULL,Wetland,Water,Wetland,Forest
1097,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1098,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1099,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1100,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1101,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1102,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1103,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1104,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1105,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1106,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1107,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1108,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1109,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1110,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1111,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1112,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1113,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1114,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1115,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
1116,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1117,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1118,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1119,Bareland,NULL,Built-up,Water,Non_Wetland,Forest
1120,Bareland,NULL,Water,NULL,Water,Grassland
1121,Bareland,NULL,Water,NULL,Water,Bareland
1122,Bareland,NULL,Water,NULL,Water,Water
1123,Bareland,NULL,Water,Non_Water,Water,Grassland
1124,Bareland,NULL,Water,Non_Water,Water,Bareland
1125,Bareland,NULL,Water,Non_Water,Water,Water
1126,Bareland,NULL,Water,Water,Water,Grassland
1127,Bareland,NULL,Water,Water,Water,Bareland
1128,Bareland,NULL,Water,Water,Water,Water
1129,Bareland,NULL,Water,Water,Water,Forest
1130,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1131,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1132,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1133,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1134,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1135,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1136,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1137,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1138,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1139,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1140,Bareland,NULL,Forest,Water,Non_Wetland,Water
1141,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1142,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1143,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1144,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1145,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1146,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
1147,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1148,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1149,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1150,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1151,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1152,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1153,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1154,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1155,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1156,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
1157,Bareland,Cropland,Wetland,Water,Wetland,Water
1158,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1159,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1160,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1161,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1162,Bareland,Cropland,Forest,NULL,Non_Wetland,Water
1163,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1164,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1165,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Water
1166,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
1167,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
1168,Bareland,Cropland,Forest,Water,Non_Wetland,Water
1169,Bareland,Wetland,Wetland,Water,Wetland,Water
1170,Bareland,Wetland,Water,Water,Water,Water
1171,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1172,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1173,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
1174,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
1175,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1176,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1177,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water
1178,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland
1179,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1180,Bareland,Bareland,NULL,Water,Non_Wetland,Water
1181,Bareland,Bareland,NULL,Water,Non_Wetland,Forest
1182,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1183,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1184,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1185,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1186,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1187,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1188,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1189,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1190,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1191,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1192,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1193,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1194,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1195,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1196,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1197,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1198,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1199,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1200,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1201,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1202,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1203,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1204,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1205,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
1206,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1207,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1208,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1209,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1210,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1211,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1212,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1213,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1214,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1215,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1216,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1217,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1218,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1219,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1220,Bareland,Bareland,Wetland,NULL,Wetland,Water
1221,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1222,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1223,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1224,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1225,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1226,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1227,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1228,Bareland,Bareland,Wetland,Water,Wetland,Water
1229,Bareland,Bareland,Wetland,Water,Wetland,Forest
1230,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1231,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1232,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1233,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1234,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1235,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1236,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1237,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1238,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1239,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1240,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1241,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1242,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1243,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1244,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1245,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1246,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1247,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1248,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1249,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Forest
1250,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1251,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1252,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
1253,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1254,Bareland,Bareland,Built-up,Water,Non_Wetland,Forest
1255,Bareland,Bareland,Water,NULL,Water,Grassland
1256,Bareland,Bareland,Water,NULL,Water,Bareland
1257,Bareland,Bareland,Water,NULL,Water,Water
1258,Bareland,Bareland,Water,NULL,Water,Forest
1259,Bareland,Bareland,Water,Non_Water,Water,Grassland
1260,Bareland,Bareland,Water,Non_Water,Water,Bareland
1261,Bareland,Bareland,Water,Non_Water,Water,Water
1262,Bareland,Bareland,Water,Non_Water,Water,Forest
1263,Bareland,Bareland,Water,Water,Water,Grassland
1264,Bareland,Bareland,Water,Water,Water,Bareland
1265,Bareland,Bareland,Water,Water,Water,Water
1266,Bareland,Bareland,Water,Water,Water,Forest
1267,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1268,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1269,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1270,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1271,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1272,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1273,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1274,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1275,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1276,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1277,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1278,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1279,Bareland,Built-up,NULL,Water,Non_Wetland,Grassland
1280,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1281,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1282,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1283,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1284,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1285,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1286,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1287,Bareland,Built-up,Shrubland,Water,Non_Wetland,Water
1288,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1289,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1290,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1291,Bareland,Built-up,Grassland,Water,Non_Wetland,Water
1292,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1293,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1294,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1295,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1296,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1297,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1298,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1299,Bareland,Built-up,Bareland,Water,Non_Wetland,Forest
1300,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1301,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1302,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
