Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLS_M_R
3793,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3794,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3795,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3796,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3797,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
3798,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3799,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3800,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
3801,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3802,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3803,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
3804,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3805,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3806,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
3807,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
3808,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
3809,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
3810,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3811,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3812,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3813,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3814,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3815,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
3816,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3817,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3818,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Forest
3819,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3820,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3821,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3822,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3823,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
3824,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3825,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
3826,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3827,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3828,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3829,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
3830,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3831,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3832,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3833,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3834,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3835,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3836,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3837,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3838,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3839,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
3840,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3841,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3842,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3843,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
3844,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
3845,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3846,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
3847,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3848,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3849,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3850,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3851,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3852,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
3853,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3854,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3855,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3856,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3857,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3858,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3859,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3860,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
3861,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3862,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
3863,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3864,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
3865,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3866,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3867,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3868,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3869,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3870,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3871,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3872,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3873,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3874,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3875,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3876,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3877,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
3878,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3879,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
3880,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
3881,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3882,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3883,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
3884,Forest,Water,NULL,Water,Non_Wetland,Built-up,Water,Forest
3885,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3886,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
3887,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
3888,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
3889,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3890,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3891,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
3892,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
3893,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
3894,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
3895,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3896,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3897,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3898,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
3899,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3900,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3901,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3902,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3903,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3904,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3905,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3906,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3907,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3908,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3909,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3910,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3911,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3912,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3913,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3914,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3915,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3916,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3917,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3918,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3919,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3920,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3921,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
3922,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3923,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
3924,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3925,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
3926,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3927,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3928,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3929,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3930,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3931,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
3932,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3933,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3934,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
3935,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
3936,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
3937,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
3938,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3939,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3940,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3941,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3942,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
3943,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
3944,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Water
3945,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
3946,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3947,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
3948,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3949,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
3950,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3951,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3952,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3953,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3954,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
3955,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3956,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
3957,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3958,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3959,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3960,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3961,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3962,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3963,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
3964,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3965,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3966,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
3967,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3968,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3969,Forest,Water,Grassland,NULL,Non_Wetland,Built-up,Water,Forest
3970,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
3971,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3972,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3973,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3974,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3975,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3976,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
3977,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
3978,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
3979,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
3980,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3981,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
3982,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3983,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3984,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3985,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
3986,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3987,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
3988,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
3989,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3990,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3991,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3992,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3993,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3994,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3995,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
3996,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3997,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3998,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3999,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4000,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4001,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
4002,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4003,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
4004,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4005,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
4006,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4007,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Grassland
4008,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
4009,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
4010,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4011,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
4012,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4013,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Water
4014,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
4015,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
4016,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4017,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4018,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
4019,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
4020,Forest,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
4021,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4022,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4023,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4024,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4025,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4026,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4027,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4028,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4029,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
4030,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
4031,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4032,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4033,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
4034,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4035,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4036,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
4037,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4038,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
4039,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4040,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4041,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4042,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4043,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4044,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4045,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4046,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4047,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4048,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4049,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4050,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4051,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4052,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
4053,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4054,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4055,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4056,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4057,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4058,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4059,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
4060,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4061,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4062,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4063,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4064,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4065,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4066,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4067,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4068,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4069,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4070,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4071,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4072,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4073,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4074,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4075,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4076,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4077,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4078,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4079,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4080,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4081,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
4082,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
4083,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4084,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4085,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4086,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4087,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
4088,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4089,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4090,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4091,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4092,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4093,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4094,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4095,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
4096,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
4097,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4098,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4099,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
4100,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4101,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4102,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4103,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4104,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
4105,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4106,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
4107,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
4108,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
4109,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
4110,Forest,Water,Wetland,Water,Wetland,Built-up,Wetland,Grassland
4111,Forest,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
4112,Forest,Water,Wetland,Water,Wetland,Built-up,Water,Water
4113,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4114,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
4115,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4116,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Water
4117,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
4118,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
4119,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
4120,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
4121,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4122,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4123,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4124,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4125,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4126,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4127,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4128,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
4129,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4130,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
4131,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4132,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4133,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4134,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
4135,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4136,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
4137,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4138,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4139,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4140,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
4141,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4142,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
4143,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4144,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4145,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
