Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTS_M_R
1040,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1041,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1042,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
1043,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1044,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1045,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1046,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1047,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1048,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1049,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1050,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1051,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1052,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1053,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1054,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
1055,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1056,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
1057,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1058,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1059,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1060,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1061,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1062,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1063,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1064,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1065,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1066,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1067,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1068,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1069,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1070,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1071,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1072,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1073,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1074,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1075,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1076,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1077,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1078,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1079,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1080,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1081,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
