Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCH_M_R
702,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
703,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
704,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
705,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
706,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
707,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
708,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
709,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
710,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
711,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
712,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
713,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
714,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
715,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
716,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
717,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
718,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
719,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
720,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
721,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
722,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
723,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
724,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
725,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
726,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
727,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
728,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
729,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
730,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
731,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
732,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
733,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
734,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
735,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
736,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
737,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
738,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
739,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
740,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
741,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
742,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
743,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
744,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
745,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
746,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
747,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
748,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
749,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
750,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
751,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
752,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
753,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
754,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
755,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
756,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
757,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
758,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
759,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
760,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Bareland
761,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
762,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
763,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
764,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
765,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
766,Water,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Water
767,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Grassland
768,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Bareland
769,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
770,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Forest
771,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
772,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
773,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
774,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
775,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
776,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
777,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
778,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
779,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
780,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
781,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
782,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
783,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
784,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
785,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
786,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Forest
787,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
788,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Bareland
789,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
790,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
791,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
792,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
793,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
794,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
795,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
796,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
797,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
798,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
799,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
800,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
801,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
802,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
803,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
804,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
805,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
806,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
807,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
808,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
809,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
810,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
811,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
812,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
813,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
814,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
815,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
816,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
817,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
818,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
819,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
820,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
821,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
822,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
823,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
824,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
825,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
826,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
827,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
828,Water,Water,Wetland,Water,Wetland,Water,Water,Water
829,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
830,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
831,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
832,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
833,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
834,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
835,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
836,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
837,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
838,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
839,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
840,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
841,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
842,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
843,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
844,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
845,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
846,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
847,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
848,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
849,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
850,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
851,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
852,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
853,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
854,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
855,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
856,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
857,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
858,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
859,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
860,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
861,Water,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
862,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
863,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
864,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
865,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
866,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
867,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
868,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
869,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
870,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
871,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
872,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
873,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
874,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
875,Water,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
876,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
877,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
878,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
879,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
880,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
881,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
882,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
883,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Water
884,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
885,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Forest
886,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
887,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
888,Water,Water,Water,NULL,Water,NULL,NULL,Water
889,Water,Water,Water,NULL,Water,NULL,NULL,Forest
890,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
891,Water,Water,Water,NULL,Water,Grassland,Water,Water
892,Water,Water,Water,NULL,Water,Grassland,Water,Forest
893,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
894,Water,Water,Water,NULL,Water,Bareland,NULL,Water
895,Water,Water,Water,NULL,Water,Water,NULL,Water
896,Water,Water,Water,NULL,Water,Water,NULL,Forest
897,Water,Water,Water,NULL,Water,Water,Water,Bareland
898,Water,Water,Water,NULL,Water,Water,Water,Water
899,Water,Water,Water,NULL,Water,Water,Water,Forest
900,Water,Water,Water,NULL,Water,Water,Forest,Water
901,Water,Water,Water,NULL,Water,Water,Forest,Forest
902,Water,Water,Water,NULL,Water,Forest,NULL,Water
903,Water,Water,Water,NULL,Water,Forest,NULL,Forest
904,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
905,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
906,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
907,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
908,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
909,Water,Water,Water,Non_Water,Water,Water,NULL,Water
910,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
911,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
912,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
913,Water,Water,Water,Non_Water,Water,Water,Water,Water
914,Water,Water,Water,Non_Water,Water,Water,Water,Forest
915,Water,Water,Water,Non_Water,Water,Water,Forest,Water
916,Water,Water,Water,Water,Water,NULL,NULL,Grassland
917,Water,Water,Water,Water,Water,NULL,NULL,Wetland
918,Water,Water,Water,Water,Water,NULL,NULL,Bareland
919,Water,Water,Water,Water,Water,NULL,NULL,Water
920,Water,Water,Water,Water,Water,NULL,NULL,Forest
921,Water,Water,Water,Water,Water,Water,NULL,Grassland
922,Water,Water,Water,Water,Water,Water,NULL,Water
923,Water,Water,Water,Water,Water,Water,NULL,Forest
924,Water,Water,Water,Water,Water,Water,Wetland,Water
925,Water,Water,Water,Water,Water,Water,Water,Grassland
926,Water,Water,Water,Water,Water,Water,Water,Bareland
927,Water,Water,Water,Water,Water,Water,Water,Water
928,Water,Water,Water,Water,Water,Water,Water,Forest
929,Water,Water,Water,Water,Water,Water,Forest,Water
930,Water,Water,Water,Water,Water,Water,Forest,Forest
931,Water,Water,Water,Water,Water,Forest,NULL,Water
932,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
933,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
934,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
935,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
936,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
937,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
938,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
939,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
940,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
941,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
942,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
943,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
944,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
945,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
946,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
947,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
948,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
949,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
950,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
951,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
952,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
953,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
954,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
955,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
956,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
957,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
958,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
959,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
960,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
961,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
962,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
963,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
964,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
965,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
966,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
967,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
968,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
969,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
970,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
971,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
972,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
973,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
974,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
975,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Bareland
976,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
977,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
978,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
979,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
980,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
981,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
982,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
983,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
984,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
985,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
986,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
987,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
988,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Bareland
989,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
990,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
991,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Bareland
992,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
993,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
994,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
995,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
996,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
997,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
998,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
999,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
1000,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1001,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1002,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1003,Water,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
1004,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1005,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1006,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1007,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1008,Water,Forest,NULL,Water,Non_Wetland,Water,NULL,Bareland
1009,Water,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1010,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1011,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1012,Water,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1013,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1014,Water,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Forest
1015,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1016,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1017,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1018,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
1019,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1020,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1021,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1022,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1023,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1024,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1025,Water,Forest,Water,NULL,Water,Water,NULL,Water
1026,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1027,Water,Forest,Water,Water,Water,NULL,NULL,Water
1028,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1029,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1030,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1031,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1032,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1033,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1034,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1035,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1036,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1037,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1038,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1039,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1040,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1041,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1042,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1043,Water,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1044,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1045,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1046,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1047,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1048,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1049,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1050,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1051,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1052,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1053,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1054,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1055,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1056,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1057,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1058,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1059,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1060,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1061,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1062,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1063,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1064,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1065,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1066,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1067,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1068,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1069,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1070,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1071,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1072,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1074,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1075,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1076,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1077,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1078,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1079,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1080,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1081,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1082,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1083,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
