Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R
13413,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
13414,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
13415,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
13416,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
13417,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
13418,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Water
13419,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
13420,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
13421,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
13422,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Bareland
13423,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
13424,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
13425,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
13426,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
13427,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13428,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
13429,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13430,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13431,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13432,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13433,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13434,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13435,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
13436,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13437,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
13438,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
13439,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
13440,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
13441,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
13442,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13443,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13444,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13445,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13446,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
13447,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
13448,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
13449,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
13450,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
13451,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
13452,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
13453,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
13454,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
13455,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
13456,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
13457,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13458,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
13459,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
13460,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Water
13461,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
13462,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
13463,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
13464,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Water
13465,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
13466,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
13467,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13468,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
13469,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
13470,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
13471,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Water
13472,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13473,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13474,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
13475,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
13476,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13477,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
13478,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13479,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
13480,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
13481,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Built-up
13482,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
13483,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
13484,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
13485,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
13486,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
13487,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
13488,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
13489,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
13490,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
13491,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
13492,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
13493,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13494,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
13495,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13496,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
13497,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
13498,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13499,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
13500,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
13501,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13502,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
13503,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
13504,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
13505,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
13506,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Water
13507,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
13508,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
13509,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
13510,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
13511,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
13512,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
13513,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13514,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13515,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13516,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13517,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13518,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13519,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13520,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
13521,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13522,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13523,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
13524,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
13525,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13526,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
13527,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13528,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
13529,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
13530,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
13531,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Water
13532,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
13533,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13534,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
13535,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13536,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
13537,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
13538,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13539,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
13540,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
13541,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
13542,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
13543,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
13544,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
13545,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
13546,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
13547,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
13548,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
13549,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
13550,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
13551,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
13552,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Grassland
13553,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
13554,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
13555,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Water
13556,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Forest
13557,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
13558,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
13559,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
13560,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
13561,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Bareland
13562,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
13563,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
13564,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
13565,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Water
13566,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Forest
13567,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Forest,Grassland
13568,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
13569,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
13570,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
13571,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Bareland
13572,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Forest
13573,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
13574,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
13575,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
13576,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
13577,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
13578,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
13579,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
13580,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
13581,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
13582,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
13583,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
13584,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
13585,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
13586,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
13587,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
13588,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
13589,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
13590,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
13591,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
13592,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
13593,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
13594,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
13595,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
13596,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
13597,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
13598,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
13599,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
13600,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
13601,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
13602,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
13603,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Bareland
13604,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
13605,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
13606,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
13607,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
13608,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
13609,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
13610,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
13611,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
13612,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
13613,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
13614,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
13615,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
13616,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
13617,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
13618,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
13619,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
13620,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
13621,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
13622,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
13623,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
13624,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
13625,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
13626,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
13627,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
13628,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
13629,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
13630,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
13631,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
13632,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
13633,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
13634,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
13635,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
13636,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
13637,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
13638,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
13639,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
13640,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
13641,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
13642,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
13643,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
13644,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
13645,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
13646,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
13647,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
13648,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
13649,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
13650,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
13651,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
13652,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
13653,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
13654,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
13655,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
13656,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
13657,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
13658,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
13659,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
13660,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
13661,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
13662,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
13663,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
13664,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
13665,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
13666,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
13667,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
13668,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
13669,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
13670,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
13671,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,NULL
13672,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
13673,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Cropland
13674,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
13675,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Bareland
13676,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
13677,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
13678,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
13679,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
13680,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
13681,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
13682,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
13683,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
13684,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
13685,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Cropland
13686,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
13687,Forest,Forest,Wetland,Water,Wetland,Water,Water,Cropland
13688,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
13689,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
13690,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
13691,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
13692,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
13693,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
13694,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
13695,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
13696,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
13697,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
13698,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Grassland
13699,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
13700,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,NULL,Forest
13701,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Bareland,Forest
13702,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
13703,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
13704,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
13705,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
13706,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
13707,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
13708,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
13709,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
13710,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
13711,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13712,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
13713,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
13714,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
13715,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
13716,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
13717,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
13718,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13719,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
13720,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
13721,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
13722,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
13723,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
13724,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
13725,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
13726,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
13727,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
13728,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
13729,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
13730,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13731,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
13732,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
13733,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
13734,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
13735,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13736,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
13737,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13738,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13739,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
13740,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
13741,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
13742,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
13743,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
13744,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Grassland
13745,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Bareland
13746,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
13747,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
13748,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
13749,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
13750,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Water
13751,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
