Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NFF_M_R
7321,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7322,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
7323,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
7324,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
7325,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Bareland
7326,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
7327,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
7328,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
7329,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
7330,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
7331,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
7332,Water,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
7333,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
7334,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
7335,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
7336,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
7337,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
7338,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
7339,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
7340,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7341,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
7342,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Wetland
7343,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
7344,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
7345,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
7346,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
7347,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
7348,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
7349,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Water
7350,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Wetland
7351,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Wetland
7352,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Bareland
7353,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7354,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7355,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
7356,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
7357,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7358,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7359,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7360,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7361,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7362,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7363,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7364,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7365,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7366,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
7367,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7368,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7369,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
7370,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7371,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7372,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
7373,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7374,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
7375,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
7376,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7377,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7378,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
7379,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7380,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7381,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7382,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7383,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7384,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7385,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
7386,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7387,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7388,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7389,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
7390,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7391,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
7392,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
7393,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7394,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7395,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
7396,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7397,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
7398,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7399,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
7400,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
7401,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
7402,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
7403,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7404,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7405,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
7406,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
7407,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7408,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7409,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
7410,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7411,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7412,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
7413,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
7414,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
7415,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
7416,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
7417,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7418,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7419,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7420,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7421,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7422,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7423,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7424,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7425,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
7426,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7427,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
7428,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
7429,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
7430,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7431,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7432,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7433,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7434,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
7435,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
7436,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Bareland
7437,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
7438,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Bareland
7439,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Forest
7440,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
7441,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
7442,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
7443,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Bareland
7444,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
7445,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
7446,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Bareland
7447,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Water
7448,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Forest
7449,Water,Cropland,Wetland,Non_Water,NULL,NULL,NULL,Water
7450,Water,Cropland,Wetland,Non_Water,NULL,Grassland,NULL,Grassland
7451,Water,Cropland,Wetland,Non_Water,NULL,Grassland,NULL,Wetland
7452,Water,Cropland,Wetland,Non_Water,NULL,Grassland,NULL,Water
7453,Water,Cropland,Wetland,Non_Water,NULL,Grassland,Grassland,Grassland
7454,Water,Cropland,Wetland,Non_Water,NULL,Grassland,Water,Grassland
7455,Water,Cropland,Wetland,Non_Water,NULL,Grassland,Water,Wetland
7456,Water,Cropland,Wetland,Non_Water,NULL,Grassland,Water,Bareland
7457,Water,Cropland,Wetland,Non_Water,NULL,Grassland,Water,Water
7458,Water,Cropland,Wetland,Non_Water,NULL,Wetland,Water,Wetland
7459,Water,Cropland,Wetland,Non_Water,NULL,Bareland,NULL,Wetland
7460,Water,Cropland,Wetland,Non_Water,NULL,Bareland,NULL,Water
7461,Water,Cropland,Wetland,Non_Water,NULL,Bareland,Water,Wetland
7462,Water,Cropland,Wetland,Non_Water,NULL,Bareland,Water,Water
7463,Water,Cropland,Wetland,Non_Water,NULL,Water,NULL,Grassland
7464,Water,Cropland,Wetland,Non_Water,NULL,Water,NULL,Wetland
7465,Water,Cropland,Wetland,Non_Water,NULL,Water,NULL,Bareland
7466,Water,Cropland,Wetland,Non_Water,NULL,Water,NULL,Water
7467,Water,Cropland,Wetland,Non_Water,NULL,Water,Grassland,Water
7468,Water,Cropland,Wetland,Non_Water,NULL,Water,Water,Grassland
7469,Water,Cropland,Wetland,Non_Water,NULL,Water,Water,Wetland
7470,Water,Cropland,Wetland,Non_Water,NULL,Water,Water,Bareland
7471,Water,Cropland,Wetland,Non_Water,NULL,Water,Water,Water
7472,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
7473,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7474,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
7475,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
7476,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
7477,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
7478,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7479,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
7480,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
7481,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
7482,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7483,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
7484,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
7485,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Water
7486,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
7487,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
7488,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
7489,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
7490,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
7491,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Bareland
7492,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
7493,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7494,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7495,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7496,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
7497,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Water
7498,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
7499,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Water
7500,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7501,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
7502,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
7503,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Water
7504,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
7505,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
7506,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
7507,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Bareland
7508,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
7509,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
7510,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
7511,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
7512,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Water
7513,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
7514,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7515,Water,Cropland,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
7516,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
7517,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7518,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Bareland
7519,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
7520,Water,Cropland,Wetland,Water,NULL,NULL,NULL,Water
7521,Water,Cropland,Wetland,Water,NULL,Grassland,NULL,Bareland
7522,Water,Cropland,Wetland,Water,NULL,Grassland,NULL,Water
7523,Water,Cropland,Wetland,Water,NULL,Grassland,Water,Grassland
7524,Water,Cropland,Wetland,Water,NULL,Grassland,Water,Wetland
7525,Water,Cropland,Wetland,Water,NULL,Grassland,Water,Water
7526,Water,Cropland,Wetland,Water,NULL,Wetland,NULL,Grassland
7527,Water,Cropland,Wetland,Water,NULL,Wetland,NULL,Water
7528,Water,Cropland,Wetland,Water,NULL,Wetland,Water,Grassland
7529,Water,Cropland,Wetland,Water,NULL,Wetland,Water,Water
7530,Water,Cropland,Wetland,Water,NULL,Bareland,NULL,Grassland
7531,Water,Cropland,Wetland,Water,NULL,Bareland,NULL,Wetland
7532,Water,Cropland,Wetland,Water,NULL,Bareland,NULL,Water
7533,Water,Cropland,Wetland,Water,NULL,Bareland,Water,Wetland
7534,Water,Cropland,Wetland,Water,NULL,Bareland,Water,Water
7535,Water,Cropland,Wetland,Water,NULL,Water,NULL,Grassland
7536,Water,Cropland,Wetland,Water,NULL,Water,NULL,Wetland
7537,Water,Cropland,Wetland,Water,NULL,Water,NULL,Bareland
7538,Water,Cropland,Wetland,Water,NULL,Water,NULL,Water
7539,Water,Cropland,Wetland,Water,NULL,Water,Water,Grassland
7540,Water,Cropland,Wetland,Water,NULL,Water,Water,Wetland
7541,Water,Cropland,Wetland,Water,NULL,Water,Water,Bareland
7542,Water,Cropland,Wetland,Water,NULL,Water,Water,Water
7543,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
7544,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
7545,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
7546,Water,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
7547,Water,Cropland,Wetland,Water,Wetland,Grassland,NULL,Wetland
7548,Water,Cropland,Wetland,Water,Wetland,Grassland,NULL,Bareland
7549,Water,Cropland,Wetland,Water,Wetland,Grassland,NULL,Water
7550,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7551,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
7552,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Bareland
7553,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
7554,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
7555,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Bareland
7556,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Water
7557,Water,Cropland,Wetland,Water,Wetland,Cropland,Water,Wetland
7558,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Grassland
7559,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Wetland
7560,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
7561,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
7562,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
7563,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Water
7564,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
7565,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
7566,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
7567,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Bareland
7568,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
7569,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Forest
7570,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Grassland
7571,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Wetland
7572,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Bareland
7573,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Water
7574,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
7575,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
7576,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Bareland
7577,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
7578,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
7579,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
7580,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Bareland
7581,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Water
7582,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Grassland
7583,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
7584,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Bareland
7585,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
7586,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
7587,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
7588,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
7589,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
7590,Water,Cropland,Wetland,Water,Wetland,Water,Water,Bareland
7591,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
7592,Water,Cropland,Water,NULL,Water,Grassland,Water,Grassland
7593,Water,Cropland,Water,NULL,Water,Water,Grassland,Bareland
7594,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
7595,Water,Cropland,Water,NULL,Water,Water,Water,Wetland
7596,Water,Cropland,Water,NULL,Water,Water,Water,Bareland
7597,Water,Cropland,Water,NULL,Water,Water,Water,Water
7598,Water,Cropland,Water,Non_Water,NULL,Water,Water,Wetland
7599,Water,Cropland,Water,Non_Water,NULL,Water,Water,Bareland
7600,Water,Cropland,Water,Non_Water,NULL,Water,Water,Water
7601,Water,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
7602,Water,Cropland,Water,Non_Water,Water,Grassland,Grassland,Wetland
7603,Water,Cropland,Water,Non_Water,Water,Grassland,Water,Grassland
7604,Water,Cropland,Water,Non_Water,Water,Grassland,Water,Wetland
7605,Water,Cropland,Water,Non_Water,Water,Grassland,Water,Water
7606,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
7607,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Bareland
7608,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Water
7609,Water,Cropland,Water,Non_Water,Water,Water,Grassland,Bareland
7610,Water,Cropland,Water,Non_Water,Water,Water,Water,Grassland
7611,Water,Cropland,Water,Non_Water,Water,Water,Water,Wetland
7612,Water,Cropland,Water,Non_Water,Water,Water,Water,Bareland
7613,Water,Cropland,Water,Non_Water,Water,Water,Water,Water
7614,Water,Cropland,Water,Water,NULL,Wetland,Water,Water
7615,Water,Cropland,Water,Water,NULL,Water,Water,Water
7616,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
7617,Water,Cropland,Water,Water,Water,Wetland,Water,Wetland
7618,Water,Cropland,Water,Water,Water,Wetland,Water,Water
7619,Water,Cropland,Water,Water,Water,Bareland,Water,Bareland
7620,Water,Cropland,Water,Water,Water,Water,Water,Wetland
7621,Water,Cropland,Water,Water,Water,Water,Water,Bareland
7622,Water,Cropland,Water,Water,Water,Water,Water,Water
7623,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7624,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7625,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7626,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7627,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
7628,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7629,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7630,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7631,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7632,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7633,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
7634,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
7635,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7636,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Water
7637,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7638,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
7639,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
7640,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
7641,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7642,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7643,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7644,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
7645,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7646,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7647,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
7648,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
7649,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
7650,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7651,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7652,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
7653,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
7654,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
7655,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
7656,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
7657,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7658,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7659,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7660,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
7661,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7662,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7663,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7664,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7665,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7666,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7667,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
7668,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7669,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7670,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
