Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R
10954,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
10955,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
10956,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
10957,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
10958,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
10959,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10960,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
10961,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
10962,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
10963,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
10964,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10965,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10966,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Water
10967,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
10968,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
10969,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
10970,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
10971,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10972,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
10973,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
10974,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
10975,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10976,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
10977,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10978,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
10979,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
10980,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
10981,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10982,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
10983,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
10984,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
10985,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10986,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
10987,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
10988,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Cropland
10989,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
10990,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10991,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
10992,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
10993,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
10994,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
10995,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10996,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
10997,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
10998,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10999,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
11000,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
11001,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11002,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
11003,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
11004,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11005,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11006,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11007,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11008,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
11009,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Cropland
11010,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
11011,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
11012,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
11013,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
11014,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11015,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11016,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11017,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
11018,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11019,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11020,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
11021,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11022,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
11023,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
11024,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
11025,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
11026,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
11027,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
11028,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11029,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
11030,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11031,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
11032,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
11033,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
11034,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
11035,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
11036,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
11037,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
11038,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
11039,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,NULL
11040,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
11041,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
11042,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
11043,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
11044,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
11045,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
11046,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
11047,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
11048,Forest,Forest,NULL,Water,Non_Wetland,Bareland,NULL,Forest
11049,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
11050,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
11051,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
11052,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Grassland
11053,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
11054,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11055,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11056,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11057,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
11058,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
11059,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11060,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11061,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11062,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11063,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
11064,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11065,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
11066,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11067,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
11068,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
11069,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
11070,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11071,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
11072,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
11073,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
11074,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
11075,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11076,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
11077,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11078,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
11079,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
11080,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11081,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
11082,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
11083,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
11084,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11085,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
11086,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
11087,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11088,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11089,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11090,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11091,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11092,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11093,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11094,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11095,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11096,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11097,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11098,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11099,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11100,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11101,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
11102,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11103,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11104,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11105,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11106,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11107,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11108,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11109,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11110,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
11111,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11112,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11113,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11114,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11115,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11116,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
11117,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
11118,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11119,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11120,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11121,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11122,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11123,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11124,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
11125,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11126,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11127,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11128,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11129,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11130,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11131,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
11132,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11133,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
11134,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11135,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
11136,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
11137,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11138,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
11139,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11140,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11141,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
11142,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
11143,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
11144,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11145,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
11146,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
11147,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11148,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
11149,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
11150,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11151,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
11152,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11153,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
11154,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
11155,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11156,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11157,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11158,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
11159,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
11160,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
11161,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11162,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
11163,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
11164,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
11165,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
11166,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
11167,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11168,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11169,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11170,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
11171,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
11172,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
11173,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11174,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
11175,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11176,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
11177,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11178,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
11179,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11180,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11181,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11182,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
11183,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11184,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
11185,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
11186,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
11187,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11188,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
11189,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11190,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
11191,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
11192,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
11193,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
11194,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
11195,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
11196,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
11197,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
11198,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
11199,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
11200,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
11201,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
11202,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11203,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11204,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
11205,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
11206,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11207,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11208,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11209,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11210,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
11211,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11212,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11213,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11214,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11215,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
11216,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11217,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11218,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
11219,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
11220,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11221,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11222,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11223,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11224,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
11225,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11226,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
11227,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
11228,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11229,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
11230,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11231,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
11232,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
11233,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
11234,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
11235,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
11236,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
11237,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
11238,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
11239,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
11240,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
11241,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
11242,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11243,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
11244,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
11245,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
11246,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11247,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
11248,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11249,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
11250,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11251,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
11252,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11253,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
11254,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11255,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
11256,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
11257,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
11258,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11259,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
11260,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
11261,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11262,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
11263,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11264,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
11265,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
11266,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11267,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
11268,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
11269,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11270,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
11271,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11272,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11273,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
11274,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11275,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
11276,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
11277,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
