Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPR_M_R
2459,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
2460,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
2461,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
2462,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2463,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2464,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2465,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2466,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
2467,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
2468,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Bareland
2469,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
2470,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
2471,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
2472,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
2473,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2474,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2475,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2476,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
2477,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2478,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2479,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2480,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2481,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
2482,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2483,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2484,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2485,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2486,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2487,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2488,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
2489,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2490,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
2491,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2492,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2493,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2494,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2495,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2496,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2497,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2498,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2499,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2500,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2501,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2502,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
2503,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2504,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2505,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2506,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2507,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2508,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2509,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2510,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2511,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2512,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2513,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2514,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2515,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2516,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
2517,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2518,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
2519,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2520,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
2521,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2522,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2523,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2524,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2525,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
2526,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2527,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2528,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2529,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2530,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2531,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
2532,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
2533,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2534,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
2535,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2536,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2537,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2538,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
2539,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2540,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2541,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
2542,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2543,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
2544,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2545,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
2546,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2547,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2548,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2549,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
2550,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2551,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2552,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2553,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
2554,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
2555,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
2556,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2557,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
2558,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2559,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2560,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2561,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2562,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
2563,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2564,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2565,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2566,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
2567,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
2568,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2569,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
2570,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2571,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2572,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2573,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Water
2574,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2575,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2576,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2577,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2578,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
2579,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2580,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2581,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
2582,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2583,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2584,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
2585,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
2586,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
2587,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2588,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2589,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2590,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2591,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2592,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2593,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2594,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2595,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
2596,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2597,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2598,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2599,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
2600,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2601,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
2602,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
2603,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2604,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2605,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Water
2606,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2607,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2608,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
2609,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
2610,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2611,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Water
2612,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2613,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2614,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
2615,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2616,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
2617,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
2618,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
2619,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2620,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2621,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2622,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
2623,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2624,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2625,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
2626,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
2627,Water,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Bareland
2628,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2629,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
2630,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
2631,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2632,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2633,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
2634,Water,Water,Grassland,Water,Non_Wetland,Bareland,NULL,Bareland
2635,Water,Water,Grassland,Water,Non_Wetland,Bareland,NULL,Water
2636,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
2637,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
2638,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Grassland
2639,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
2640,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
2641,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
2642,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
2643,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
2644,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2645,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
2646,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
2647,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
2648,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2649,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2650,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
2651,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
2652,Water,Water,Grassland,Water,Non_Wetland,Forest,Forest,Water
2653,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2654,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2655,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2656,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2657,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2658,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2659,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2660,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2661,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2662,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
2663,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2664,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2665,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2666,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
2667,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2668,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
2669,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2670,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2671,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
2672,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2673,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
2674,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
2675,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2676,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2677,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2678,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
2679,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
2680,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
2681,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
2682,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2683,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
2684,Water,Water,Cropland,Water,Non_Wetland,Cropland,Water,Grassland
2685,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
2686,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
2687,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Bareland
2688,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
2689,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
2690,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
2691,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2692,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2693,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2694,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2695,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
2696,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2697,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
2698,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2699,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
2700,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2701,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2702,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2703,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2704,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2705,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
2706,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
2707,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2708,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
2709,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2710,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2711,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2712,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2713,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2714,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2715,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2716,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2717,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2718,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2719,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2720,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2721,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2722,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2723,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2724,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2725,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2726,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
2727,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
2728,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2729,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2730,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2731,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2732,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2733,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2734,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2735,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2736,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2737,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2738,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2739,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2740,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2741,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
2742,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2743,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2744,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2745,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2746,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
2747,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2748,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2749,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2750,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2751,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
2752,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
2753,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2754,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2755,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
2756,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
2757,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2758,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2759,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2760,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
2761,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2762,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2763,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
2764,Water,Water,Wetland,Water,Wetland,Cropland,Water,Grassland
2765,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
2766,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2767,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2768,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2769,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
2770,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2771,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2772,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
2773,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2774,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2775,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2776,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2777,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2778,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2779,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2780,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2781,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2782,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2783,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
2784,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2785,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2786,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
2787,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
2788,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
2789,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2790,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2791,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2792,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2793,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2794,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
2795,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2796,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
2797,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2798,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2799,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
2800,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2801,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
2802,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2803,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Water
2804,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
2805,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2806,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
2807,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2808,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2809,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
2810,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2811,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2812,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2813,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2814,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
2815,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
2816,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
2817,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
2818,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
2819,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
2820,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
2821,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
