Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBP_M_R
5611,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
5612,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
5613,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
5614,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5615,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
5616,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5617,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5618,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5619,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5620,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5621,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5622,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5623,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5624,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
5625,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5626,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5627,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5628,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5629,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5630,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5631,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5632,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5633,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5634,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5635,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5636,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5637,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5638,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5639,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5640,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5641,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5642,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5643,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5644,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5645,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5646,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5647,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
5648,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5649,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5650,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5651,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5652,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5653,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5654,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5655,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5656,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5657,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
5658,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5659,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5660,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5661,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5662,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5663,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5664,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5665,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
5666,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5667,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5668,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
5669,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
5670,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
5671,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5672,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5673,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5674,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5675,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5676,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5677,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5678,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5679,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
5680,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5681,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5682,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5683,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
5684,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5685,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5686,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5687,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5688,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5689,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5690,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5691,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5692,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
5693,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
5694,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
5695,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
5696,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5697,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
5698,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
5699,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
5700,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5701,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5702,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5703,Forest,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
5704,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5705,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5706,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5707,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
5708,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
5709,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
5710,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
5711,Forest,Cropland,Water,NULL,Water,Wetland,Water,Grassland
5712,Forest,Cropland,Water,NULL,Water,Water,Grassland,Grassland
5713,Forest,Cropland,Water,NULL,Water,Water,Grassland,Forest
5714,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5715,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5716,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5717,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5718,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5719,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5720,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5721,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5722,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5723,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5724,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5725,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5726,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5727,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5728,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5729,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5730,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5731,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
5732,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5733,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5734,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5735,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5736,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5737,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5738,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5739,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5740,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5741,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5742,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5743,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5744,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5745,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
5746,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5747,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5748,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5749,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
5750,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5751,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
5752,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5753,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5754,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
5755,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5756,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5757,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5758,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5759,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5760,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5761,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5762,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
5763,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5764,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5765,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5766,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5767,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5768,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5769,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5770,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5771,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5772,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5773,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
5774,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5775,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5776,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5777,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5778,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5779,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5780,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5781,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5782,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5783,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5784,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5785,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5786,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5787,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5788,Forest,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5789,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5790,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5791,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5792,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5793,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5794,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5795,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5796,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5797,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5798,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5799,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5800,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5801,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5802,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5803,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5804,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5805,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5806,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5807,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5808,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
5809,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5810,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
5811,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
5812,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5813,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5814,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5815,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
5816,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5817,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5818,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5819,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5820,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5821,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5822,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5823,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5824,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5825,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5826,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5827,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
5828,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5829,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5830,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5831,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5832,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5833,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
5834,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5835,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
5836,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
5837,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
5838,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
5839,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
5840,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
5841,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5842,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5843,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
5844,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5845,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
5846,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
5847,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5848,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5849,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
5850,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5851,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
5852,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
5853,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
5854,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
5855,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
5856,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
5857,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
5858,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
5859,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
5860,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
5861,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
5862,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
5863,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
5864,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
5865,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
5866,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
5867,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5868,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5869,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
5870,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
5871,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5872,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5873,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5874,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5875,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5876,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
5877,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5878,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
5879,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5880,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5881,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5882,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5883,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5884,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5885,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
5886,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5887,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5888,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5889,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
5890,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5891,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5892,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5893,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
5894,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
5895,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
5896,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
5897,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5898,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
5899,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
5900,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
5901,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Grassland
5902,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
5903,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Forest
5904,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5905,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
5906,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
5907,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
5908,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
5909,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
5910,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5911,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5912,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
5913,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
5914,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
5915,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5916,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
5917,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
5918,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Water
5919,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
5920,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
5921,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
5922,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
5923,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
5924,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5925,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
5926,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
5927,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
5928,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
5929,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5930,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5931,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
5932,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5933,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Water
5934,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
5935,Forest,Wetland,Water,NULL,Water,NULL,Water,Water
5936,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
5937,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
5938,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
5939,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
5940,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
5941,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
5942,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
