Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPG_M_R
2768,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2769,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2770,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2771,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2772,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2773,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2774,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
2775,Bareland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Water
2776,Bareland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2777,Bareland,Forest,Forest,Water,Non_Wetland,Grassland,Water,Water
2778,Bareland,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
2779,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2780,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2781,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2782,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2783,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2784,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2785,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2786,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
2787,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2788,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2789,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2790,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2791,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
2792,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2793,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2794,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Built-up
2795,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2796,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2797,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2798,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2799,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2800,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2801,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2802,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2803,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2804,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2805,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2806,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2807,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2808,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2809,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2810,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
2811,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2812,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2813,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2814,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2815,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2816,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2817,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2818,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2819,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2820,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
2821,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2822,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2823,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
2824,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
2825,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2826,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
2827,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
2828,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2829,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2830,Water,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
2831,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2832,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2833,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2834,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2835,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2836,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2837,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2838,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
2839,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2840,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2841,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2842,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2843,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2844,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2845,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2846,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2847,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
2848,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2849,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2850,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2851,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2852,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2853,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2854,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2855,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2856,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2857,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2858,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
2859,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2860,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2861,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2862,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
2863,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2864,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2865,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2866,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2867,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2868,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2869,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2870,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2871,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2872,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2873,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2874,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2875,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2876,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2877,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2878,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2879,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2880,Water,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2881,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
2882,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
2883,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
2884,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
2885,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2886,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2887,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2888,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
2889,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
2890,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2891,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2892,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2893,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2894,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2895,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2896,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2897,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2898,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2899,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2900,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2901,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2902,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2903,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2904,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
2905,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
2906,Water,NULL,Wetland,Water,Wetland,Forest,Water,Forest
2907,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2908,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
2909,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2910,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
2911,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
2912,Water,NULL,Water,NULL,Water,Wetland,Water,Water
2913,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
2914,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
2915,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
2916,Water,NULL,Water,NULL,Water,Water,Wetland,Water
2917,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
2918,Water,NULL,Water,NULL,Water,Water,Water,Grassland
2919,Water,NULL,Water,NULL,Water,Water,Water,Wetland
2920,Water,NULL,Water,NULL,Water,Water,Water,Water
2921,Water,NULL,Water,NULL,Water,Water,Water,Forest
2922,Water,NULL,Water,Non_Water,Water,NULL,Water,Forest
2923,Water,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
2924,Water,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
2925,Water,NULL,Water,Non_Water,Water,Grassland,Water,Forest
2926,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2927,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
2928,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
2929,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
2930,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
2931,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
2932,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
2933,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
2934,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
2935,Water,NULL,Water,Non_Water,Water,Water,Wetland,Forest
2936,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
2937,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
2938,Water,NULL,Water,Non_Water,Water,Water,Water,Water
2939,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
2940,Water,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2941,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
2942,Water,NULL,Water,Water,Water,Grassland,Water,Forest
2943,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2944,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2945,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
2946,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
2947,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
2948,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
2949,Water,NULL,Water,Water,Water,Wetland,Water,Water
2950,Water,NULL,Water,Water,Water,Wetland,Water,Forest
2951,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
2952,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
2953,Water,NULL,Water,Water,Water,Water,Wetland,Water
2954,Water,NULL,Water,Water,Water,Water,Wetland,Forest
2955,Water,NULL,Water,Water,Water,Water,Water,Grassland
2956,Water,NULL,Water,Water,Water,Water,Water,Wetland
2957,Water,NULL,Water,Water,Water,Water,Water,Water
2958,Water,NULL,Water,Water,Water,Water,Water,Forest
2959,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2960,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2961,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2962,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2963,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2964,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2965,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2966,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2967,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2968,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2969,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2970,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2971,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2972,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2973,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2974,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2975,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
2976,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2977,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2978,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2979,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2980,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2981,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2982,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2983,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2984,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2985,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2986,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2987,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2988,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2989,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2990,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2991,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2992,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2993,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2994,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
2995,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
2996,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2997,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2998,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2999,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
3000,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3001,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3002,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3003,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3004,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3005,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
3006,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
3007,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3008,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3009,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
3010,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
3011,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
3012,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
3013,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
3014,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
3015,Water,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
3016,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3017,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3018,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3019,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3020,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
3021,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3022,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
3023,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3024,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3025,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
3026,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3027,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Built-up
3028,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3029,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3030,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3031,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3032,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3033,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3034,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
3035,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3036,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
3037,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3038,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
3039,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3040,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3041,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3042,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3043,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3044,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3045,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3046,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3047,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
3048,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3049,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3050,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3051,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3052,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3053,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3054,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3055,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3056,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3057,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3058,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
3059,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3060,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3061,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3062,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3063,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3064,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3065,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3066,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3067,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3068,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3069,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3070,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3071,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3072,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3073,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3074,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3075,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3076,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
3077,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3078,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
3079,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3080,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3081,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3082,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3083,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3084,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3085,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3086,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3087,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3088,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3089,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3090,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3091,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
3092,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3093,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
3094,Water,Wetland,Water,NULL,Water,Grassland,Water,Forest
3095,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
3096,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
3097,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
3098,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
3099,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
3100,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
3101,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
3102,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
3103,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
3104,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
3105,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
3106,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
3107,Water,Wetland,Water,NULL,Water,Water,Water,Water
3108,Water,Wetland,Water,NULL,Water,Water,Water,Forest
3109,Water,Wetland,Water,NULL,Water,Forest,Water,Forest
3110,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
3111,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
3112,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
3113,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
3114,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
3115,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
3116,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
3117,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
3118,Water,Wetland,Water,Water,Water,NULL,Water,Water
3119,Water,Wetland,Water,Water,Water,NULL,Water,Forest
3120,Water,Wetland,Water,Water,Water,Grassland,Water,Grassland
3121,Water,Wetland,Water,Water,Water,Grassland,Water,Forest
3122,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3123,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3124,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
3125,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
3126,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
3127,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
3128,Water,Wetland,Water,Water,Water,Wetland,Water,Water
3129,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
3130,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
3131,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
3132,Water,Wetland,Water,Water,Water,Water,Wetland,Water
3133,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
3134,Water,Wetland,Water,Water,Water,Water,Water,Grassland
3135,Water,Wetland,Water,Water,Water,Water,Water,Wetland
3136,Water,Wetland,Water,Water,Water,Water,Water,Water
