Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWN_M_R
17121,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
17122,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
17123,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
17124,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
17125,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
17126,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
17127,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
17128,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
17129,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
17130,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
17131,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
17132,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
17133,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
17134,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
17135,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
17136,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
17137,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
17138,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
17139,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
17140,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
17141,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
17142,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
17143,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
17144,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
17145,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
17146,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
17147,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
17148,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
17149,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
17150,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
17151,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
17152,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
17153,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
17154,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
17155,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
17156,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
17157,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
17158,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
17159,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
17160,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
17161,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
17162,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
17163,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
17164,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
17165,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
17166,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
17167,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
17168,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
17169,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
17170,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
17171,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
17172,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
17173,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
17174,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
17175,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
17176,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
17177,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
17178,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
17179,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
17180,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
17181,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
17182,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
17183,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
17184,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
17185,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
17186,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
17187,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
17188,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17189,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
17190,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
17191,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
17192,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
17193,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
17194,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
17195,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
17196,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17197,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
17198,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
17199,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
17200,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
17201,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
17202,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
17203,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
17204,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
17205,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
17206,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
17207,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
17208,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
17209,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
17210,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
17211,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
17212,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
17213,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
17214,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
17215,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
17216,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
17217,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
17218,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
17219,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
17220,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
17221,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
17222,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
17223,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
17224,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
17225,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
17226,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
17227,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
17228,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
17229,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
17230,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
17231,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
17232,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
17233,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
17234,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
17235,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
17236,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
17237,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
17238,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
17239,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
17240,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
17241,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
17242,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
17243,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
17244,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
17245,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
17246,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
17247,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
17248,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
17249,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
17250,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
17251,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
17252,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Wetland
17253,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
17254,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
17255,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
17256,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
17257,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
17258,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
17259,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
17260,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17261,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
17262,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
17263,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
17264,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17265,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17266,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
17267,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
17268,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17269,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
17270,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17271,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
17272,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
17273,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
17274,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
17275,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
17276,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
17277,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
17278,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
17279,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
17280,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
17281,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
17282,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
17283,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
17284,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
17285,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
17286,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
17287,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
17288,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17289,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
17290,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
17291,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
17292,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
17293,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17294,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
17295,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
17296,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
17297,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
17298,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
17299,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
17300,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
17301,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
17302,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
17303,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
17304,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
17305,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
17306,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
17307,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
17308,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
17309,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
17310,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
17311,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
17312,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
17313,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
17314,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17315,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
17316,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17317,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
17318,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
17319,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
17320,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
17321,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
17322,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
17323,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
17324,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
17325,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
17326,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
17327,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
17328,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
17329,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
17330,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
17331,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
17332,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Cropland
17333,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
17334,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
17335,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
17336,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
17337,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
17338,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
17339,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
17340,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
17341,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
17342,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
17343,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
17344,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
17345,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
17346,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
17347,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
17348,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
17349,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
17350,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
17351,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
17352,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
17353,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
17354,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
17355,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
17356,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
17357,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Forest
17358,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
17359,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
17360,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
17361,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
17362,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
17363,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
17364,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
17365,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
17366,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
17367,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
17368,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17369,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
17370,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
17371,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
17372,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
17373,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
17374,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
17375,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
17376,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17377,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
17378,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
17379,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,NULL
17380,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
17381,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
17382,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
17383,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
17384,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Cropland
17385,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
17386,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
17387,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,NULL
17388,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
17389,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
17390,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Cropland
17391,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
17392,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
17393,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
17394,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
17395,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
17396,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
17397,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
17398,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
17399,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
17400,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
17401,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
17402,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
17403,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
17404,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
17405,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
17406,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
17407,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
17408,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
17409,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
17410,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
17411,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
17412,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
17413,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
17414,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
17415,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
17416,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
17417,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
17418,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
17419,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
17420,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
17421,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
17422,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
17423,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
17424,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
17425,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
17426,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
17427,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
17428,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
17429,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
17430,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
17431,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
17432,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
17433,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17434,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
17435,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
17436,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
17437,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17438,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17439,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
17440,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
