Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLL_M_R
8269,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
8270,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8271,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
8272,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8273,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8274,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8275,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
8276,Forest,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Forest
8277,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Water,Forest
8278,Forest,Built-up,Wetland,Water,Wetland,Forest,Water,Forest
8279,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8280,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
8281,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
8282,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
8283,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
8284,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
8285,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8286,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8287,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8288,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8289,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8290,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
8291,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
8292,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
8293,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8294,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
8295,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8296,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8297,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8298,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8299,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8300,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8301,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
8302,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
8303,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8304,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
8305,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
8306,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
8307,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
8308,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
8309,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8310,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8311,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8312,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
8313,Forest,Built-up,Water,NULL,Water,NULL,Shrubland,Grassland
8314,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8315,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8316,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8317,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8318,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8319,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8320,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8321,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8322,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8323,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8324,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8325,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8326,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
8327,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8328,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
8329,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8330,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
8331,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
8332,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8333,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8334,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8335,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8336,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8337,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8338,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8339,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
8340,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
8341,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
8342,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8343,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
8344,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
8345,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8346,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8347,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Bareland
8348,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8349,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
8350,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8351,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8352,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8353,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8354,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
8355,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8356,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8357,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
8358,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
8359,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
8360,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8361,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
8362,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Bareland
8363,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8364,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8365,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
8366,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8367,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8368,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
8369,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
8370,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
8371,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
8372,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
8373,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8374,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8375,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
8376,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
8377,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
8378,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8379,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Bareland
8380,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
8381,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8382,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
8383,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
8384,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
8385,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
8386,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8387,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8388,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
8389,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8390,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8391,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
8392,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8393,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
8394,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8395,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
8396,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
8397,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
8398,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8399,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8400,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8401,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
8402,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
8403,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8404,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8405,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8406,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8407,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8408,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
8409,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8410,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8411,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
8412,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8413,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8414,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8415,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
8416,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
8417,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
8418,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8419,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8420,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
8421,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8422,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
8423,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8424,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
8425,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8426,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8427,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
8428,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8429,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
8430,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8431,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
8432,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8433,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
8434,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8435,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
8436,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
8437,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
8438,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
8439,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Water
8440,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
8441,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
8442,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Bareland
8443,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
8444,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8445,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
8446,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
8447,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
8448,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
8449,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
8450,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
8451,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
8452,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
8453,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
8454,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
8455,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8456,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Water
8457,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8458,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
8459,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
8460,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8461,Forest,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
8462,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8463,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
8464,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
8465,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
8466,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8467,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
8468,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Bareland
8469,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
8470,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
8471,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
8472,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
8473,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
8474,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8475,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
8476,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
8477,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
8478,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
8479,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
8480,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
8481,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
8482,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
8483,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
8484,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
8485,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
8486,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
8487,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
8488,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
8489,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
8490,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
8491,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
8492,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
8493,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
8494,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
8495,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
8496,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
8497,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8498,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
8499,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
8500,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
8501,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
8502,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8503,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
8504,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
8505,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
8506,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
8507,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
8508,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
8509,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
8510,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
8511,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Grassland
8512,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
8513,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
8514,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
8515,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
8516,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8517,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8518,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8519,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
8520,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
8521,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8522,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
8523,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
8524,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
8525,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
8526,Forest,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
8527,Forest,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
8528,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
8529,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
8530,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
8531,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8532,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
8533,Forest,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
8534,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
8535,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
8536,Forest,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Water,NULL
8537,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Bareland
8538,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Water
8539,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
8540,Forest,Water,Water,NULL,Water,Shrubland,Water,NULL
8541,Forest,Water,Water,NULL,Water,Shrubland,Water,Grassland
8542,Forest,Water,Water,NULL,Water,Shrubland,Water,Bareland
8543,Forest,Water,Water,NULL,Water,Shrubland,Water,Water
8544,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
8545,Forest,Water,Water,NULL,Water,Shrubland,Forest,Forest
8546,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Bareland
8547,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Forest
8548,Forest,Water,Water,NULL,Water,Wetland,Grassland,Grassland
8549,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
8550,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
8551,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
8552,Forest,Water,Water,NULL,Water,Wetland,Water,Water
8553,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
8554,Forest,Water,Water,NULL,Water,Wetland,Forest,NULL
8555,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
8556,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
8557,Forest,Water,Water,NULL,Water,Bareland,Forest,Wetland
8558,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
8559,Forest,Water,Water,NULL,Water,Water,Shrubland,Water
8560,Forest,Water,Water,NULL,Water,Water,Shrubland,Forest
8561,Forest,Water,Water,NULL,Water,Water,Water,Grassland
8562,Forest,Water,Water,NULL,Water,Water,Water,Forest
8563,Forest,Water,Water,NULL,Water,Water,Forest,Water
8564,Forest,Water,Water,NULL,Water,Forest,Shrubland,Forest
8565,Forest,Water,Water,NULL,Water,Forest,Water,Water
8566,Forest,Water,Water,NULL,Water,Forest,Water,Forest
8567,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
8568,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Water
8569,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Forest
8570,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
8571,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
8572,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
8573,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
8574,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
8575,Forest,Water,Water,Non_Water,Water,Forest,Shrubland,Water
8576,Forest,Water,Water,Non_Water,Water,Forest,Shrubland,Forest
8577,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
8578,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
8579,Forest,Water,Water,Water,Water,Shrubland,Shrubland,Forest
8580,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
8581,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
8582,Forest,Water,Water,Water,Water,Wetland,Water,Forest
8583,Forest,Water,Water,Water,Water,Water,Water,Grassland
8584,Forest,Water,Water,Water,Water,Water,Water,Water
8585,Forest,Water,Water,Water,Water,Water,Water,Forest
8586,Forest,Water,Water,Water,Water,Water,Forest,Water
8587,Forest,Water,Water,Water,Water,Forest,Shrubland,Forest
8588,Forest,Water,Water,Water,Water,Forest,Water,Forest
8589,Forest,Water,Water,Water,Water,Forest,Forest,Water
8590,Forest,Water,Water,Water,Water,Forest,Forest,Forest
8591,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8592,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8593,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
8594,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8595,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8596,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8597,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
8598,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
8599,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
8600,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
8601,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
8602,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8603,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
8604,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8605,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8606,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
8607,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8608,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Bareland
8609,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
8610,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8611,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8612,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8613,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8614,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
8615,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
