Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R
3477,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
3478,Water,Water,Wetland,Water,Wetland,Water,Water,Water
3479,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
3480,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
3481,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
3482,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
3483,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
3484,Water,Water,Wetland,Water,Wetland,Forest,Bareland,Water
3485,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
3486,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
3487,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3488,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3489,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3490,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
3491,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3492,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
3493,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3494,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
3495,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3496,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3497,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
3498,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3499,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3500,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3501,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3502,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
3503,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
3504,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3505,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
3506,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
3507,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
3508,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3509,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
3510,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3511,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3512,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3513,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3514,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
3515,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
3516,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
3517,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3518,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
3519,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3520,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3521,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3522,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3523,Water,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
3524,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3525,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3526,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3527,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3528,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3529,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3530,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
3531,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
3532,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
3533,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3534,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3535,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
3536,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
3537,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3538,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
3539,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
3540,Water,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
3541,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3542,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
3543,Water,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
3544,Water,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Water
3545,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
3546,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
3547,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3548,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3549,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3550,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
3551,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
3552,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
3553,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
3554,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
3555,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
3556,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3557,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3558,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
3559,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
3560,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
3561,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3562,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
3563,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3564,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3565,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3566,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
3567,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3568,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3569,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
3570,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3571,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3572,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3573,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3574,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3575,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
3576,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3577,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
3578,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3579,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3580,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3581,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3582,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3583,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
3584,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3585,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3586,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
3587,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3588,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3589,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3590,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
3591,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3592,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
3593,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3594,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
3595,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
3596,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
3597,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3598,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3599,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3600,Water,Water,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
3601,Water,Water,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
3602,Water,Water,Built-up,Water,Non_Wetland,Bareland,Grassland,Forest
3603,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3604,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3605,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3606,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
3607,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
3608,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Water
3609,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
3610,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
3611,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Forest
3612,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
3613,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
3614,Water,Water,Water,NULL,Water,NULL,Water,Water
3615,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3616,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
3617,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
3618,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
3619,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
3620,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
3621,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
3622,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
3623,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
3624,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
3625,Water,Water,Water,NULL,Water,Bareland,Built-up,Grassland
3626,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
3627,Water,Water,Water,NULL,Water,Bareland,Water,Water
3628,Water,Water,Water,NULL,Water,Bareland,Water,Forest
3629,Water,Water,Water,NULL,Water,Bareland,Forest,Water
3630,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
3631,Water,Water,Water,NULL,Water,Built-up,Built-up,Water
3632,Water,Water,Water,NULL,Water,Water,NULL,Water
3633,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
3634,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
3635,Water,Water,Water,NULL,Water,Water,Grassland,Water
3636,Water,Water,Water,NULL,Water,Water,Grassland,Forest
3637,Water,Water,Water,NULL,Water,Water,Wetland,Water
3638,Water,Water,Water,NULL,Water,Water,Wetland,Forest
3639,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
3640,Water,Water,Water,NULL,Water,Water,Bareland,Water
3641,Water,Water,Water,NULL,Water,Water,Bareland,Forest
3642,Water,Water,Water,NULL,Water,Water,Water,Grassland
3643,Water,Water,Water,NULL,Water,Water,Water,Bareland
3644,Water,Water,Water,NULL,Water,Water,Water,Water
3645,Water,Water,Water,NULL,Water,Water,Water,Forest
3646,Water,Water,Water,NULL,Water,Water,Forest,Water
3647,Water,Water,Water,NULL,Water,Water,Forest,Forest
3648,Water,Water,Water,NULL,Water,Forest,Water,Water
3649,Water,Water,Water,NULL,Water,Forest,Water,Forest
3650,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
3651,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
3652,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
3653,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
3654,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
3655,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
3656,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
3657,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
3658,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
3659,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
3660,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
3661,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
3662,Water,Water,Water,Non_Water,Water,Water,Water,Water
3663,Water,Water,Water,Non_Water,Water,Water,Water,Forest
3664,Water,Water,Water,Non_Water,Water,Water,Forest,Water
3665,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
3666,Water,Water,Water,Water,Water,NULL,Wetland,Forest
3667,Water,Water,Water,Water,Water,NULL,Water,Water
3668,Water,Water,Water,Water,Water,NULL,Water,Forest
3669,Water,Water,Water,Water,Water,Grassland,Bareland,Grassland
3670,Water,Water,Water,Water,Water,Grassland,Water,Grassland
3671,Water,Water,Water,Water,Water,Grassland,Water,Water
3672,Water,Water,Water,Water,Water,Grassland,Water,Forest
3673,Water,Water,Water,Water,Water,Bareland,NULL,Grassland
3674,Water,Water,Water,Water,Water,Bareland,NULL,Water
3675,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
3676,Water,Water,Water,Water,Water,Bareland,Grassland,Water
3677,Water,Water,Water,Water,Water,Bareland,Grassland,Forest
3678,Water,Water,Water,Water,Water,Bareland,Wetland,Water
3679,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
3680,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
3681,Water,Water,Water,Water,Water,Bareland,Bareland,Wetland
3682,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
3683,Water,Water,Water,Water,Water,Bareland,Bareland,Water
3684,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
3685,Water,Water,Water,Water,Water,Bareland,Water,Grassland
3686,Water,Water,Water,Water,Water,Bareland,Water,Bareland
3687,Water,Water,Water,Water,Water,Bareland,Water,Water
3688,Water,Water,Water,Water,Water,Bareland,Water,Forest
3689,Water,Water,Water,Water,Water,Bareland,Forest,Water
3690,Water,Water,Water,Water,Water,Built-up,Built-up,Water
3691,Water,Water,Water,Water,Water,Built-up,Water,Water
3692,Water,Water,Water,Water,Water,Water,NULL,Water
3693,Water,Water,Water,Water,Water,Water,Grassland,Grassland
3694,Water,Water,Water,Water,Water,Water,Grassland,Bareland
3695,Water,Water,Water,Water,Water,Water,Grassland,Water
3696,Water,Water,Water,Water,Water,Water,Grassland,Forest
3697,Water,Water,Water,Water,Water,Water,Wetland,Water
3698,Water,Water,Water,Water,Water,Water,Wetland,Forest
3699,Water,Water,Water,Water,Water,Water,Bareland,Grassland
3700,Water,Water,Water,Water,Water,Water,Bareland,Wetland
3701,Water,Water,Water,Water,Water,Water,Bareland,Bareland
3702,Water,Water,Water,Water,Water,Water,Bareland,Water
3703,Water,Water,Water,Water,Water,Water,Bareland,Forest
3704,Water,Water,Water,Water,Water,Water,Water,Grassland
3705,Water,Water,Water,Water,Water,Water,Water,Bareland
3706,Water,Water,Water,Water,Water,Water,Water,Water
3707,Water,Water,Water,Water,Water,Water,Water,Forest
3708,Water,Water,Water,Water,Water,Water,Forest,Grassland
3709,Water,Water,Water,Water,Water,Water,Forest,Bareland
3710,Water,Water,Water,Water,Water,Water,Forest,Water
3711,Water,Water,Water,Water,Water,Water,Forest,Forest
3712,Water,Water,Water,Water,Water,Forest,Wetland,Forest
3713,Water,Water,Water,Water,Water,Forest,Water,Water
3714,Water,Water,Water,Water,Water,Forest,Water,Forest
3715,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3716,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3717,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3718,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3719,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
3720,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3721,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3722,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3723,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3724,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3725,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3726,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3727,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3728,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3729,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
3730,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3731,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3732,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3733,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3734,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3735,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3736,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3737,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3738,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3739,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
3740,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3741,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3742,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3743,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3744,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3745,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3746,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3747,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3748,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3749,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Wetland
3750,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
3751,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
3752,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3753,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3754,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
3755,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3756,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3757,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3758,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3759,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3760,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3761,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3762,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3763,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3764,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3765,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3766,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3767,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
3768,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3769,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
3770,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3771,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3772,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3773,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3774,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
3775,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
3776,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
3777,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
3778,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
3779,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3780,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3781,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3782,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3783,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
3784,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
3785,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
3786,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3787,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3788,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
3789,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
3790,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3791,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3792,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
3793,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3794,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3795,Water,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3796,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3797,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3798,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3799,Water,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3800,Water,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3801,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3802,Water,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3803,Water,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3804,Water,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3805,Water,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3806,Water,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3807,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3808,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3809,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3810,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3811,Water,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3812,Water,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3813,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3814,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3815,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
3816,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3817,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
3818,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3819,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
3820,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
3821,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3822,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3823,Water,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
3824,Water,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
3825,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
3826,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3827,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3828,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Forest
3829,Water,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3830,Water,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
3831,Water,Forest,Water,NULL,Water,Bareland,Forest,Forest
3832,Water,Forest,Water,Non_Water,Water,Bareland,Bareland,Forest
3833,Water,Forest,Water,Non_Water,Water,Water,Water,Water
3834,Water,Forest,Water,Water,Water,Bareland,Bareland,Water
3835,Water,Forest,Water,Water,Water,Bareland,Bareland,Forest
3836,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3837,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3838,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3839,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3840,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3841,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3842,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3843,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
3844,Water,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3845,Water,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3846,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3847,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3848,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3849,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3850,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3851,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3852,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
