Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHM_M_R
2126,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2127,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2128,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2129,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2130,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2131,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2132,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2133,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2134,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2135,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2136,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2137,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2138,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2139,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2140,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2141,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2142,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2143,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2144,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2145,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2146,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2147,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2148,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
2149,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2150,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2151,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2152,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
2153,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2154,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2155,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2156,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2157,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
2158,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
2159,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2160,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2161,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2162,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2163,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
2164,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
2165,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2166,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2167,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2168,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2169,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2170,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2171,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
2172,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2173,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2174,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2175,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2176,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2177,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2178,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2179,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2180,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
2181,Water,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2182,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2183,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2184,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2185,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2186,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2187,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2188,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2189,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2190,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2191,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2192,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2193,Water,Forest,Wetland,Water,Wetland,Bareland,Water,Water
2194,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2195,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2196,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2197,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2198,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
2199,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
2200,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2201,Water,Forest,Water,NULL,Water,NULL,Wetland,Forest
2202,Water,Forest,Water,NULL,Water,Water,Water,Water
2203,Water,Forest,Water,NULL,Water,Water,Water,Forest
2204,Water,Forest,Water,Non_Water,Water,Wetland,Water,Water
2205,Water,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2206,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
2207,Water,Forest,Water,Water,Water,NULL,Wetland,Water
2208,Water,Forest,Water,Water,Water,NULL,Water,Water
2209,Water,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2210,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
2211,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
2212,Water,Forest,Water,Water,Water,Wetland,Water,Water
2213,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
2214,Water,Forest,Water,Water,Water,Water,Wetland,Wetland
2215,Water,Forest,Water,Water,Water,Water,Wetland,Water
2216,Water,Forest,Water,Water,Water,Water,Water,Grassland
2217,Water,Forest,Water,Water,Water,Water,Water,Water
2218,Water,Forest,Water,Water,Water,Water,Water,Forest
2219,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2220,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
2221,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
2222,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water,Water,Water
2223,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2224,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Bareland,Water
2225,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
2226,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2227,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2228,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2229,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2230,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2231,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2232,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2233,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2234,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2235,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2236,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2237,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2238,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2239,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2240,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2241,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2242,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2243,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2244,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2245,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2246,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2247,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2248,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2249,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2250,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2251,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2252,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2253,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2254,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2255,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2256,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2257,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2258,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2259,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2260,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2261,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Water
2262,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
2263,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2264,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
2265,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2266,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2267,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Water
2268,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
2269,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
2270,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Water
2271,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2272,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2273,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2274,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2275,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2276,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2277,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2278,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2279,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2280,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2281,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2282,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2283,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2284,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2285,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2286,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2287,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2288,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2289,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2290,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2291,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2292,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2293,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2294,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2295,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2296,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2297,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2298,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2299,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2300,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2301,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2302,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2303,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2304,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2305,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2306,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2307,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2308,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2309,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2310,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2311,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2312,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2313,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
2314,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2315,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2316,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2317,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2318,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2319,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2320,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2321,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2322,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2323,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2324,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2325,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2326,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2327,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2328,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2329,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
2330,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
2331,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
2332,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
2333,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
2334,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
2335,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
2336,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
2337,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
2338,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
2339,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
2340,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
2341,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2342,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
2343,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2344,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Water
2345,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2346,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2347,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2348,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2349,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2350,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2351,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2352,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2353,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2354,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2355,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2356,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2357,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2358,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2359,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2360,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2361,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2362,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2363,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2364,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2365,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2366,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2367,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2368,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2369,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2370,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2371,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2372,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2373,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2374,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2375,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
2376,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2377,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2378,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
2379,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2380,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2381,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2382,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2383,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2384,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2385,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2386,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2387,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2388,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
2389,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2390,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2391,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2392,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2393,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2394,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2395,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2396,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
2397,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2398,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2399,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2400,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2401,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2402,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2403,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2404,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2405,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
2406,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2407,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2408,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2409,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2410,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2411,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
2412,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
2413,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
2414,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
2415,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
2416,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
2417,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2418,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2419,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2420,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2421,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2422,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2423,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
2424,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
2425,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
2426,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
2427,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2428,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2429,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2430,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2431,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2432,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2433,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
2434,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2435,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2436,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
2437,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
2438,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2439,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
2440,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2441,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
2442,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
2443,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2444,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
2445,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
2446,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
2447,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
2448,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Water
2449,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2450,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2451,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2452,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2453,Forest,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
2454,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2455,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2456,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2457,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
2458,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
2459,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2460,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
2461,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2462,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2463,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2464,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2465,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2466,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2467,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2468,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2469,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2470,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2471,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2472,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2473,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2474,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2475,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2476,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2477,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
