Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXV_M_R
695,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
696,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
697,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
698,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
699,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
700,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
701,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
702,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
703,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
704,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
705,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
706,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
707,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
708,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
709,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
710,Cropland,Water,Water,Water,Water,NULL,NULL,Wetland
711,Cropland,Water,Water,Water,Water,NULL,NULL,Water
712,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
713,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
714,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
715,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
716,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
717,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
718,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
719,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
720,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
721,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
722,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
723,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
724,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
725,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
726,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
727,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
728,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
729,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
730,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
731,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
732,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
733,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
734,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
735,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
736,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
737,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
738,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
739,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
740,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
741,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
742,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
743,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
744,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
745,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
746,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
747,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
748,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
749,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
750,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
751,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
752,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
753,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
754,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
755,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
756,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
757,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
758,Cropland,Forest,Water,Water,Water,NULL,NULL,Wetland
759,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
760,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
761,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
762,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
763,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
764,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
765,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
766,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
767,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
768,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
769,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
770,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
771,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
772,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
773,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
774,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
775,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
776,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
777,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
778,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
779,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
780,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
781,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
782,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
783,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
784,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
785,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
786,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
787,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
788,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
789,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
790,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
791,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
792,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
793,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
794,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
795,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
796,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
797,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
798,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
799,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
800,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
801,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
802,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
803,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
804,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
805,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
806,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
807,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
808,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
809,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
810,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
811,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
812,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
813,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
814,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
815,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
816,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
817,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
818,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
819,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
820,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
821,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
822,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
823,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
824,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
825,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
826,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
827,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
828,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
829,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
830,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
831,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
832,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
833,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
834,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
835,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
836,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
837,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
838,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
839,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
840,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
841,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
842,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
843,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
844,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
845,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
846,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
847,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
848,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
849,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
850,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
851,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
852,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
853,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
854,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
855,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
856,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
857,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
858,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
859,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
860,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
861,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
862,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
863,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
864,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
865,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
866,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
867,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
868,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
869,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
870,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
871,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
872,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
873,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
874,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
875,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
876,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
877,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
878,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
879,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
880,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
881,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
882,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
883,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
884,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
885,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
886,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
887,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
888,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
889,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
890,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
891,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
892,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
893,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
894,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
895,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
896,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
897,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
898,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
899,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
900,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
901,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
902,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
903,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
904,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
905,Wetland,Water,Water,Water,Water,NULL,NULL,Water
906,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
907,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
908,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
909,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
910,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
911,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
912,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
913,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
914,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
915,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
916,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
917,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
918,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
919,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
920,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
921,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
922,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
923,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
924,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
925,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
926,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
927,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
928,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
929,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
930,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
931,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
932,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
933,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
934,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
935,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
936,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
937,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
938,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
939,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
940,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
941,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
942,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
943,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
944,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
945,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
946,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
947,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
948,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
949,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
950,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
951,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
952,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
953,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
954,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
955,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
956,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
957,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
958,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
959,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
960,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
961,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
962,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
963,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
964,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
965,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
966,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
967,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
968,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
969,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
970,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
971,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
972,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
973,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
974,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
975,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
976,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
977,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
978,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
979,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
980,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
981,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
982,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
983,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
984,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
985,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
986,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
987,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
988,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
989,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
990,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
991,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
992,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
993,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
994,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
995,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
996,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
997,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
998,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
999,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1000,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1001,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1002,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1003,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1004,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1005,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1006,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1007,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1008,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1009,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1010,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1011,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1012,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1013,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1014,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1015,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1016,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1017,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1018,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1019,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1020,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1021,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1022,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1023,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1024,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1025,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1026,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1027,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1028,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1029,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1031,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1032,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1033,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1034,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1035,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1036,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1037,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1038,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1039,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1040,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1041,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1042,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1043,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1044,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1045,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1046,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1047,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1048,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1049,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1050,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1051,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
