Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPF_M_R
18255,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
18256,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
18257,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
18258,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
18259,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
18260,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
18261,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Cropland
18262,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
18263,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
18264,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
18265,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
18266,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
18267,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
18268,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
18269,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
18270,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
18271,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
18272,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
18273,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
18274,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
18275,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
18276,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
18277,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
18278,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
18279,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
18280,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
18281,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
18282,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
18283,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
18284,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
18285,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
18286,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
18287,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
18288,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
18289,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
18290,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
18291,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
18292,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,NULL
18293,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
18294,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
18295,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
18296,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
18297,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
18298,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
18299,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
18300,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
18301,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Water
18302,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
18303,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
18304,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
18305,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
18306,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
18307,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
18308,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
18309,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,NULL
18310,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
18311,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
18312,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
18313,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
18314,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
18315,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
18316,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
18317,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
18318,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
18319,Forest,NULL,Forest,Water,Non_Wetland,Cropland,Shrubland,Wetland
18320,Forest,NULL,Forest,Water,Non_Wetland,Cropland,Water,Grassland
18321,Forest,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
18322,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,NULL
18323,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
18324,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Built-up,NULL
18325,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
18326,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
18327,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
18328,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
18329,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
18330,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
18331,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
18332,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
18333,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
18334,Forest,NULL,Forest,Water,Non_Wetland,Water,Built-up,Forest
18335,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
18336,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
18337,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
18338,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
18339,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Wetland
18340,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
18341,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Water
18342,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
18343,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
18344,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
18345,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
18346,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
18347,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
18348,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
18349,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
18350,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
18351,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
18352,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
18353,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
18354,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
18355,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
18356,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
18357,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
18358,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
18359,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
18360,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
18361,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
18362,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
18363,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
18364,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
18365,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
18366,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
18367,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
18368,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
18369,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
18370,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
18371,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
18372,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
18373,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
18374,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18375,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18376,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
18377,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
18378,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
18379,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
18380,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18381,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
18382,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18383,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
18384,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
18385,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
18386,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
18387,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
18388,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
18389,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
18390,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
18391,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
18392,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
18393,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
18394,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18395,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
18396,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
18397,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
18398,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
18399,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
18400,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
18401,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
18402,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
18403,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
18404,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
18405,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
18406,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
18407,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
18408,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
18409,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
18410,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
18411,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
18412,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
18413,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
18414,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
18415,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
18416,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
18417,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
18418,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
18419,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
18420,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
18421,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
18422,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
18423,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
18424,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18425,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
18426,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
18427,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
18428,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
18429,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
18430,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
18431,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
18432,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
18433,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
18434,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
18435,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Water
18436,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
18437,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
18438,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
18439,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
18440,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
18441,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
18442,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
18443,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
18444,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
18445,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
18446,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
18447,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
18448,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
18449,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
18450,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
18451,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
18452,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
18453,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
18454,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
18455,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
18456,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
18457,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
18458,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
18459,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
18460,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
18461,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
18462,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
18463,Forest,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
18464,Forest,Cropland,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
18465,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
18466,Forest,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
18467,Forest,Cropland,NULL,Water,Non_Wetland,Forest,Water,Forest
18468,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
18469,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
18470,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
18471,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
18472,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
18473,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
18474,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
18475,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
18476,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
18477,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
18478,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
18479,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
18480,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
18481,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
18482,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
18483,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
18484,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
18485,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
18486,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
18487,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
18488,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
18489,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
18490,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
18491,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
18492,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
18493,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
18494,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
18495,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
18496,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
18497,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18498,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18499,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
18500,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
18501,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
18502,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18503,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
18504,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18505,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
18506,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
18507,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
18508,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
18509,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
18510,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
18511,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
18512,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
18513,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
18514,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
18515,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
18516,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
18517,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
18518,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18519,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
18520,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
18521,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
18522,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18523,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
18524,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
18525,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
18526,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
18527,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
18528,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
18529,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
18530,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
18531,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
18532,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
18533,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
18534,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
18535,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
18536,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
18537,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
18538,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
18539,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
18540,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
18541,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
18542,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
18543,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
18544,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
18545,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
18546,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18547,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
18548,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
18549,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
18550,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
18551,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
18552,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
18553,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
18554,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
18555,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
18556,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
18557,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
18558,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
18559,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
18560,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
18561,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
18562,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
18563,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
18564,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
18565,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
18566,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
18567,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
18568,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
18569,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
18570,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
18571,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
18572,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
18573,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
18574,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
18575,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
18576,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
18577,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
18578,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
