Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPJ_M_R
681,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
682,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
683,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
684,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
685,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
686,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
687,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
688,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
689,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
690,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
691,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
692,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
693,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
694,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
695,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
696,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
697,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
698,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
699,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
700,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
701,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
702,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
703,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
704,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
705,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
706,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
707,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
708,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
709,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
710,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
711,Water,Water,Water,NULL,Water,NULL,NULL,Water
712,Water,Water,Water,NULL,Water,NULL,NULL,Forest
713,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
714,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
715,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
716,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
717,Water,Water,Water,Water,Water,NULL,NULL,Grassland
718,Water,Water,Water,Water,Water,NULL,NULL,Wetland
719,Water,Water,Water,Water,Water,NULL,NULL,Water
720,Water,Water,Water,Water,Water,NULL,NULL,Forest
721,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
722,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
723,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
724,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
725,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
726,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
727,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
728,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
729,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
730,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
731,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
732,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
733,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
734,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
735,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
736,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
737,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
738,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
739,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
740,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
741,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
742,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
743,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
744,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
745,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
746,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
747,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
748,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
749,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
750,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
751,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
752,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
753,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
754,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
755,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
756,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
757,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
758,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
759,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
760,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
761,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
762,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
763,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
764,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
765,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
766,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
767,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
768,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
769,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
770,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
771,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
772,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
773,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
774,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
775,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
776,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
777,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
778,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
779,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
780,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
781,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
782,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
783,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
784,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
785,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
786,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
787,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
788,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
789,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
790,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
791,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
792,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
793,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
794,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
795,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
796,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
797,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
798,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
799,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
800,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
801,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
802,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
803,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
804,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
805,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
806,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
807,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
808,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
809,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
810,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
811,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
812,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
813,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
814,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
815,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
816,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
817,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
818,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
819,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
820,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
821,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
822,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
823,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
824,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
825,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
826,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
827,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
828,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
829,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
830,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
831,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
832,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
833,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
834,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
835,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
836,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
837,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
838,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
839,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
840,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
841,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
842,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
843,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
844,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
845,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
846,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
847,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
848,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
849,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
850,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
851,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
852,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
853,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
854,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
855,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
856,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
857,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
858,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
859,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
860,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
861,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
862,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
863,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
864,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
865,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
866,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
867,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
868,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
869,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
870,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
871,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
872,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
873,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
874,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
875,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
876,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
877,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
878,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
879,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
880,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
881,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
882,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
883,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
884,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
885,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
886,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
887,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
888,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
889,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
890,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
891,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
892,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
893,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
894,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
895,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
896,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
897,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
898,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
899,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
900,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
901,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
902,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
903,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
904,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
905,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
906,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
907,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
908,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
909,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
910,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
911,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
912,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
913,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
914,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
915,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
916,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
917,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
918,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
919,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
920,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
921,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
922,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
923,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
924,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
925,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
926,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
927,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
928,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
929,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
930,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
931,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
932,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
933,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
934,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
935,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
936,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
937,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
938,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
939,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
940,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
941,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
942,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
943,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
944,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
945,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
946,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
947,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
948,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
949,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
950,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
951,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
952,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
953,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
954,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
955,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
956,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
957,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
958,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
959,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
960,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
961,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
962,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
963,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
964,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
965,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
966,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
967,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
968,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
969,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
970,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
971,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
972,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
973,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
974,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
975,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
976,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
977,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
978,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
979,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
980,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
981,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
982,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
983,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
984,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
985,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
986,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
987,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
988,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
989,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
990,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
991,Forest,Water,Water,NULL,Water,NULL,NULL,Water
992,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
993,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
994,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
995,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
996,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
997,Forest,Water,Water,Water,Water,NULL,NULL,Water
998,Forest,Water,Water,Water,Water,NULL,NULL,Forest
999,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1000,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1001,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1002,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1003,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1004,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1005,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1006,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1007,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1008,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1009,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1010,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1011,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1012,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1014,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1015,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1016,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1017,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1018,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1019,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1020,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1022,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1023,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1024,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1025,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1026,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1027,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1028,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1029,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1030,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1032,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1033,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1034,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1035,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
