Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R
11859,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
11860,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Cropland
11861,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
11862,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
11863,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11864,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
11865,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
11866,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11867,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
11868,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
11869,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11870,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
11871,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
11872,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
11873,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11874,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
11875,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
11876,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
11877,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
11878,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
11879,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11880,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11881,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11882,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
11883,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11884,Forest,NULL,Built-up,Water,Non_Wetland,Shrubland,Grassland,Forest
11885,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
11886,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
11887,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
11888,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
11889,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
11890,Forest,NULL,Water,NULL,Water,Water,Grassland,Bareland
11891,Forest,NULL,Water,NULL,Water,Water,Water,NULL
11892,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
11893,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
11894,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
11895,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
11896,Forest,NULL,Water,Water,Water,Shrubland,NULL,Forest
11897,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
11898,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Water
11899,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
11900,Forest,NULL,Water,Water,Water,Shrubland,Water,Water
11901,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
11902,Forest,NULL,Water,Water,Water,Water,Shrubland,Wetland
11903,Forest,NULL,Water,Water,Water,Water,Shrubland,Bareland
11904,Forest,NULL,Water,Water,Water,Water,Shrubland,Water
11905,Forest,NULL,Water,Water,Water,Water,Grassland,Water
11906,Forest,NULL,Water,Water,Water,Water,Water,Wetland
11907,Forest,NULL,Water,Water,Water,Water,Water,Water
11908,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11909,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11910,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11911,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
11912,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11913,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11914,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11915,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
11916,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
11917,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
11918,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11919,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11920,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11921,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
11922,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
11923,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11924,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
11925,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
11926,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
11927,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
11928,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
11929,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
11930,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
11931,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Cropland
11932,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
11933,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
11934,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11935,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11936,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11937,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11938,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
11939,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
11940,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11941,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11942,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11943,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11944,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11945,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11946,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11947,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
11948,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11949,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11950,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11951,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11952,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11953,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
11954,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11955,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
11956,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
11957,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
11958,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11959,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
11960,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
11961,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11962,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
11963,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
11964,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
11965,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
11966,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
11967,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11968,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
11969,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
11970,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
11971,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11972,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11973,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11974,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11975,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11976,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11977,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11978,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11979,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11980,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11981,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11982,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11983,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11984,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
11985,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11986,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
11987,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
11988,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
11989,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11990,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11991,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
11992,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
11993,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
11994,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
11995,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11996,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
11997,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
11998,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
11999,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12000,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
12001,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12002,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
12003,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
12004,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
12005,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12006,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12007,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
12008,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
12009,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12010,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
12011,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12012,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12013,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
12014,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12015,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12016,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12017,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12018,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
12019,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12020,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12021,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
12022,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12023,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
12024,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
12025,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
12026,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
12027,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
12028,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12029,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12030,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
12031,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
12032,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12033,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
12034,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
12035,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12036,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
12037,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
12038,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
12039,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
12040,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
12041,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
12042,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
12043,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
12044,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
12045,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
12046,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
12047,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
12048,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
12049,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12050,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
12051,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12052,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12053,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12054,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
12055,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
12056,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12057,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12058,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12059,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12060,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
12061,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Wetland
12062,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
12063,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12064,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12065,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
12066,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12067,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
12068,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12069,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
12070,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12071,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12072,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
12073,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12074,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
12075,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12076,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
12077,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12078,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12079,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
12080,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
12081,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12082,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12083,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
12084,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12085,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12086,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12087,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12088,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
12089,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
12090,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
12091,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12092,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12093,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
12094,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12095,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12096,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12097,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
12098,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
12099,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
12100,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12101,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
12102,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
12103,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
12104,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
12105,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
12106,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12107,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12108,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
12109,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
12110,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Water
12111,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
12112,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
12113,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
12114,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
12115,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
12116,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
12117,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Water
12118,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
12119,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12120,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
12121,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Bareland
12122,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
12123,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
12124,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
12125,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
12126,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Wetland
12127,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
12128,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
12129,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,NULL
12130,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
12131,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
12132,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
12133,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
12134,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
12135,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12136,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
12137,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12138,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
12139,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
12140,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
12141,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12142,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12143,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
12144,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12145,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12146,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12147,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12148,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12149,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12150,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12151,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12152,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12153,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12154,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12155,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
12156,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12157,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12158,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
12159,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
12160,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
12161,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12162,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12163,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12164,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12165,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12166,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12167,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12168,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12169,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12170,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12171,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12172,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12173,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12174,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12175,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12176,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12177,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
12178,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
12179,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12180,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12181,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
12182,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12183,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12184,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
12185,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12186,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
12187,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
12188,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12189,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
