Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCK_M_R
1737,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1738,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1739,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1740,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1741,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Wetland
1742,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1743,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1744,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1745,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1746,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1747,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1748,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1749,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1750,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1751,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1752,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1753,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1754,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1755,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1756,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Wetland
1757,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
1758,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
1759,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
1760,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
1761,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1762,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1763,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1764,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Grassland,Water
1765,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
1766,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Water
1767,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Grassland,Grassland
1768,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Grassland,Built-up
1769,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
1770,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
1771,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1772,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
1773,Water,Built-up,Water,Water,Water,NULL,NULL,Wetland
1774,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1775,Water,Built-up,Water,Water,Water,Water,Water,Water
1776,Water,Built-up,Water,Water,Water,Water,Water,Forest
1777,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1778,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1779,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1780,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1781,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1782,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1783,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1784,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1785,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1786,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1787,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1788,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1789,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1790,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1791,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1792,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1793,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1794,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1795,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1796,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1797,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1798,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1799,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1800,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1801,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1802,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1803,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1804,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1805,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Built-up
1806,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1807,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1808,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1809,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1810,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1811,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1812,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1813,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1814,Water,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1815,Water,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1816,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1817,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1818,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1819,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1820,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1821,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1822,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1823,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1824,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1825,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1826,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
1827,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
1828,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1829,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1830,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1831,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1832,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
1833,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
1834,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1835,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1836,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1837,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1838,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
1839,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1840,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1841,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1842,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1843,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1844,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1845,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1846,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
1847,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1848,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1849,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1850,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1851,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1852,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1853,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1854,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1855,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1856,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1857,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1858,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1859,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1860,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1861,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1862,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
1863,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1864,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1865,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1866,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
1867,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1868,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1869,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1870,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1871,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1872,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1873,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1874,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
1875,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
1876,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1877,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1878,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1879,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1880,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
1881,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1882,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1883,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Bareland
1884,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1885,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1886,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
1887,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1888,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1889,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
1890,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
1891,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
1892,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Water
1893,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
1894,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
1895,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
1896,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1897,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1898,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1899,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1900,Water,Water,Wetland,NULL,NULL,NULL,NULL,Wetland
1901,Water,Water,Wetland,NULL,NULL,NULL,NULL,Water
1902,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1903,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1904,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1905,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1906,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1907,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1908,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1909,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
1910,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1911,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1912,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
1913,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1914,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1915,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
1916,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
1917,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1918,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1919,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1920,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1921,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1922,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1923,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1924,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1925,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1926,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1927,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1928,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
1929,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
1930,Water,Water,Wetland,NULL,Wetland,Water,NULL,Built-up
1931,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
1932,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
1933,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1934,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1935,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1936,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1937,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1938,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1939,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1940,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1941,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1942,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1943,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1944,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
1945,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
1946,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
1947,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1948,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1949,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1950,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1951,Water,Water,Wetland,Non_Water,NULL,NULL,NULL,Water
1952,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1953,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1954,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1955,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1956,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1957,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1958,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1959,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1960,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1961,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1962,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
1963,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1964,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1965,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1966,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1967,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1968,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1969,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Water
1970,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1971,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
1972,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
1973,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
1974,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1975,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1976,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1977,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1978,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1979,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1980,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1981,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1982,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1983,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
1984,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1985,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1986,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1987,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1988,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1989,Water,Water,Wetland,Water,NULL,NULL,NULL,Water
1990,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1991,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1992,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1993,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1994,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1995,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1996,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1997,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1998,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1999,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
2000,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
2001,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Bareland
2002,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
2003,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
2004,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2005,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2006,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2007,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
2008,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2009,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2010,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
2011,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
2012,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2013,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2014,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
2015,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
2016,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
2017,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
2018,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
2019,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
2020,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2021,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2022,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2023,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2024,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2025,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2026,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2027,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2028,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2029,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2030,Water,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
2031,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
2032,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
2033,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2034,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2035,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Water,Water
2036,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2037,Water,Water,Water,NULL,NULL,NULL,NULL,Water
2038,Water,Water,Water,NULL,NULL,NULL,NULL,Forest
2039,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2040,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2041,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2042,Water,Water,Water,NULL,Water,NULL,NULL,Water
2043,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2044,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2045,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2046,Water,Water,Water,NULL,Water,NULL,Water,Forest
2047,Water,Water,Water,NULL,Water,NULL,Forest,Forest
2048,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
2049,Water,Water,Water,NULL,Water,Wetland,NULL,Water
2050,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
2051,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
2052,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2053,Water,Water,Water,NULL,Water,Wetland,Water,Water
2054,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2055,Water,Water,Water,NULL,Water,Wetland,Forest,Water
2056,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
2057,Water,Water,Water,NULL,Water,Bareland,NULL,Forest
2058,Water,Water,Water,NULL,Water,Bareland,Water,Water
2059,Water,Water,Water,NULL,Water,Water,NULL,Wetland
2060,Water,Water,Water,NULL,Water,Water,NULL,Water
2061,Water,Water,Water,NULL,Water,Water,NULL,Forest
2062,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
2063,Water,Water,Water,NULL,Water,Water,Wetland,Water
2064,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2065,Water,Water,Water,NULL,Water,Water,Water,Grassland
2066,Water,Water,Water,NULL,Water,Water,Water,Wetland
2067,Water,Water,Water,NULL,Water,Water,Water,Water
2068,Water,Water,Water,NULL,Water,Water,Water,Forest
2069,Water,Water,Water,NULL,Water,Water,Forest,Water
2070,Water,Water,Water,NULL,Water,Water,Forest,Forest
2071,Water,Water,Water,NULL,Water,Forest,NULL,Wetland
2072,Water,Water,Water,NULL,Water,Forest,NULL,Water
2073,Water,Water,Water,NULL,Water,Forest,NULL,Forest
2074,Water,Water,Water,NULL,Water,Forest,Wetland,Water
2075,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
2076,Water,Water,Water,NULL,Water,Forest,Water,Water
2077,Water,Water,Water,NULL,Water,Forest,Forest,Forest
2078,Water,Water,Water,Non_Water,NULL,NULL,NULL,Water
2079,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2080,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2081,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2082,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2083,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2084,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2085,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
2086,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
2087,Water,Water,Water,Non_Water,Water,Grassland,NULL,Forest
2088,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
2089,Water,Water,Water,Non_Water,Water,Wetland,NULL,Forest
2090,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2091,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2092,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2093,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2094,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2095,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
2096,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
2097,Water,Water,Water,Non_Water,Water,Water,NULL,Bareland
2098,Water,Water,Water,Non_Water,Water,Water,NULL,Water
2099,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
2100,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2101,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2102,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2103,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2104,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2105,Water,Water,Water,Non_Water,Water,Water,Water,Water
2106,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2107,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2108,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2109,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
2110,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
2111,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2112,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
