Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQU_M_R
10585,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
10586,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10587,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10588,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
10589,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10590,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
10591,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
10592,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
10593,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
10594,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
10595,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
10596,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
10597,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Water
10598,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
10599,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Forest
10600,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Water
10601,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
10602,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
10603,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
10604,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
10605,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
10606,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
10607,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
10608,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
10609,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
10610,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
10611,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
10612,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
10613,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
10614,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Forest
10615,Water,Built-up,Built-up,Water,Non_Wetland,Water,Grassland,Water
10616,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
10617,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Water
10618,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
10619,Water,Built-up,Water,NULL,Water,Built-up,Water,Built-up
10620,Water,Built-up,Water,NULL,Water,Built-up,Water,Forest
10621,Water,Built-up,Water,NULL,Water,Water,Built-up,Bareland
10622,Water,Built-up,Water,NULL,Water,Water,Built-up,Water
10623,Water,Built-up,Water,NULL,Water,Water,Built-up,Forest
10624,Water,Built-up,Water,NULL,Water,Water,Water,Water
10625,Water,Built-up,Water,NULL,Water,Water,Water,Forest
10626,Water,Built-up,Water,Non_Water,Water,NULL,Built-up,Forest
10627,Water,Built-up,Water,Non_Water,Water,Grassland,Water,Grassland
10628,Water,Built-up,Water,Non_Water,Water,Bareland,Built-up,Water
10629,Water,Built-up,Water,Non_Water,Water,Built-up,Built-up,Water
10630,Water,Built-up,Water,Non_Water,Water,Built-up,Water,Water
10631,Water,Built-up,Water,Non_Water,Water,Water,NULL,Water
10632,Water,Built-up,Water,Non_Water,Water,Water,Built-up,Water
10633,Water,Built-up,Water,Non_Water,Water,Water,Built-up,Forest
10634,Water,Built-up,Water,Non_Water,Water,Forest,Built-up,Forest
10635,Water,Built-up,Water,Non_Water,Water,Forest,Water,Forest
10636,Water,Built-up,Water,Non_Water,Water,Forest,Forest,Forest
10637,Water,Built-up,Water,Water,Water,NULL,Built-up,Water
10638,Water,Built-up,Water,Water,Water,NULL,Water,Water
10639,Water,Built-up,Water,Water,Water,NULL,Water,Forest
10640,Water,Built-up,Water,Water,Water,Grassland,Water,Forest
10641,Water,Built-up,Water,Water,Water,Bareland,Water,Forest
10642,Water,Built-up,Water,Water,Water,Built-up,Built-up,Water
10643,Water,Built-up,Water,Water,Water,Built-up,Built-up,Forest
10644,Water,Built-up,Water,Water,Water,Built-up,Water,Water
10645,Water,Built-up,Water,Water,Water,Built-up,Water,Forest
10646,Water,Built-up,Water,Water,Water,Water,NULL,Forest
10647,Water,Built-up,Water,Water,Water,Water,Built-up,Water
10648,Water,Built-up,Water,Water,Water,Water,Water,Grassland
10649,Water,Built-up,Water,Water,Water,Water,Water,Water
10650,Water,Built-up,Water,Water,Water,Water,Water,Forest
10651,Water,Built-up,Water,Water,Water,Forest,Built-up,Forest
10652,Water,Built-up,Water,Water,Water,Forest,Water,Forest
10653,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
10654,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10655,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10656,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10657,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
10658,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
10659,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Water
10660,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Forest
10661,Water,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Bareland
10662,Water,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Water
10663,Water,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
10664,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10665,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Water
10666,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
10667,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
10668,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
10669,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10670,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
10671,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
10672,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
10673,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
10674,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10675,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10676,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
10677,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
10678,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10679,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
10680,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
10681,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Water
10682,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
10683,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
10684,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Water
10685,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
10686,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10687,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Cropland
10688,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
10689,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
10690,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
10691,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
10692,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10693,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
10694,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
10695,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10696,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10697,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10698,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
10699,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
10700,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
10701,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10702,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10703,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10704,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10705,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
10706,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10707,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
10708,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
10709,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
10710,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
10711,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
10712,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10713,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10714,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
10715,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10716,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
10717,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10718,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
10719,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10720,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
10721,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
10722,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
10723,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10724,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
10725,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
10726,Water,Water,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
10727,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
10728,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
10729,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
10730,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
10731,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
10732,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
10733,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
10734,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10735,Water,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Water
10736,Water,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
10737,Water,Water,NULL,NULL,Non_Wetland,Built-up,Grassland,Water
10738,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
10739,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
10740,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
10741,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
10742,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
10743,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Bareland
10744,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Water
10745,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Forest
10746,Water,Water,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
10747,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10748,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
10749,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
10750,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
10751,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
10752,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
10753,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
10754,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10755,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
10756,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
10757,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
10758,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10759,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
10760,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
10761,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
10762,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Water
10763,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Forest
10764,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
10765,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
10766,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
10767,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
10768,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Built-up
10769,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
10770,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
10771,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
10772,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
10773,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
10774,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
10775,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
10776,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10777,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
10778,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
10779,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10780,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10781,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
10782,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
10783,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
10784,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Water
10785,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10786,Water,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Water
10787,Water,Water,NULL,NULL,Non_Wetland,Forest,Built-up,Water
10788,Water,Water,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
10789,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
10790,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Wetland
10791,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
10792,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
10793,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10794,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
10795,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
10796,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10797,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
10798,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
10799,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
10800,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10801,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
10802,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
10803,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Built-up,Water
10804,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
10805,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
10806,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
10807,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
10808,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
10809,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
10810,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
10811,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10812,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
10813,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10814,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10815,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10816,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10817,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
10818,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
10819,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
10820,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10821,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
10822,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
10823,Water,Water,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
10824,Water,Water,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Water
10825,Water,Water,NULL,Non_Water,Non_Wetland,Built-up,Water,Grassland
10826,Water,Water,NULL,Non_Water,Non_Wetland,Built-up,Water,Water
10827,Water,Water,NULL,Non_Water,Non_Wetland,Built-up,Water,Forest
10828,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
10829,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
10830,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
10831,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
10832,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
10833,Water,Water,NULL,Non_Water,Non_Wetland,Water,Built-up,Water
10834,Water,Water,NULL,Non_Water,Non_Wetland,Water,Built-up,Forest
10835,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
10836,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
10837,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
10838,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
10839,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Built-up
10840,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
10841,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
10842,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
10843,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
10844,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
10845,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
10846,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Water
10847,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
10848,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Water
10849,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Built-up,Water
10850,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Built-up,Forest
10851,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
10852,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
10853,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
10854,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
10855,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
10856,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
10857,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
10858,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
10859,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
10860,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
10861,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Water
10862,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Forest
10863,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland,Water
10864,Water,Water,NULL,Water,Non_Wetland,NULL,Built-up,Water
10865,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
10866,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Cropland
10867,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Bareland
10868,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
10869,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
10870,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Forest
10871,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
10872,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Water
10873,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
10874,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
10875,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
10876,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
10877,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
10878,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
10879,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
10880,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
10881,Water,Water,NULL,Water,Non_Wetland,Built-up,Built-up,Water
10882,Water,Water,NULL,Water,Non_Wetland,Built-up,Water,Water
10883,Water,Water,NULL,Water,Non_Wetland,Built-up,Water,Forest
10884,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
10885,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
10886,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
10887,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
10888,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
10889,Water,Water,NULL,Water,Non_Wetland,Water,Built-up,Water
10890,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
10891,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
10892,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
10893,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
10894,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
10895,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
10896,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
10897,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Water
10898,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
10899,Water,Water,NULL,Water,Non_Wetland,Forest,Built-up,Water
10900,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
10901,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
10902,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
10903,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
10904,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10905,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
10906,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10907,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
10908,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10909,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10910,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10911,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
10912,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
10913,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10914,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10915,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
10916,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
10917,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
10918,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
10919,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
10920,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
10921,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10922,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
10923,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
10924,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
10925,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
10926,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
10927,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10928,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10929,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
10930,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
10931,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
10932,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10933,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10934,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10935,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10936,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
10937,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
10938,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10939,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10940,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
10941,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10942,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10943,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10944,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
10945,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
