Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NCA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NCA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NCA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NCA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NCA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NCA_M_R
717,Forest,Water,Water,Water,Water,Water,Water,Forest
718,Forest,Water,Water,Water,Water,Water,Forest,Water
719,Forest,Water,Water,Water,Water,Water,Forest,Forest
720,Forest,Water,Water,Water,Water,Forest,NULL,Forest
721,Forest,Water,Water,Water,Water,Forest,Forest,Water
722,Forest,Water,Water,Water,Water,Forest,Forest,Forest
723,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
724,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
725,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
726,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
727,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
728,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
729,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
730,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
731,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
732,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
733,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
734,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
735,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
736,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
737,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
738,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
739,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
740,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
741,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
742,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
743,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
744,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
745,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
746,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
747,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
748,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
749,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
750,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
751,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
752,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
753,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
754,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
755,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
756,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
757,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
758,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
759,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
760,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
761,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
762,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
763,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
764,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
765,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
766,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
767,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
768,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
769,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
770,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
771,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
772,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
773,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
774,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
775,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
776,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
777,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
778,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
779,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
780,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
781,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
782,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
783,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
784,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
785,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
786,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
787,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
788,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
789,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
790,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
791,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
792,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
793,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
794,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
795,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
796,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
797,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
798,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
799,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
800,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
801,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
802,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
803,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
804,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
805,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
806,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
807,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
808,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
809,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
810,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
811,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
812,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
813,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
814,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
815,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
816,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
817,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
818,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
819,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
820,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
821,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
822,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
823,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
824,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
825,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
826,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
827,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
828,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
829,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
830,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
831,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
832,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
833,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
834,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
835,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
836,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
837,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
838,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
839,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
840,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
841,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
842,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
843,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
844,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
845,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
846,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
847,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
848,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
849,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
850,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
851,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
852,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
853,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
854,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
855,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
856,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
857,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
858,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
859,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
860,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
861,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
862,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
863,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
864,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
865,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
866,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
867,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
868,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
869,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
870,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
871,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
872,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
873,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
874,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
875,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
876,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
877,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
878,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
879,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
880,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
881,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
882,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
883,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
884,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
885,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
886,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
887,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
888,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
889,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
890,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
891,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
892,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
893,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
894,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
895,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
896,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
897,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
898,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
899,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
900,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
901,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
902,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
903,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
904,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
905,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
906,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
907,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
908,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
909,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
910,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
911,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
912,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
913,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
914,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
915,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
916,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
917,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
918,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
919,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
920,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
921,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
922,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
923,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
924,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
925,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
926,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
927,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
928,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
929,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
930,Forest,Forest,Built-up,NULL,Non_Wetland,Water,NULL,Forest
931,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
932,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
933,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
934,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
935,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
936,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
937,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
938,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
939,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
940,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
941,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
942,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
943,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
944,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
945,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
946,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
947,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
948,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
949,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
950,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
951,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
952,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
953,Forest,Forest,Water,Water,Water,NULL,NULL,Water
954,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
955,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
956,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
957,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
958,Forest,Forest,Water,Water,Water,Water,NULL,Water
959,Forest,Forest,Water,Water,Water,Water,NULL,Forest
960,Forest,Forest,Water,Water,Water,Water,Water,Forest
961,Forest,Forest,Water,Water,Water,Water,Forest,Water
962,Forest,Forest,Water,Water,Water,Water,Forest,Forest
963,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
964,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
965,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
966,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
967,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
968,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
969,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
970,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
971,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
972,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
973,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
974,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
975,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
976,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
977,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
978,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
979,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
980,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
981,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
982,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
983,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
984,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
985,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
986,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
987,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
988,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
989,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
990,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
991,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
992,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
993,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
994,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Water
995,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
996,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
997,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
998,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
999,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1000,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1001,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1002,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1003,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1004,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1005,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1006,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1007,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1008,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1009,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1010,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1011,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1012,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1013,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1014,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1015,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1016,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1017,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1018,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1019,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1020,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1021,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1022,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1023,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1024,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1025,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1026,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1027,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1028,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Water
1029,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Forest
1030,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1031,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1032,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1033,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1034,Forest,Forest,Forest,Water,Non_Wetland,Forest,NULL,Forest
1035,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1036,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1037,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
