Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYR_M_R
3215,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
3216,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
3217,Water,Water,Water,NULL,Water,Wetland,Water,Water
3218,Water,Water,Water,NULL,Water,Wetland,Water,Forest
3219,Water,Water,Water,NULL,Water,Wetland,Forest,Water
3220,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
3221,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
3222,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
3223,Water,Water,Water,NULL,Water,Bareland,Built-up,Water
3224,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
3225,Water,Water,Water,NULL,Water,Water,Grassland,Water
3226,Water,Water,Water,NULL,Water,Water,Grassland,Forest
3227,Water,Water,Water,NULL,Water,Water,Wetland,Water
3228,Water,Water,Water,NULL,Water,Water,Wetland,Forest
3229,Water,Water,Water,NULL,Water,Water,Bareland,Water
3230,Water,Water,Water,NULL,Water,Water,Built-up,Forest
3231,Water,Water,Water,NULL,Water,Water,Water,Grassland
3232,Water,Water,Water,NULL,Water,Water,Water,Bareland
3233,Water,Water,Water,NULL,Water,Water,Water,Water
3234,Water,Water,Water,NULL,Water,Water,Water,Forest
3235,Water,Water,Water,NULL,Water,Water,Forest,Grassland
3236,Water,Water,Water,NULL,Water,Water,Forest,Water
3237,Water,Water,Water,NULL,Water,Water,Forest,Forest
3238,Water,Water,Water,Non_Water,Water,NULL,Water,Water
3239,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3240,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
3241,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
3242,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
3243,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
3244,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
3245,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
3246,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
3247,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
3248,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
3249,Water,Water,Water,Non_Water,Water,Water,Water,Water
3250,Water,Water,Water,Non_Water,Water,Water,Water,Forest
3251,Water,Water,Water,Non_Water,Water,Forest,Water,Water
3252,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
3253,Water,Water,Water,Water,Water,NULL,Wetland,Water
3254,Water,Water,Water,Water,Water,NULL,Wetland,Forest
3255,Water,Water,Water,Water,Water,NULL,Water,Grassland
3256,Water,Water,Water,Water,Water,NULL,Water,Water
3257,Water,Water,Water,Water,Water,NULL,Water,Forest
3258,Water,Water,Water,Water,Water,Grassland,Water,Grassland
3259,Water,Water,Water,Water,Water,Grassland,Water,Water
3260,Water,Water,Water,Water,Water,Grassland,Water,Forest
3261,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
3262,Water,Water,Water,Water,Water,Wetland,Grassland,Water
3263,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
3264,Water,Water,Water,Water,Water,Wetland,Wetland,Water
3265,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
3266,Water,Water,Water,Water,Water,Wetland,Water,Grassland
3267,Water,Water,Water,Water,Water,Wetland,Water,Wetland
3268,Water,Water,Water,Water,Water,Wetland,Water,Water
3269,Water,Water,Water,Water,Water,Wetland,Water,Forest
3270,Water,Water,Water,Water,Water,Wetland,Forest,Grassland
3271,Water,Water,Water,Water,Water,Wetland,Forest,Forest
3272,Water,Water,Water,Water,Water,Bareland,Built-up,Water
3273,Water,Water,Water,Water,Water,Bareland,Water,Forest
3274,Water,Water,Water,Water,Water,Built-up,Built-up,Water
3275,Water,Water,Water,Water,Water,Water,NULL,Forest
3276,Water,Water,Water,Water,Water,Water,Grassland,Grassland
3277,Water,Water,Water,Water,Water,Water,Grassland,Water
3278,Water,Water,Water,Water,Water,Water,Grassland,Forest
3279,Water,Water,Water,Water,Water,Water,Wetland,Grassland
3280,Water,Water,Water,Water,Water,Water,Wetland,Water
3281,Water,Water,Water,Water,Water,Water,Wetland,Forest
3282,Water,Water,Water,Water,Water,Water,Built-up,Water
3283,Water,Water,Water,Water,Water,Water,Built-up,Forest
3284,Water,Water,Water,Water,Water,Water,Water,Grassland
3285,Water,Water,Water,Water,Water,Water,Water,Wetland
3286,Water,Water,Water,Water,Water,Water,Water,Bareland
3287,Water,Water,Water,Water,Water,Water,Water,Water
3288,Water,Water,Water,Water,Water,Water,Water,Forest
3289,Water,Water,Water,Water,Water,Water,Forest,Water
3290,Water,Water,Water,Water,Water,Water,Forest,Forest
3291,Water,Water,Water,Water,Water,Forest,Water,Water
3292,Water,Water,Water,Water,Water,Forest,Water,Forest
3293,Water,Water,Water,Water,Water,Forest,Forest,Forest
3294,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3295,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3296,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3297,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3298,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3299,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3300,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3301,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3302,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3303,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3304,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3305,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3306,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3307,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3308,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3309,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3310,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3311,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3312,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3313,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3314,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3315,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3316,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3317,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3318,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3319,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3320,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3321,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3322,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3323,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3324,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3325,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
3326,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3327,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3328,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3329,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3330,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3331,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3332,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3333,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3334,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3335,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3336,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3337,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
3338,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3339,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3340,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3341,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3342,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3343,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3344,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3345,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3346,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3347,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3348,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3349,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3350,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3351,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
3352,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
3353,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
3354,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3355,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3356,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3357,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3358,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3359,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3360,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3361,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3362,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3363,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3364,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3365,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3366,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3367,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3368,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3369,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3370,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3371,Water,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Water
3372,Water,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3373,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3374,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3375,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3376,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
3377,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3378,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3379,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3380,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3381,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3382,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3383,Water,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
3384,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3385,Water,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3386,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3387,Water,Forest,Water,NULL,Water,Wetland,Grassland,Forest
3388,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
3389,Water,Forest,Water,Water,Water,Water,Forest,Water
3390,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3391,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3392,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3393,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3394,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3395,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3396,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
3397,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
3398,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Cropland,NULL,Bareland
3399,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Cropland,NULL,Bareland
3400,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Cropland,NULL,Water
3401,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3402,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3403,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3404,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3405,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3406,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3407,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3408,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
3409,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3410,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3411,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3412,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3413,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3414,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3415,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3416,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3417,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3418,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3419,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3420,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3421,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3422,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
3423,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3424,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3425,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3426,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3427,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3428,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3429,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3430,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3431,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3432,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3433,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3434,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3435,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3436,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3437,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3438,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3439,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3440,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3441,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3442,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3443,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3444,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3445,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
3446,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3447,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
3448,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3449,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3450,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3451,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3452,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
3453,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3454,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3455,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3456,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3457,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3458,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3459,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3460,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3461,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
3462,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
3463,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3464,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3465,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3466,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3467,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3468,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3469,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3470,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3471,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3472,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3473,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3474,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3475,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3476,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3477,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3478,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3479,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3480,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3481,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3482,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3483,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3484,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3485,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3486,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3487,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3488,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3489,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
3490,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3491,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3492,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3493,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3494,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3495,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3496,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3497,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3498,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3499,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3500,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3501,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3502,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3503,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3504,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3505,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3506,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3507,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3508,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3509,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3510,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3511,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3512,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3513,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3514,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3515,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3516,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3517,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3518,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
3519,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
3520,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3521,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3522,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3523,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3524,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3525,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3526,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
3527,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3528,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3529,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3530,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3531,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3532,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3533,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3534,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3535,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3536,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3537,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3538,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3539,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3540,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3541,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3542,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
3543,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
3544,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3545,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3546,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3547,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
3548,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3549,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3550,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3551,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3552,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3553,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3554,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3555,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3556,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
3557,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3558,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3559,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3560,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3561,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3562,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3563,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3564,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
3565,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3566,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3567,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3568,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3569,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
