Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPV_M_R
1517,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1518,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1519,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1520,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1521,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1522,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1523,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1524,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1525,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1526,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1527,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1528,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1529,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1530,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1531,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1532,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1533,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1534,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1535,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1536,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1537,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1538,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1539,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1540,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1541,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1542,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1543,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1544,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1545,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1546,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1547,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1548,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1549,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1550,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1551,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1552,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1553,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1554,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1555,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1556,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1557,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1558,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1559,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1560,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1561,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1562,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1563,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1564,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1565,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
1566,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1567,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1568,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1569,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1570,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
1571,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1572,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1573,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1574,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1575,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1576,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1577,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1578,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1579,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1580,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
1581,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1582,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1583,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1584,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1585,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1586,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1587,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1588,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1589,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1590,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1591,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1592,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1593,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1594,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1595,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1596,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1597,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1598,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1599,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1600,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1601,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1602,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1603,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1604,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1605,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1606,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1607,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1608,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1609,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1610,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1611,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1612,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1613,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1614,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1615,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1616,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1617,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1618,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1619,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1620,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
1621,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1622,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1623,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1624,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1625,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1626,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1627,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
1628,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1629,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1630,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1631,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1632,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1633,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1634,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1635,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1636,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1637,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1638,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1639,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1640,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1641,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1642,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1643,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1644,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1645,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1646,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1647,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1648,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1649,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1650,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1651,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1652,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1653,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1654,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1655,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1656,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1657,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1658,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1659,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1660,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1661,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1662,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1663,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1664,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1665,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1666,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Grassland
1667,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
1668,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1669,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1670,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1671,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1672,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1673,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1674,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1675,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1676,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1677,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
1678,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1679,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1680,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1681,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1682,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1683,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1684,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1685,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1686,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1687,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1688,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
1689,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1690,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1691,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Forest
1692,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1693,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1694,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1695,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1696,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1697,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1698,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1699,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1700,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1701,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1702,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1703,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
1704,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1705,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1706,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
1707,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1708,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1709,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1710,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1711,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1712,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1713,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
1714,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1715,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1716,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1717,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1718,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1719,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1720,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
1721,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1722,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1723,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
1724,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1725,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1726,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1727,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
1728,Forest,Wetland,Water,Water,Water,Water,Water,Water
1729,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1730,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1731,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1732,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1733,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1734,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1735,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1736,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1737,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1738,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1739,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1740,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1741,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1742,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1743,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1744,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1745,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1746,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1747,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1748,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1749,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1750,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1751,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1752,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1753,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1754,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1755,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1756,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1757,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1758,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1759,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
1760,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1761,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1762,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1763,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1764,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1765,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1766,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1767,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1768,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1769,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1770,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1771,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1772,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1773,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1774,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1775,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1776,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1777,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1778,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1779,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
1780,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1781,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1782,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1783,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1784,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1785,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
1786,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1787,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1788,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
1789,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1790,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1791,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1792,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1793,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1794,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
1795,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1796,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1797,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1798,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1799,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1800,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1801,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1802,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1803,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1804,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1805,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1806,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1807,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1808,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1809,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
1810,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
1811,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1812,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1813,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1814,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1815,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1816,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1817,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
1818,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1819,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1820,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Built-up
1821,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1822,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1823,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
1824,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1825,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1826,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1827,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
1828,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Built-up
1829,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1830,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1831,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1832,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1833,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
1834,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1835,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
1836,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1837,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1838,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1839,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1840,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1841,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1842,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1843,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1844,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1845,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1846,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1847,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1848,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1849,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1850,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1851,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1852,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1853,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1854,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1855,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1856,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1857,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
