Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCP_M_R
760,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
761,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
762,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
763,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
764,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
765,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
766,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
767,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
768,Forest,Water,Water,Non_Water,Water,Water,Water,Water
769,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
770,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
771,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
772,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
773,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
774,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
775,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
776,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
777,Forest,Water,Water,Water,Water,NULL,Wetland,Water
778,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
779,Forest,Water,Water,Water,Water,NULL,Water,Water
780,Forest,Water,Water,Water,Water,NULL,Water,Forest
781,Forest,Water,Water,Water,Water,NULL,Forest,Water
782,Forest,Water,Water,Water,Water,NULL,Forest,Forest
783,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
784,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
785,Forest,Water,Water,Water,Water,Grassland,Water,Water
786,Forest,Water,Water,Water,Water,Grassland,Water,Forest
787,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
788,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
789,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
790,Forest,Water,Water,Water,Water,Wetland,Water,Water
791,Forest,Water,Water,Water,Water,Wetland,Water,Forest
792,Forest,Water,Water,Water,Water,Wetland,Forest,Water
793,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
794,Forest,Water,Water,Water,Water,Bareland,Water,Water
795,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
796,Forest,Water,Water,Water,Water,Water,Wetland,Water
797,Forest,Water,Water,Water,Water,Water,Wetland,Forest
798,Forest,Water,Water,Water,Water,Water,Water,Grassland
799,Forest,Water,Water,Water,Water,Water,Water,Water
800,Forest,Water,Water,Water,Water,Water,Water,Forest
801,Forest,Water,Water,Water,Water,Water,Forest,Water
802,Forest,Water,Water,Water,Water,Water,Forest,Forest
803,Forest,Water,Water,Water,Water,Forest,Wetland,Water
804,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
805,Forest,Water,Water,Water,Water,Forest,Water,Water
806,Forest,Water,Water,Water,Water,Forest,Water,Forest
807,Forest,Water,Water,Water,Water,Forest,Forest,Water
808,Forest,Water,Water,Water,Water,Forest,Forest,Forest
809,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
810,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
811,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
812,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
813,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
814,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
815,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
816,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
817,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
818,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
819,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
820,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
821,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
822,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
823,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
824,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
825,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
826,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
827,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
828,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
829,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
830,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
831,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
832,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
833,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
834,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
835,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
836,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
837,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
838,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
839,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
840,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
841,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
842,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
843,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
844,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
845,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
846,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
847,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
848,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
849,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
850,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
851,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
852,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
853,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
854,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
855,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
856,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
857,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
858,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
859,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
860,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
861,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
862,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
863,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
864,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
865,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
866,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
867,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
868,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
869,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
870,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
871,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
872,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
873,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
874,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
875,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
876,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
877,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
878,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
879,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
880,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
881,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
882,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
883,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
884,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
885,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
886,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
887,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
888,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
889,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
890,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
891,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
892,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
893,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
894,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
895,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
896,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
897,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
898,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
899,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
900,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
901,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
902,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
903,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
904,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
905,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
906,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
907,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
908,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Water
909,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
910,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
911,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
912,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
913,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
914,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
915,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
916,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
917,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
918,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
919,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
920,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
921,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
922,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
923,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
924,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
925,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
926,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
927,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
928,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
929,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
930,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
931,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
932,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
933,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
934,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
935,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
936,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
937,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
938,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
939,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
940,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
941,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
942,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
943,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
944,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
945,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
946,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
947,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
948,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
949,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
950,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
951,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
952,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
953,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
954,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
955,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
956,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
957,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
958,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
959,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
960,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
961,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
962,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
963,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
964,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
965,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
966,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Water
967,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
968,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
969,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
970,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
971,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
972,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
973,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
974,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
975,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
976,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
977,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
978,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
979,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
980,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
981,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
982,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
983,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
984,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
985,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
986,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
987,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
988,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
989,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
990,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
991,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
992,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
993,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
994,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
995,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
996,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
997,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
998,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
999,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1000,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1001,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1002,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1003,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1004,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1005,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1006,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1007,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1008,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
1009,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
1010,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
1011,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1012,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1013,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1014,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1015,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1016,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1017,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1018,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1019,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1020,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1021,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1022,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1023,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1024,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1025,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1026,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1027,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1028,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
1029,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1030,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1031,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
1032,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1033,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1034,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1035,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1036,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1037,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1038,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1039,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1040,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1041,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1042,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1043,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1044,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1045,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1046,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
1047,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
1048,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1049,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1050,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1051,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1052,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1053,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1054,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1055,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
1056,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1057,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Water
1058,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1059,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1060,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1061,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
1062,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1063,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1064,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Water
1065,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
1066,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1067,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
1068,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1069,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
1070,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
1071,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
1072,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
1073,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1074,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1075,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1076,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1077,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1078,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1079,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1080,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
1081,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
1082,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1083,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1084,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1085,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
1086,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1087,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1088,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
1089,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1090,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
1091,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1092,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
1093,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1094,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1095,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1096,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1097,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1098,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
1099,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1100,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1101,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1102,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1103,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1104,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1105,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1106,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1107,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1108,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1109,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1110,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
1111,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1112,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
1113,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1114,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1115,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1116,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1117,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1118,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1119,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1120,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Grassland
1121,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1122,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1123,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
