Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRK_M_R
15039,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
15040,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
15041,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
15042,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Forest
15043,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
15044,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
15045,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
15046,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
15047,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
15048,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
15049,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Water
15050,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
15051,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
15052,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
15053,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
15054,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
15055,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,NULL
15056,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
15057,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
15058,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
15059,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
15060,Forest,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Water
15061,Forest,Forest,Wetland,Water,Wetland,Water,Shrubland,Forest
15062,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
15063,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
15064,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
15065,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
15066,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
15067,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
15068,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
15069,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
15070,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Grassland
15071,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
15072,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
15073,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
15074,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
15075,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,Grassland
15076,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Grassland
15077,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15078,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
15079,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
15080,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
15081,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
15082,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
15083,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Forest
15084,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
15085,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
15086,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
15087,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,NULL
15088,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Shrubland,Forest
15089,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
15090,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15091,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
15092,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
15093,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
15094,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
15095,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
15096,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15097,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15098,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
15099,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15100,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15101,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15102,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15103,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15104,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15105,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
15106,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15107,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
15108,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
15109,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
15110,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15111,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
15112,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
15113,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15114,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
15115,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
15116,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
15117,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
15118,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
15119,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
15120,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
15121,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15122,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
15123,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
15124,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
15125,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
15126,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
15127,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15128,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15129,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
15130,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
15131,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
15132,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
15133,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
15134,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
15135,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15136,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
15137,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
15138,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
15139,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
15140,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
15141,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
15142,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Cropland
15143,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
15144,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
15145,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
15146,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
15147,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
15148,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
15149,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
15150,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
15151,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
15152,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
15153,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
15154,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
15155,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15156,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
15157,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
15158,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
15159,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15160,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
15161,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
15162,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15163,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
15164,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
15165,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
15166,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
15167,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Grassland,Forest
15168,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
15169,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
15170,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
15171,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
15172,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
15173,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
15174,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
15175,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
15176,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
15177,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
15178,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
15179,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15180,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15181,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15182,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15183,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
15184,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
15185,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
15186,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
15187,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15188,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
15189,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
15190,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
15191,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
15192,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
15193,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
15194,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
15195,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15196,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
15197,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
15198,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
15199,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
15200,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
15201,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
15202,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
15203,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
15204,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
15205,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
15206,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
15207,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
15208,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
15209,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
15210,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
15211,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
15212,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
15213,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
15214,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
15215,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
15216,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
15217,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
15218,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
15219,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
15220,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
15221,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
15222,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
15223,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
15224,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
15225,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15226,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15227,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
15228,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
15229,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
15230,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
15231,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
15232,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
15233,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
15234,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
15235,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
15236,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
15237,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
15238,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
15239,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
15240,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
15241,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
15242,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
15243,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
15244,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
15245,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
15246,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
15247,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
15248,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Forest
15249,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
15250,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
15251,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
15252,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Grassland
15253,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Forest
15254,Forest,Forest,Water,NULL,Water,NULL,Grassland,Grassland
15255,Forest,Forest,Water,NULL,Water,NULL,Grassland,Wetland
15256,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
15257,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
15258,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
15259,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
15260,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Grassland
15261,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Forest
15262,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,NULL
15263,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Grassland
15264,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
15265,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,NULL
15266,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Wetland
15267,Forest,Forest,Water,NULL,Water,Shrubland,Water,Forest
15268,Forest,Forest,Water,NULL,Water,Shrubland,Forest,NULL
15269,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
15270,Forest,Forest,Water,NULL,Water,Grassland,NULL,Grassland
15271,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
15272,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Grassland
15273,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Built-up
15274,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Forest
15275,Forest,Forest,Water,NULL,Water,Grassland,Grassland,NULL
15276,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
15277,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Wetland
15278,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Water
15279,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
15280,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
15281,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Water
15282,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Forest
15283,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
15284,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
15285,Forest,Forest,Water,NULL,Water,Cropland,NULL,Grassland
15286,Forest,Forest,Water,NULL,Water,Wetland,Grassland,NULL
15287,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Grassland
15288,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Cropland
15289,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
15290,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Water
15291,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
15292,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
15293,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
15294,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
15295,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
15296,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
15297,Forest,Forest,Water,NULL,Water,Wetland,Bareland,Forest
15298,Forest,Forest,Water,NULL,Water,Wetland,Water,Wetland
15299,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
15300,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
15301,Forest,Forest,Water,NULL,Water,Wetland,Forest,NULL
15302,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
15303,Forest,Forest,Water,NULL,Water,Wetland,Forest,Wetland
15304,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
15305,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
15306,Forest,Forest,Water,NULL,Water,Bareland,NULL,NULL
15307,Forest,Forest,Water,NULL,Water,Bareland,NULL,Forest
15308,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
15309,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Bareland
15310,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Forest
15311,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
15312,Forest,Forest,Water,NULL,Water,Bareland,Bareland,NULL
15313,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
15314,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Water
15315,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
15316,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
15317,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
15318,Forest,Forest,Water,NULL,Water,Water,Grassland,Grassland
15319,Forest,Forest,Water,NULL,Water,Water,Grassland,Wetland
15320,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
15321,Forest,Forest,Water,NULL,Water,Water,Wetland,Wetland
15322,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
15323,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
15324,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
15325,Forest,Forest,Water,NULL,Water,Water,Water,Water
15326,Forest,Forest,Water,NULL,Water,Water,Water,Forest
15327,Forest,Forest,Water,NULL,Water,Water,Forest,Water
15328,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
15329,Forest,Forest,Water,NULL,Water,Forest,NULL,Cropland
15330,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
15331,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Forest
15332,Forest,Forest,Water,NULL,Water,Forest,Grassland,Grassland
15333,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
15334,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
15335,Forest,Forest,Water,NULL,Water,Forest,Bareland,Forest
15336,Forest,Forest,Water,NULL,Water,Forest,Water,Water
15337,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
15338,Forest,Forest,Water,NULL,Water,Forest,Forest,Grassland
15339,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
15340,Forest,Forest,Water,Non_Water,Water,NULL,Grassland,Forest
15341,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
15342,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
15343,Forest,Forest,Water,Non_Water,Water,Shrubland,Grassland,NULL
15344,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
15345,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
15346,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
15347,Forest,Forest,Water,Non_Water,Water,Wetland,Bareland,Forest
15348,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
15349,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
15350,Forest,Forest,Water,Non_Water,Water,Bareland,Bareland,Water
15351,Forest,Forest,Water,Non_Water,Water,Water,Grassland,Forest
15352,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
15353,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
15354,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
15355,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
15356,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
15357,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
15358,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
15359,Forest,Forest,Water,Water,Water,NULL,Water,Forest
15360,Forest,Forest,Water,Water,Water,Shrubland,Shrubland,Grassland
15361,Forest,Forest,Water,Water,Water,Shrubland,Shrubland,Water
15362,Forest,Forest,Water,Water,Water,Shrubland,Grassland,Water
15363,Forest,Forest,Water,Water,Water,Grassland,Grassland,Forest
15364,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
15365,Forest,Forest,Water,Water,Water,Grassland,Bareland,Bareland
15366,Forest,Forest,Water,Water,Water,Wetland,Grassland,Water
15367,Forest,Forest,Water,Water,Water,Wetland,Grassland,Forest
15368,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
15369,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
15370,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
15371,Forest,Forest,Water,Water,Water,Bareland,Bareland,Bareland
15372,Forest,Forest,Water,Water,Water,Bareland,Bareland,Water
15373,Forest,Forest,Water,Water,Water,Water,Shrubland,Forest
15374,Forest,Forest,Water,Water,Water,Water,Grassland,Wetland
15375,Forest,Forest,Water,Water,Water,Water,Grassland,Forest
15376,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
15377,Forest,Forest,Water,Water,Water,Water,Wetland,Water
15378,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
15379,Forest,Forest,Water,Water,Water,Water,Water,Wetland
15380,Forest,Forest,Water,Water,Water,Water,Water,Water
15381,Forest,Forest,Water,Water,Water,Water,Water,Forest
15382,Forest,Forest,Water,Water,Water,Water,Forest,Water
15383,Forest,Forest,Water,Water,Water,Water,Forest,Forest
15384,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
15385,Forest,Forest,Water,Water,Water,Forest,Forest,Grassland
15386,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
15387,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15388,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
15389,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
