Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKQ_M_R
15228,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15229,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
15230,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15231,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15232,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15233,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15234,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15235,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
15236,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15237,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15238,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
15239,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
15240,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
15241,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
15242,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
15243,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
15244,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15245,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15246,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
15247,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15248,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15249,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
15250,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
15251,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
15252,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15253,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
15254,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15255,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
15256,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
15257,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
15258,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
15259,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
15260,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
15261,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
15262,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
15263,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
15264,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
15265,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
15266,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
15267,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
15268,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
15269,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
15270,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
15271,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
15272,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
15273,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15274,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
15275,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
15276,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
15277,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
15278,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15279,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
15280,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
15281,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
15282,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
15283,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
15284,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
15285,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
15286,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
15287,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
15288,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
15289,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
15290,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
15291,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
15292,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
15293,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
15294,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
15295,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
15296,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
15297,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
15298,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
15299,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15300,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15301,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
15302,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
15303,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
15304,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
15305,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
15306,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
15307,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
15308,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
15309,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
15310,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
15311,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
15312,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
15313,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
15314,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
15315,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
15316,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
15317,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
15318,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
15319,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
15320,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
15321,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
15322,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
15323,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
15324,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
15325,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Grassland
15326,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Wetland
15327,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
15328,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
15329,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
15330,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
15331,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Water
15332,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
15333,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
15334,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
15335,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
15336,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
15337,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
15338,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
15339,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
15340,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
15341,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
15342,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
15343,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
15344,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
15345,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
15346,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
15347,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
15348,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
15349,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
15350,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Built-up
15351,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
15352,Forest,Forest,Wetland,NULL,Wetland,Cropland,Grassland,Forest
15353,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Forest
15354,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
15355,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
15356,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
15357,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
15358,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
15359,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
15360,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
15361,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
15362,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
15363,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
15364,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
15365,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Bareland
15366,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
15367,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
15368,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Built-up
15369,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
15370,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
15371,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
15372,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
15373,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Water
15374,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
15375,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
15376,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
15377,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
15378,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
15379,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
15380,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Wetland
15381,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Bareland
15382,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Built-up
15383,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
15384,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
15385,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
15386,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
15387,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Bareland
15388,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
15389,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
15390,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
15391,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
15392,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
15393,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
15394,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
15395,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
15396,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Bareland
15397,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
15398,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
15399,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
15400,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
15401,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
15402,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
15403,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
15404,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
15405,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
15406,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
15407,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
15408,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
15409,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
15410,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
15411,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
15412,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
15413,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
15414,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
15415,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
15416,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
15417,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
15418,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
15419,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
15420,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
15421,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
15422,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
15423,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
15424,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
15425,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
15426,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
15427,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
15428,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
15429,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
15430,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
15431,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
15432,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
15433,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Built-up
15434,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
15435,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
15436,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
15437,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
15438,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
15439,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
15440,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
15441,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
15442,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
15443,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
15444,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
15445,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
15446,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
15447,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
15448,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
15449,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
15450,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
15451,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Bareland
15452,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
15453,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Grassland,Forest
15454,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
15455,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
15456,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
15457,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
15458,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
15459,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
15460,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
15461,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
15462,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
15463,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
15464,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
15465,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
15466,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
15467,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
15468,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
15469,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
15470,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
15471,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
15472,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
15473,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
15474,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
15475,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
15476,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
15477,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
15478,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
15479,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
15480,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
15481,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
15482,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
15483,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
15484,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
15485,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
15486,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
15487,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
15488,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
15489,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
15490,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
15491,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
15492,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
15493,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
15494,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
15495,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Bareland
15496,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Forest
15497,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
15498,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
15499,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
15500,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
15501,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
15502,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
15503,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
15504,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
15505,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Wetland
15506,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Grassland
15507,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
15508,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Forest,Forest
15509,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Forest
15510,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
15511,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
15512,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
15513,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Built-up
15514,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Grassland
15515,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
15516,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Grassland
15517,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,NULL,Forest
15518,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
15519,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Wetland
15520,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
15521,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest,Forest,Grassland
15522,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
15523,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
15524,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
15525,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
15526,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
15527,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
15528,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
15529,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
15530,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
15531,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
15532,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
15533,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
15534,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15535,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
15536,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15537,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15538,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15539,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Water
15540,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15541,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Wetland
15542,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
15543,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
15544,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
15545,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
15546,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15547,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
15548,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
15549,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15550,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
15551,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
15552,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
15553,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
15554,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
15555,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Bareland
15556,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Built-up
15557,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
15558,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
15559,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
15560,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland,Forest,Forest
15561,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
15562,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15563,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
15564,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
15565,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
15566,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
