Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWP_M_R
12955,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
12956,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
12957,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
12958,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
12959,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
12960,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
12961,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
12962,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
12963,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
12964,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
12965,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
12966,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Water
12967,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
12968,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,NULL
12969,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,NULL
12970,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
12971,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12972,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
12973,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
12974,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
12975,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
12976,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
12977,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
12978,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12979,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12980,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12981,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12982,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12983,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12984,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
12985,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
12986,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12987,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12988,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12989,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
12990,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12991,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
12992,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,NULL
12993,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
12994,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12995,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12996,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12997,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12998,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12999,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,NULL
13000,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13001,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
13002,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
13003,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,NULL
13004,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Grassland
13005,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Bareland
13006,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,NULL
13007,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Water,Cropland
13008,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
13009,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Water
13010,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
13011,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Cropland
13012,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
13013,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
13014,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13015,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13016,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
13017,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
13018,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
13019,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
13020,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
13021,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
13022,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
13023,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
13024,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
13025,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
13026,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
13027,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13028,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13029,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13030,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13031,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13032,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
13033,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13034,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
13035,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
13036,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13037,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
13038,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
13039,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
13040,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
13041,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
13042,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13043,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
13044,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
13045,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13046,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13047,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13048,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
13049,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
13050,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13051,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
13052,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
13053,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
13054,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13055,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
13056,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
13057,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
13058,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
13059,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
13060,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13061,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
13062,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
13063,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13064,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13065,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
13066,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
13067,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
13068,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
13069,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
13070,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
13071,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
13072,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
13073,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
13074,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
13075,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Water,Forest
13076,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
13077,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
13078,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Shrubland,Grassland
13079,Forest,NULL,Built-up,Water,Non_Wetland,Water,Shrubland,Bareland
13080,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
13081,Forest,NULL,Water,NULL,Water,NULL,Shrubland,NULL
13082,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Water
13083,Forest,NULL,Water,NULL,Water,NULL,Grassland,Water
13084,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
13085,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
13086,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
13087,Forest,NULL,Water,Non_Water,Water,NULL,Shrubland,Cropland
13088,Forest,NULL,Water,Non_Water,Water,NULL,Grassland,Cropland
13089,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Water
13090,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
13091,Forest,NULL,Water,Water,Water,NULL,Water,Bareland
13092,Forest,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
13093,Forest,NULL,Water,Water,Water,Water,Water,Water
13094,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
13095,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13096,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
13097,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
13098,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
13099,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13100,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
13101,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
13102,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
13103,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
13104,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
13105,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
13106,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
13107,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
13108,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13109,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
13110,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
13111,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
13112,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
13113,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
13114,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
13115,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
13116,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
13117,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
13118,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
13119,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
13120,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13121,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
13122,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
13123,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
13124,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13125,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13126,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13127,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13128,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13129,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13130,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13131,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
13132,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13133,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13134,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
13135,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
13136,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
13137,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
13138,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13139,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
13140,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
13141,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13142,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
13143,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
13144,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
13145,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
13146,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
13147,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
13148,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
13149,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
13150,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
13151,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13152,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
13153,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
13154,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
13155,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
13156,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
13157,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13158,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13159,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
13160,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13161,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
13162,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
13163,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13164,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
13165,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
13166,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
13167,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
13168,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
13169,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
13170,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
13171,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
13172,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
13173,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
13174,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
13175,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
13176,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
13177,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
13178,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
13179,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
13180,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
13181,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13182,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
13183,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
13184,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
13185,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
13186,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
13187,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
13188,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
13189,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13190,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
13191,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
13192,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
13193,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13194,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
13195,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
13196,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13197,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
13198,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
13199,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
13200,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
13201,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
13202,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
13203,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13204,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
13205,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
13206,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
13207,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13208,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13209,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
13210,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
13211,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13212,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13213,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13214,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13215,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
13216,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
13217,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13218,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
13219,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13220,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
13221,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13222,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13223,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
13224,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
13225,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
13226,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13227,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
13228,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
13229,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
13230,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13231,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
13232,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13233,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
13234,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
13235,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,NULL
13236,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Bareland
13237,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
13238,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
13239,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Cropland
13240,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
13241,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
13242,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,NULL
13243,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Cropland
13244,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Bareland
13245,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
13246,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13247,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
13248,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
13249,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
13250,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13251,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
13252,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13253,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
13254,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
13255,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
13256,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
13257,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13258,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
13259,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13260,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
13261,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
13262,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
13263,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
13264,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
13265,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13266,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13267,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13268,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13269,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13270,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13271,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
13272,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13273,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13274,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
13275,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
13276,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
13277,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
13278,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
13279,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
13280,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13281,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
13282,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
13283,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
