Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGC_M_R
1017,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1019,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1020,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1021,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1022,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1023,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1024,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1025,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1026,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1027,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1028,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1029,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1031,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1032,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1033,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1034,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1035,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1036,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1037,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1038,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1039,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1040,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1042,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1043,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1044,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1045,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1046,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1047,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1048,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1049,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1050,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1051,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1052,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1053,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1054,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1055,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1056,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1057,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1058,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1059,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1060,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1061,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1062,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1063,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1064,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1065,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1067,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1068,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1069,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1070,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1071,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1072,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1073,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1074,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1075,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1076,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1078,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1079,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1080,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1081,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1082,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1083,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1084,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1085,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1086,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1087,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1088,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1089,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1090,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1091,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1092,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1093,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1094,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1095,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1096,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1097,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1098,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1099,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1100,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1101,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1102,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1103,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1104,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1105,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1106,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1107,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1108,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1109,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1110,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1111,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1112,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1113,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1114,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1116,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1117,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1118,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1119,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1120,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1121,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1122,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1123,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1124,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1125,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1126,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1127,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1128,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1130,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1131,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1132,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1133,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1134,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1135,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1136,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1137,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1138,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1139,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1140,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1141,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1142,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1143,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1144,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1145,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1146,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1147,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1148,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1149,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1150,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1151,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1152,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1153,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1154,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1155,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1156,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1157,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1158,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1159,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1160,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1161,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1162,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1164,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1165,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1166,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1167,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1168,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1169,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1170,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1171,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1172,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1173,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1174,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1175,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1176,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1177,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1178,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1179,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1180,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1181,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1182,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1183,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1184,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1185,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1186,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1187,Water,Water,Water,NULL,Water,NULL,NULL,Water
1188,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1189,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1190,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1191,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1192,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1193,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1194,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1195,Water,Water,Water,Water,Water,NULL,NULL,Water
1196,Water,Water,Water,Water,Water,NULL,NULL,Forest
1197,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1198,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1199,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1200,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1201,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1202,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1203,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1204,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1205,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1206,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1207,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1208,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1209,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1210,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1211,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1212,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1213,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1214,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1215,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1216,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1217,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1218,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1219,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1220,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1221,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1222,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1223,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1224,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1225,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1226,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1227,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1228,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1229,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1230,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1231,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1232,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1233,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1234,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1235,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1236,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1237,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1238,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1239,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1240,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1241,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1242,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1243,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1244,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1245,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1246,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1247,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1248,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1249,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1250,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1251,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1252,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1253,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1254,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1255,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1256,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1257,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1258,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1259,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1260,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1261,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1262,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1263,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1264,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1265,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1266,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1267,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1268,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1269,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1270,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1271,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1272,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1273,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1274,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1275,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1276,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1277,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1278,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1279,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1280,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1281,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1282,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1283,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1284,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1285,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1286,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1287,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1288,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1289,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1290,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1291,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1292,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1293,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1294,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1295,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1296,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1297,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1298,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1299,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1300,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1301,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1302,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1303,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1304,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1305,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1306,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1307,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1308,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1309,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1310,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1311,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1312,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1313,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1314,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1315,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1316,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1317,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1318,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1319,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1320,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1321,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1322,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1323,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1324,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1326,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1327,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1328,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1329,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1330,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1331,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1332,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1333,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1334,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1335,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1336,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1337,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1338,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1339,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1340,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1341,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1342,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1343,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1344,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1345,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1346,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1347,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1348,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1349,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1350,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1351,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1352,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1353,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1354,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1355,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1356,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1357,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1358,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1359,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1360,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1361,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1362,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1363,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1364,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1365,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1366,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
