Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFV_M_R
1005,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1006,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1007,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1008,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1009,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1010,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1011,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1012,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1013,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1014,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1015,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1016,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1017,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
1018,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1019,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1020,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1021,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1022,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1024,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1025,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1026,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1027,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1028,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1029,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1030,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1031,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1032,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1033,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1034,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1035,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1036,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1037,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1038,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1039,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1040,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1041,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1042,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1043,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1044,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1045,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1046,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1047,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1048,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1049,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1050,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1051,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1052,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1053,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1054,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1055,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1056,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1057,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1058,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1059,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1060,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1061,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1062,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1063,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1064,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1065,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1066,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1067,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1068,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1069,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1070,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1071,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1072,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1073,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1074,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1075,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1076,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1077,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1078,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1079,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1080,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1081,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1082,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1083,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1085,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1086,Bareland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1087,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1088,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1089,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1090,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1091,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1092,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1093,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1094,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1095,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1096,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1097,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1098,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1099,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1100,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1101,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1102,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1103,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1104,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1105,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1106,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1107,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1108,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1109,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1110,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1111,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1112,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
1113,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1114,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1115,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1116,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1117,Bareland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1118,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1119,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1120,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1121,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1122,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1123,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1124,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1125,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1126,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1127,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1128,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1129,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1130,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1131,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1132,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1133,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1134,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1135,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1136,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1137,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1138,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1139,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1140,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1141,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1142,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1143,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1144,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1145,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1146,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1147,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1148,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1149,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1150,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1151,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1152,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1153,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1154,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1155,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1156,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1157,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1158,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1159,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1160,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1161,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1162,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1163,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1164,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1165,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1166,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1167,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1168,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1169,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1170,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1171,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1172,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1173,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1174,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1175,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1176,Bareland,Wetland,Water,Water,Water,NULL,NULL,Cropland
1177,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1178,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1179,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1180,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1181,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1182,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1183,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1184,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1185,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1186,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1187,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1188,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1189,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1190,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1191,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1192,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1193,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1194,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1195,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1196,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1197,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1198,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1199,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1200,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1201,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1202,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1203,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1204,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1205,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1206,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1207,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1208,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1209,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1210,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1211,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1212,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1213,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1214,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1215,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1216,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1217,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1218,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1219,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1220,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1221,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1222,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1223,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1224,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1225,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1226,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1227,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1228,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1229,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1230,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1231,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1232,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1233,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1234,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1235,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1236,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1237,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1238,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1239,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1240,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1241,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1242,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1243,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1244,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1245,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1246,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1247,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1248,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1249,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1250,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1251,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1252,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1253,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
1254,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1255,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1256,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1257,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1258,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1259,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1260,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1261,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1262,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1263,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1264,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1265,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1266,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1267,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1268,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1269,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1270,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1271,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1272,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1273,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1274,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1275,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1276,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1277,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1278,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1279,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1280,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1281,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1282,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1283,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1284,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1285,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1286,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1287,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1288,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1289,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1290,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1291,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1292,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1293,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1294,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1295,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1296,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1297,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1298,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1299,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1300,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1301,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1302,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1303,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1304,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1305,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1306,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1307,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1308,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1309,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1310,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1311,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1312,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1313,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1314,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1315,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1316,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1317,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1318,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1320,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1321,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1322,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1323,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1324,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1325,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1326,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1327,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1328,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1329,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1330,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1331,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1332,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1333,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1334,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1335,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
