Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYS_M_R
8408,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
8409,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8410,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8411,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
8412,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
8413,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
8414,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
8415,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
8416,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
8417,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
8418,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
8419,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
8420,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8421,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
8422,Forest,Wetland,Water,NULL,Water,Water,Water,Water
8423,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
8424,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Grassland
8425,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
8426,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
8427,Forest,Wetland,Water,Water,Water,NULL,Water,Water
8428,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
8429,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
8430,Forest,Wetland,Water,Water,Water,Bareland,Water,Forest
8431,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
8432,Forest,Wetland,Water,Water,Water,Water,Water,Water
8433,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8434,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8435,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8436,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
8437,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8438,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8439,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8440,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8441,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8442,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8443,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Water
8444,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8445,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8446,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8447,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8448,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8449,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8450,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8451,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
8452,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8453,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8454,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
8455,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8456,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
8457,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
8458,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
8459,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8460,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8461,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8462,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8463,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
8464,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8465,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
8466,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8467,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
8468,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8469,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8470,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
8471,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
8472,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8473,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
8474,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8475,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
8476,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
8477,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
8478,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
8479,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
8480,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
8481,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
8482,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
8483,Forest,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
8484,Forest,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
8485,Forest,Bareland,NULL,Water,Non_Wetland,Water,Bareland,Water
8486,Forest,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
8487,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
8488,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
8489,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
8490,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8491,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
8492,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8493,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
8494,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8495,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Water
8496,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8497,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
8498,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8499,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8500,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
8501,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Water
8502,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
8503,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
8504,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
8505,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Bareland,Grassland
8506,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
8507,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
8508,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
8509,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Forest,Bareland
8510,Forest,Bareland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
8511,Forest,Bareland,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
8512,Forest,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
8513,Forest,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Water
8514,Forest,Bareland,Grassland,Water,Non_Wetland,Water,Grassland,Water
8515,Forest,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Water
8516,Forest,Bareland,Grassland,Water,Non_Wetland,Water,Bareland,Water
8517,Forest,Bareland,Grassland,Water,Non_Wetland,Water,Water,Bareland
8518,Forest,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
8519,Forest,Bareland,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
8520,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
8521,Forest,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
8522,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
8523,Forest,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
8524,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
8525,Forest,Bareland,Wetland,Water,Wetland,Water,Built-up,Water
8526,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
8527,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Wetland,Water
8528,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Water
8529,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Water
8530,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
8531,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
8532,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Forest
8533,Forest,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Water
8534,Forest,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Water
8535,Forest,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
8536,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8537,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8538,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
8539,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8540,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
8541,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
8542,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
8543,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
8544,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
8545,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
8546,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
8547,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Built-up,Water
8548,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
8549,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Water
8550,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Water
8551,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Water
8552,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
8553,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
8554,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Water
8555,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
8556,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
8557,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
8558,Forest,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Water
8559,Forest,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
8560,Forest,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
8561,Forest,Bareland,Water,NULL,Water,Bareland,Forest,Water
8562,Forest,Bareland,Water,Non_Water,Water,Bareland,Grassland,Water
8563,Forest,Bareland,Water,Non_Water,Water,Bareland,Wetland,Bareland
8564,Forest,Bareland,Water,Non_Water,Water,Bareland,Wetland,Water
8565,Forest,Bareland,Water,Non_Water,Water,Bareland,Water,Grassland
8566,Forest,Bareland,Water,Non_Water,Water,Bareland,Water,Bareland
8567,Forest,Bareland,Water,Non_Water,Water,Bareland,Water,Water
8568,Forest,Bareland,Water,Non_Water,Water,Built-up,Built-up,Water
8569,Forest,Bareland,Water,Non_Water,Water,Water,Grassland,Water
8570,Forest,Bareland,Water,Non_Water,Water,Water,Wetland,Water
8571,Forest,Bareland,Water,Non_Water,Water,Water,Bareland,Water
8572,Forest,Bareland,Water,Non_Water,Water,Water,Water,Water
8573,Forest,Bareland,Water,Water,Water,Grassland,Water,Water
8574,Forest,Bareland,Water,Water,Water,Bareland,Grassland,Water
8575,Forest,Bareland,Water,Water,Water,Bareland,Wetland,Water
8576,Forest,Bareland,Water,Water,Water,Bareland,Water,Grassland
8577,Forest,Bareland,Water,Water,Water,Bareland,Water,Bareland
8578,Forest,Bareland,Water,Water,Water,Bareland,Water,Water
8579,Forest,Bareland,Water,Water,Water,Bareland,Forest,Water
8580,Forest,Bareland,Water,Water,Water,Water,Grassland,Grassland
8581,Forest,Bareland,Water,Water,Water,Water,Grassland,Bareland
8582,Forest,Bareland,Water,Water,Water,Water,Grassland,Water
8583,Forest,Bareland,Water,Water,Water,Water,Wetland,Water
8584,Forest,Bareland,Water,Water,Water,Water,Built-up,Water
8585,Forest,Bareland,Water,Water,Water,Water,Water,Bareland
8586,Forest,Bareland,Water,Water,Water,Water,Water,Water
8587,Forest,Bareland,Water,Water,Water,Water,Forest,Water
8588,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8589,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8590,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
8591,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
8592,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
8593,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
8594,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Water
8595,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
8596,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
8597,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
8598,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
8599,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
8600,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
8601,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
8602,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
8603,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
8604,Forest,Bareland,Forest,Water,Non_Wetland,Water,Bareland,Water
8605,Forest,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
8606,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8607,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
8608,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8609,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8610,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
8611,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8612,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8613,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8614,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8615,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8616,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8617,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
8618,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Built-up
8619,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
8620,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8621,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8622,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8623,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8624,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8625,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8626,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
8627,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8628,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
8629,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8630,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8631,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
8632,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
8633,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
8634,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8635,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
8636,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8637,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
8638,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
8639,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
8640,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
8641,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8642,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8643,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
8644,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8645,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8646,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8647,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
8648,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Forest
8649,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8650,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
8651,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Water
8652,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8653,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8654,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8655,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8656,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8657,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8658,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
8659,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8660,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8661,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8662,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8663,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8664,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8665,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8666,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8667,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8668,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8669,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8670,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
8671,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
8672,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8673,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8674,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
8675,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
8676,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8677,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8678,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8679,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
8680,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8681,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
8682,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
8683,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8684,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8685,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8686,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8687,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8688,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8689,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
8690,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8691,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8692,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
8693,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8694,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8695,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
8696,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
8697,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Built-up
8698,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
8699,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8700,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8701,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8702,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8703,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
8704,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
8705,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8706,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8707,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8708,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8709,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
8710,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8711,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8712,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
8713,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8714,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8715,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8716,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
8717,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8718,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8719,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
8720,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Built-up
8721,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
8722,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
8723,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
8724,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
8725,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
8726,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8727,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8728,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
8729,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8730,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
8731,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Water
8732,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
8733,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8734,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8735,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
8736,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
8737,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
8738,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
8739,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8740,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
