Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRM_M_R
1451,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1452,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1453,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1454,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1455,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1456,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1457,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1458,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1459,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1460,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1461,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1462,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1463,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1464,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1465,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1466,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1467,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1468,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1469,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1470,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1471,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1472,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1473,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1474,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1475,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1476,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1477,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1478,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1479,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1480,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1481,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1482,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1483,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1484,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1485,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1486,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1487,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1488,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1489,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1490,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1491,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1492,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1493,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1494,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1495,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1496,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1497,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1498,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1499,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1500,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1501,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1502,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1503,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1504,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1505,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1506,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1507,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1508,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1509,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1510,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1511,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1512,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1513,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1514,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1515,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1516,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1517,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1518,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1519,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1520,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1521,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1522,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1523,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1524,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1525,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1526,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1527,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1528,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1529,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1530,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1531,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1532,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1533,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1534,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1535,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1536,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1537,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1538,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1539,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1540,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1541,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1542,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1543,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1544,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1545,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1546,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1547,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1548,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1549,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1550,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1551,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
1552,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1553,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1554,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1555,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1556,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1557,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1558,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1559,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1560,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1561,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1562,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1563,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1564,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1565,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1566,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1567,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1568,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1569,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1570,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1571,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1572,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1573,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1574,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1575,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1576,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1577,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1578,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1579,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1580,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1581,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1582,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1583,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1584,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1585,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1586,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1587,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1588,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1589,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1590,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1591,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1592,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1593,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1594,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1595,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1596,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1597,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1598,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1599,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1600,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1601,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1602,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1603,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1604,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1605,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1606,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1607,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1608,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1609,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1610,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1611,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1612,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1613,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1614,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1615,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1616,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1617,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1618,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1619,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1620,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1621,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1622,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1623,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1624,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1625,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1626,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1627,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1628,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1629,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1630,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1631,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1632,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1633,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1634,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1635,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1636,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1637,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1638,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1639,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1640,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1641,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1642,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1643,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1644,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1645,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1646,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1647,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1648,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1649,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1650,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1651,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1652,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1653,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1654,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1655,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1656,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1657,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1658,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1659,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1660,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1661,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1662,Water,NULL,Water,Water,Water,NULL,NULL,Water
1663,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1664,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1665,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1666,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1667,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1668,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1669,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1670,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1671,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1672,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1673,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1674,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1675,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1676,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1677,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1678,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1679,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1680,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1681,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1682,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1683,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1684,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1685,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1686,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1687,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1688,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1689,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1690,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1691,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1692,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1693,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1694,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1695,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1696,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1697,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1698,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1699,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1700,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1701,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1702,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1703,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1704,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1705,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1706,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1707,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1708,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1709,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1710,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1711,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1712,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1713,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1714,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1715,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1716,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1717,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1718,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1719,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1720,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1721,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1722,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1723,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1724,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1725,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1726,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1727,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1728,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1729,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1730,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1731,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1732,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1733,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1734,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1735,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1736,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1737,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1738,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1739,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1740,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1741,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1742,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1743,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1744,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1745,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1746,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1747,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1748,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1749,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1750,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1751,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1752,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1753,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1754,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1755,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1756,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1757,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1758,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1759,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1760,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1761,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1762,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1763,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1764,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1765,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1766,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1767,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1768,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1769,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1770,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1771,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1772,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1773,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1774,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1775,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1776,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1777,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1778,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1779,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1780,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1781,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1782,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1783,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1784,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1785,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1786,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1787,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1788,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1789,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1790,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1791,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1792,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1793,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1794,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1795,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1796,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1797,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1798,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1799,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1800,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
