Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVK_M_R
7136,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Forest
7137,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
7138,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
7139,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
7140,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
7141,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Forest
7142,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
7143,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
7144,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
7145,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
7146,Forest,NULL,Water,Water,Water,NULL,Wetland,Wetland
7147,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
7148,Forest,NULL,Water,Water,Water,NULL,Water,Forest
7149,Forest,NULL,Water,Water,Water,Grassland,Grassland,Water
7150,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
7151,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
7152,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
7153,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
7154,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
7155,Forest,NULL,Water,Water,Water,Wetland,Water,Water
7156,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
7157,Forest,NULL,Water,Water,Water,Bareland,Grassland,Grassland
7158,Forest,NULL,Water,Water,Water,Bareland,Grassland,Water
7159,Forest,NULL,Water,Water,Water,Bareland,Wetland,Grassland
7160,Forest,NULL,Water,Water,Water,Bareland,Wetland,Wetland
7161,Forest,NULL,Water,Water,Water,Bareland,Wetland,Forest
7162,Forest,NULL,Water,Water,Water,Bareland,Bareland,Grassland
7163,Forest,NULL,Water,Water,Water,Bareland,Bareland,Bareland
7164,Forest,NULL,Water,Water,Water,Bareland,Bareland,Water
7165,Forest,NULL,Water,Water,Water,Bareland,Bareland,Forest
7166,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
7167,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
7168,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
7169,Forest,NULL,Water,Water,Water,Water,Wetland,Water
7170,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
7171,Forest,NULL,Water,Water,Water,Water,Bareland,Water
7172,Forest,NULL,Water,Water,Water,Water,Bareland,Forest
7173,Forest,NULL,Water,Water,Water,Water,Water,Water
7174,Forest,NULL,Water,Water,Water,Water,Water,Forest
7175,Forest,NULL,Water,Water,Water,Water,Forest,Forest
7176,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7177,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7178,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7179,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
7180,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7181,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
7182,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7183,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7184,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7185,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7186,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7187,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7188,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7189,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7190,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
7191,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7192,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
7193,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7194,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7195,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7196,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7197,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7198,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7199,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7200,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7201,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7202,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
7203,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7204,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
7205,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7206,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
7207,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
7208,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
7209,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7210,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7211,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
7212,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7213,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
7214,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
7215,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7216,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7217,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7218,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7219,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
7220,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7221,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7222,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7223,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
7224,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
7225,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
7226,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7227,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
7228,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7229,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7230,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7231,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
7232,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7233,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
7234,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
7235,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7236,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
7237,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
7238,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
7239,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7240,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
7241,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7242,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
7243,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
7244,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7245,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
7246,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
7247,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7248,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
7249,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
7250,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7251,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
7252,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
7253,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
7254,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
7255,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7256,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7257,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
7258,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7259,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7260,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
7261,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
7262,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
7263,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
7264,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
7265,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7266,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7267,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
7268,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7269,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7270,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7271,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
7272,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7273,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7274,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7275,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
7276,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7277,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
7278,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
7279,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7280,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7281,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7282,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7283,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
7284,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
7285,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
7286,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7287,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7288,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7289,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7290,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7291,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
7292,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7293,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
7294,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
7295,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Wetland
7296,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
7297,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
7298,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
7299,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
7300,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
7301,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
7302,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
7303,Forest,NULL,Forest,Water,Non_Wetland,Water,Bareland,Wetland
7304,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7305,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7306,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7307,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7308,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7309,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7310,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
7311,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7312,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7313,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7314,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7315,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7316,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7317,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7318,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
7319,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7320,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7321,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
7322,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7323,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7324,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
7325,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7326,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7327,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
7328,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
7329,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
7330,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
7331,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
7332,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7333,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
7334,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7335,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7336,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
7337,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
7338,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7339,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7340,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7341,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7342,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
7343,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7344,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
7345,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7346,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7347,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
7348,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7349,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7350,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7351,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7352,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
7353,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
7354,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
7355,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7356,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7357,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7358,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7359,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
7360,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7361,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
7362,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
7363,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
7364,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7365,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7366,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7367,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7368,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7369,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7370,Forest,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
7371,Forest,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
7372,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7373,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7374,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7375,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7376,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7377,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7378,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7379,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7380,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7381,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7382,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7383,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7384,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7385,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7386,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7387,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7388,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7389,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7390,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
7391,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
7392,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
7393,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7394,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7395,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7396,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7397,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7398,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7399,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7400,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7401,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7402,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
7403,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7404,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7405,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7406,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7407,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
7408,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7409,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7410,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7411,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7412,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7413,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7414,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7415,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7416,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7417,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7418,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7419,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7420,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7421,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
7422,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7423,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7424,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7425,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7426,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7427,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7428,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7429,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7430,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7431,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7432,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7433,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7434,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7435,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7436,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7437,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7438,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7439,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
7440,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
7441,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7442,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7443,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7444,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
7445,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7446,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7447,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7448,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7449,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7450,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7451,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7452,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7453,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7454,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7455,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7456,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7457,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7458,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7459,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7460,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7461,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7462,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7463,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7464,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7465,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7466,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
