Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUL_M_R
2222,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2223,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2224,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2225,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2226,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2227,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2228,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2229,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2230,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2231,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2232,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2233,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2234,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2235,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2236,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2237,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2238,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2239,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2240,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2241,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2242,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2243,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2244,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2245,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2246,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2247,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2248,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2249,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2250,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2251,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2252,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2253,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2254,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2255,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2256,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2257,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2258,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2259,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2260,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2261,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2262,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2263,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2264,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2265,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2266,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2267,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2268,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2269,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2270,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2271,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2272,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2273,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2274,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2275,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2276,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2277,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
2278,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2279,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2280,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2281,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2282,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2283,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2284,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2285,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2286,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2287,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2288,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2289,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2290,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2291,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2292,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2293,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2294,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2295,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2296,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2297,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2298,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2299,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2300,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2301,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2302,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2303,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2304,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2305,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2306,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2307,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2308,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2309,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2310,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2311,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2312,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2313,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2314,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2315,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2316,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2317,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2318,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2319,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2320,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2321,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2322,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2323,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2324,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2325,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2326,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2327,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2328,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2329,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2330,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2331,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2332,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2333,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2334,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2335,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2336,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
2337,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2338,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2339,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2340,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2341,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2342,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2343,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
2344,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2345,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
2346,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
2347,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
2348,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
2349,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2350,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2351,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2352,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2353,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2354,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2355,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2356,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2357,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2358,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2359,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2360,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2361,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2362,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2363,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2364,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2365,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2366,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2367,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2368,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2369,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2370,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2371,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2372,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2373,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2374,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2375,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2376,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2377,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2378,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2379,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2380,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2381,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2382,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2383,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2384,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2385,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
2386,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2387,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2388,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2389,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2390,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2391,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2392,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2393,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2394,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2395,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2396,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2397,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2398,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2399,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2400,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2401,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2402,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2403,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2404,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2405,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2406,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2407,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2408,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2409,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2410,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2411,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2412,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2413,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
2414,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
2415,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
2416,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2417,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2418,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2419,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
2420,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2421,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
2422,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
2423,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2424,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2425,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
2426,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2427,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
2428,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2429,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
2430,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
2431,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
2432,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
2433,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
2434,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2435,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2436,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2437,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2438,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2439,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2440,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
2441,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2442,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2443,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
2444,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2445,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2446,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2447,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2448,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2449,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2450,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2451,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2452,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
2453,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2454,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
2455,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2456,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2457,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2458,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2459,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
2460,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2461,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2462,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2463,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2464,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2465,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2466,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2467,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2468,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2469,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
2470,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2471,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
2472,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
2473,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2474,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2475,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
2476,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
2477,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2478,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2479,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2480,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
2481,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
2482,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
2483,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
2484,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
2485,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
2486,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
2487,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2488,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2489,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2490,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2491,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
2492,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2493,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2494,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2495,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2496,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2497,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2498,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2499,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2500,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2501,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2502,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2503,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2504,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2505,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2506,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2507,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2508,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
2509,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
2510,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
2511,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
2512,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
2513,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
2514,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2515,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2516,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
2517,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
2518,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2519,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2520,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2521,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2522,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2523,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2524,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2525,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
2526,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2527,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
2528,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2529,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2530,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2531,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2532,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2533,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
2534,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
2535,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2536,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
2537,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
2538,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
2539,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
2540,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
2541,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2542,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
2543,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2544,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2545,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2546,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2547,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2548,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2549,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2550,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2551,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2552,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
