Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBR_M_R
2015,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2016,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2017,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2018,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
2019,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
2020,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2021,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2022,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2023,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2024,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
2025,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
2026,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2027,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2028,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2029,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
2030,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
2031,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2032,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
2033,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
2034,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
2035,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2036,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
2037,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
2038,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
2039,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
2040,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
2041,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2042,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2043,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2044,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2045,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2046,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2047,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2048,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2049,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2050,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2051,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2052,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2053,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2054,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2055,Forest,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2056,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2057,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2058,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2059,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
2060,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2061,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2062,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2063,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2064,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2065,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2066,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2067,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2068,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2069,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2070,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2071,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2072,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2073,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2074,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2075,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2076,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2077,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2078,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2079,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2080,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2081,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
2082,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2083,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2084,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2085,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2086,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
2087,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
2088,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2089,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2090,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2091,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2092,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
2093,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2094,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2095,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2096,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2097,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2098,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2099,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2100,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
2101,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2102,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2103,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2104,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2105,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2106,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2107,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2108,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2109,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2110,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2111,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2112,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2113,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Water
2114,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
2115,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
2116,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
2117,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
2118,Forest,Wetland,Water,Water,Water,Water,NULL,Water
2119,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2120,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2121,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2122,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Water
2123,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
2124,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2125,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2126,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2127,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2128,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2129,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2130,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2131,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2132,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2133,Forest,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Water
2134,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
2135,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,Water
2136,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2137,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Water
2138,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
2139,Forest,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
2140,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
2141,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2142,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
2143,Forest,Bareland,Wetland,Water,Wetland,Water,NULL,Water
2144,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
2145,Forest,Bareland,Water,NULL,Water,Bareland,NULL,Water
2146,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2147,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2148,Forest,Bareland,Water,Non_Water,Water,Water,NULL,Water
2149,Forest,Bareland,Water,Non_Water,Water,Water,Wetland,Water
2150,Forest,Bareland,Water,Non_Water,Water,Water,Water,Water
2151,Forest,Bareland,Water,Water,Water,NULL,NULL,Grassland
2152,Forest,Bareland,Water,Water,Water,Bareland,Water,Water
2153,Forest,Bareland,Water,Water,Water,Water,Water,Water
2154,Forest,Bareland,Water,Water,Water,Water,Forest,Water
2155,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2156,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2157,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
2158,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2159,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2160,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2161,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2162,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
2163,Forest,Built-up,NULL,Water,Non_Wetland,Water,Water,Forest
2164,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2165,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2166,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2167,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2168,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2169,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2170,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2171,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2172,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2173,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2174,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
2175,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
2176,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2177,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2178,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2179,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2180,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2181,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2182,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
2183,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
2184,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2185,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2186,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2187,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2188,Forest,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Forest
2189,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2190,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2191,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2192,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2193,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2194,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
2195,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Forest
2196,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
2197,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2198,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2199,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2200,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2201,Forest,Built-up,Grassland,Water,Non_Wetland,Water,Water,Forest
2202,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2203,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2204,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
2205,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2206,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
2207,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2208,Forest,Built-up,Wetland,NULL,Wetland,Water,Bareland,Forest
2209,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2210,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
2211,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2212,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
2213,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2214,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
2215,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2216,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2217,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2218,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2219,Forest,Built-up,Bareland,Water,Non_Wetland,Water,Water,Forest
2220,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2221,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2222,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2223,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2224,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2225,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2226,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
2227,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
2228,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2229,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Grassland
2230,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
2231,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2232,Forest,Built-up,Water,NULL,Water,NULL,NULL,Water
2233,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
2234,Forest,Built-up,Water,NULL,Water,Bareland,Wetland,Grassland
2235,Forest,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
2236,Forest,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
2237,Forest,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
2238,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
2239,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Water
2240,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
2241,Forest,Built-up,Water,Water,Water,NULL,NULL,Grassland
2242,Forest,Built-up,Water,Water,Water,NULL,NULL,Water
2243,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
2244,Forest,Built-up,Water,Water,Water,Water,Built-up,Forest
2245,Forest,Built-up,Water,Water,Water,Water,Water,Forest
2246,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2247,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2248,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2249,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2250,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2251,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2252,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
2253,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2254,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
2255,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2256,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
2257,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2258,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
2259,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2260,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2261,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2262,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
2263,Forest,Built-up,Forest,Water,Non_Wetland,Built-up,Wetland,Forest
2264,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2265,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2266,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2267,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2268,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2269,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2270,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
2271,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
2272,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
2273,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2274,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2275,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2276,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2277,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2278,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2279,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2280,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2281,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2282,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2283,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2284,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2285,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
2286,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
2287,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2288,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
2289,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2290,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2291,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
2292,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2293,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
2294,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
2295,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2296,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2297,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2298,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
2299,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
2300,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
2301,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2302,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2303,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
2304,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2305,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2306,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2307,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Water
2308,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
2309,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2310,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2311,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2312,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
2313,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2314,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2315,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2316,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2317,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2318,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2319,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2320,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2321,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2322,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2323,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2324,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2325,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2326,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2327,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2328,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2329,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2330,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
2331,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
2332,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
2333,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2334,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2335,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2336,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
2337,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2338,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2339,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
2340,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
2341,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
2342,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2343,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2344,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2345,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
2346,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
2347,Forest,Water,Shrubland,Water,Non_Wetland,Built-up,Wetland,Grassland
2348,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
2349,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
2350,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
2351,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2352,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2353,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2354,Forest,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
2355,Forest,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
2356,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2357,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2358,Forest,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
2359,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
2360,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2361,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
