Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPD_M_R
15860,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
15861,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
15862,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15863,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Wetland
15864,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
15865,Forest,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
15866,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
15867,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
15868,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
15869,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
15870,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
15871,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
15872,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
15873,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
15874,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
15875,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
15876,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
15877,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
15878,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
15879,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,NULL
15880,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
15881,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Cropland
15882,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
15883,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
15884,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
15885,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
15886,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
15887,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
15888,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
15889,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
15890,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Cropland
15891,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
15892,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
15893,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland,Water,Forest
15894,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
15895,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
15896,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
15897,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
15898,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
15899,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
15900,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
15901,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
15902,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
15903,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
15904,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,NULL
15905,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
15906,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
15907,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
15908,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
15909,Forest,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Forest
15910,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,NULL
15911,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
15912,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
15913,Forest,Wetland,Wetland,Water,Wetland,Bareland,NULL,Forest
15914,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Cropland
15915,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Forest
15916,Forest,Wetland,Wetland,Water,Wetland,Water,Shrubland,Water
15917,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Cropland
15918,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
15919,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
15920,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
15921,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Shrubland,Wetland
15922,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
15923,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15924,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
15925,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
15926,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
15927,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
15928,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15929,Forest,Wetland,Water,Water,Water,Water,Water,Forest
15930,Forest,Wetland,Water,Water,Water,Water,Forest,Water
15931,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
15932,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15933,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
15934,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15935,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
15936,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
15937,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
15938,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
15939,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
15940,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
15941,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
15942,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
15943,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
15944,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
15945,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
15946,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
15947,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
15948,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
15949,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
15950,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
15951,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15952,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15953,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15954,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15955,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
15956,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15957,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
15958,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15959,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
15960,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
15961,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
15962,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
15963,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
15964,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
15965,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
15966,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
15967,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
15968,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
15969,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
15970,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
15971,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15972,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15973,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
15974,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
15975,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
15976,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
15977,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
15978,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
15979,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
15980,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
15981,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
15982,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
15983,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
15984,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
15985,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
15986,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
15987,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
15988,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
15989,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
15990,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
15991,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
15992,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
15993,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
15994,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
15995,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
15996,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
15997,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
15998,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
15999,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
16000,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16001,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
16002,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
16003,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16004,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
16005,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
16006,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
16007,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
16008,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
16009,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
16010,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
16011,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16012,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
16013,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16014,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16015,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
16016,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
16017,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16018,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
16019,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
16020,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
16021,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
16022,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
16023,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
16024,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
16025,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16026,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
16027,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
16028,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
16029,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
16030,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
16031,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
16032,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
16033,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
16034,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16035,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
16036,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Water
16037,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
16038,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
16039,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
16040,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
16041,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
16042,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,NULL
16043,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
16044,Forest,Bareland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16045,Forest,Bareland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16046,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
16047,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
16048,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
16049,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
16050,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
16051,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
16052,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
16053,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
16054,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
16055,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
16056,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
16057,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
16058,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
16059,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
16060,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
16061,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
16062,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
16063,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16064,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16065,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16066,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
16067,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16068,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16069,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
16070,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
16071,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
16072,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
16073,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
16074,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
16075,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
16076,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
16077,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
16078,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
16079,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
16080,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
16081,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
16082,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
16083,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
16084,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
16085,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
16086,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
16087,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
16088,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
16089,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
16090,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
16091,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
16092,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
16093,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
16094,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
16095,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
16096,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
16097,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
16098,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
16099,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
16100,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
16101,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,NULL
16102,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
16103,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
16104,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16105,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16106,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
16107,Forest,Built-up,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
16108,Forest,Built-up,NULL,Water,Non_Wetland,Shrubland,NULL,Water
16109,Forest,Built-up,NULL,Water,Non_Wetland,Water,NULL,Grassland
16110,Forest,Built-up,NULL,Water,Non_Wetland,Forest,NULL,Forest
16111,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
16112,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
16113,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
16114,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
16115,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
16116,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
16117,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
16118,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
16119,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
16120,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
16121,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
16122,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
16123,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
16124,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
16125,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
16126,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
16127,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
16128,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
16129,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16130,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
16131,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
16132,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16133,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16134,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16135,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16136,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
16137,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16138,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16139,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16140,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16141,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16142,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
16143,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16144,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16145,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
16146,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
16147,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
16148,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
16149,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
16150,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
16151,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16152,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16153,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
16154,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16155,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16156,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
16157,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
16158,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
16159,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
16160,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
16161,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
16162,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16163,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
16164,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16165,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
16166,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
16167,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
16168,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
16169,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
16170,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
16171,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
16172,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
16173,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16174,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
16175,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
16176,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
16177,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
16178,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
16179,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
16180,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
16181,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
16182,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
16183,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
