Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRL_M_R
9550,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
9551,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
9552,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
9553,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9554,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
9555,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
9556,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
9557,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
9558,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
9559,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
9560,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
9561,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
9562,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
9563,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9564,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
9565,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
9566,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
9567,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
9568,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
9569,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
9570,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
9571,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
9572,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
9573,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
9574,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
9575,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,NULL
9576,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
9577,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9578,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
9579,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
9580,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9581,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
9582,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9583,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9584,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
9585,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9586,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9587,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9588,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
9589,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9590,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
9591,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
9592,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
9593,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
9594,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9595,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9596,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
9597,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9598,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9599,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9600,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9601,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9602,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9603,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9604,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9605,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9606,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9607,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9608,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9609,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9610,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9611,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9612,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
9613,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9614,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9615,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
9616,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
9617,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
9618,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9619,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9620,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9621,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
9622,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9623,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9624,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9625,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9626,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9627,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9628,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9629,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9630,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9631,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9632,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
9633,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9634,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
9635,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
9636,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9637,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
9638,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9639,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9640,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9641,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
9642,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
9643,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9644,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9645,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,NULL
9646,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
9647,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
9648,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,NULL
9649,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
9650,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
9651,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9652,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9653,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
9654,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
9655,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
9656,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9657,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9658,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
9659,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9660,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
9661,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
9662,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9663,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
9664,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9665,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
9666,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
9667,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
9668,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9669,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9670,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
9671,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
9672,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9673,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9674,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9675,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9676,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9677,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9678,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
9679,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
9680,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9681,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
9682,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
9683,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Forest
9684,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
9685,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
9686,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
9687,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Forest
9688,Forest,NULL,Grassland,Water,Non_Wetland,Water,NULL,Water
9689,Forest,NULL,Grassland,Water,Non_Wetland,Water,NULL,Forest
9690,Forest,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
9691,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9692,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9693,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9694,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9695,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9696,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9697,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9698,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9699,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9700,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9701,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9702,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
9703,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
9704,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9705,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9706,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9707,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9708,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
9709,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9710,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
9711,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9712,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9713,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9714,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
9715,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9716,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
9717,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9718,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9719,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
9720,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9721,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9722,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9723,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9724,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9725,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9726,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
9727,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9728,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9729,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9730,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9731,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9732,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9733,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9734,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9735,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9736,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9737,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9738,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9739,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9740,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9741,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
9742,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9743,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
9744,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
9745,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9746,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
9747,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
9748,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
9749,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
9750,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
9751,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9752,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9753,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9754,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9755,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9756,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
9757,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9758,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9759,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9760,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9761,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9762,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9763,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9764,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9765,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9766,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9767,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9768,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9769,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9770,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
9771,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9772,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9773,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9774,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9775,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9776,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9777,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9778,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9779,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9780,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
9781,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9782,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9783,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9784,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9785,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9786,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9787,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9788,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9789,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9790,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9791,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9792,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9793,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
9794,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9795,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9796,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
9797,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9798,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
9799,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
9800,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9801,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
9802,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9803,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9804,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9805,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
9806,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9807,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
9808,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
9809,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9810,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
9811,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
9812,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
9813,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9814,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
9815,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
9816,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9817,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9818,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9819,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
9820,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9821,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
9822,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9823,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
9824,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
9825,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9826,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
9827,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9828,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
9829,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
9830,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9831,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,NULL
9832,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
9833,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9834,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9835,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
9836,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9837,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
9838,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9839,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9840,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9841,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
9842,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9843,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9844,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9845,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9846,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9847,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
9848,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9849,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9850,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9851,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9852,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9853,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9854,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
9855,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9856,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
9857,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9858,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9859,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9860,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
9861,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
9862,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
9863,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
9864,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9865,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
9866,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
9867,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
9868,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
9869,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
9870,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
9871,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
9872,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
9873,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
9874,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
