Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R
18678,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
18679,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Shrubland,Forest
18680,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
18681,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
18682,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
18683,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
18684,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,NULL
18685,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
18686,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
18687,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Cropland
18688,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
18689,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
18690,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
18691,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
18692,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
18693,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
18694,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
18695,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
18696,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
18697,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
18698,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
18699,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
18700,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
18701,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
18702,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Forest
18703,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
18704,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
18705,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
18706,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
18707,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
18708,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
18709,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
18710,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
18711,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
18712,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
18713,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
18714,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
18715,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
18716,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
18717,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
18718,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
18719,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
18720,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
18721,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
18722,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
18723,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
18724,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
18725,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
18726,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
18727,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
18728,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
18729,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Cropland
18730,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
18731,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
18732,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
18733,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
18734,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
18735,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
18736,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
18737,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
18738,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
18739,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
18740,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
18741,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
18742,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
18743,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
18744,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
18745,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
18746,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
18747,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
18748,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
18749,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
18750,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
18751,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
18752,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Forest,Forest
18753,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
18754,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
18755,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
18756,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
18757,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
18758,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
18759,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,NULL
18760,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
18761,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
18762,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
18763,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
18764,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
18765,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
18766,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
18767,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
18768,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
18769,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,NULL
18770,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
18771,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
18772,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
18773,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
18774,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
18775,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Cropland
18776,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
18777,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
18778,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
18779,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
18780,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,NULL
18781,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
18782,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
18783,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
18784,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,NULL
18785,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
18786,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
18787,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
18788,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
18789,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
18790,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
18791,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,NULL
18792,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
18793,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
18794,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Water
18795,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Forest
18796,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
18797,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
18798,Forest,Forest,Wetland,Water,Wetland,Shrubland,NULL,Forest
18799,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
18800,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
18801,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
18802,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Forest
18803,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Grassland
18804,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
18805,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
18806,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
18807,Forest,Forest,Wetland,Water,Wetland,Wetland,Shrubland,NULL
18808,Forest,Forest,Wetland,Water,Wetland,Wetland,Shrubland,Forest
18809,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
18810,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
18811,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
18812,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
18813,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
18814,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
18815,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
18816,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
18817,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
18818,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
18819,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
18820,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
18821,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
18822,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
18823,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
18824,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
18825,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
18826,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
18827,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
18828,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18829,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
18830,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
18831,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
18832,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
18833,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
18834,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
18835,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
18836,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
18837,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Shrubland,Water
18838,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
18839,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
18840,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
18841,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
18842,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
18843,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
18844,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
18845,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
18846,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
18847,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
18848,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
18849,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18850,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18851,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
18852,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18853,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
18854,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
18855,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
18856,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
18857,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
18858,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18859,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
18860,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
18861,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
18862,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
18863,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
18864,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
18865,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Wetland
18866,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
18867,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
18868,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18869,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
18870,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
18871,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
18872,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
18873,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
18874,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
18875,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
18876,Forest,Forest,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
18877,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
18878,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Grassland
18879,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Forest
18880,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
18881,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
18882,Forest,Forest,Water,NULL,Water,NULL,Forest,NULL
18883,Forest,Forest,Water,NULL,Water,NULL,Forest,Grassland
18884,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
18885,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Forest
18886,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,NULL
18887,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Grassland
18888,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Water
18889,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
18890,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Grassland
18891,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
18892,Forest,Forest,Water,NULL,Water,Shrubland,Water,Forest
18893,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Grassland
18894,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
18895,Forest,Forest,Water,NULL,Water,Wetland,NULL,Grassland
18896,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
18897,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,NULL
18898,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Water
18899,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Forest
18900,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
18901,Forest,Forest,Water,NULL,Water,Wetland,Water,NULL
18902,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
18903,Forest,Forest,Water,NULL,Water,Wetland,Forest,NULL
18904,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
18905,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
18906,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
18907,Forest,Forest,Water,NULL,Water,Bareland,NULL,Forest
18908,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Water
18909,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Forest
18910,Forest,Forest,Water,NULL,Water,Bareland,Grassland,NULL
18911,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Water
18912,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
18913,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Water
18914,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
18915,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
18916,Forest,Forest,Water,NULL,Water,Bareland,Forest,Water
18917,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
18918,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
18919,Forest,Forest,Water,NULL,Water,Water,Shrubland,Water
18920,Forest,Forest,Water,NULL,Water,Water,Shrubland,Forest
18921,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
18922,Forest,Forest,Water,NULL,Water,Water,Water,Water
18923,Forest,Forest,Water,NULL,Water,Water,Water,Forest
18924,Forest,Forest,Water,NULL,Water,Water,Forest,Water
18925,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
18926,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
18927,Forest,Forest,Water,NULL,Water,Forest,Shrubland,NULL
18928,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Forest
18929,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
18930,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
18931,Forest,Forest,Water,NULL,Water,Forest,Water,Water
18932,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
18933,Forest,Forest,Water,NULL,Water,Forest,Forest,Grassland
18934,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
18935,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
18936,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
18937,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
18938,Forest,Forest,Water,Non_Water,Water,NULL,Shrubland,NULL
18939,Forest,Forest,Water,Non_Water,Water,NULL,Shrubland,Grassland
18940,Forest,Forest,Water,Non_Water,Water,NULL,Shrubland,Forest
18941,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
18942,Forest,Forest,Water,Non_Water,Water,NULL,Water,Grassland
18943,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
18944,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
18945,Forest,Forest,Water,Non_Water,Water,Shrubland,NULL,Grassland
18946,Forest,Forest,Water,Non_Water,Water,Shrubland,NULL,Forest
18947,Forest,Forest,Water,Non_Water,Water,Shrubland,Shrubland,NULL
18948,Forest,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
18949,Forest,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Forest
18950,Forest,Forest,Water,Non_Water,Water,Shrubland,Grassland,NULL
18951,Forest,Forest,Water,Non_Water,Water,Shrubland,Wetland,Forest
18952,Forest,Forest,Water,Non_Water,Water,Shrubland,Water,Grassland
18953,Forest,Forest,Water,Non_Water,Water,Shrubland,Water,Forest
18954,Forest,Forest,Water,Non_Water,Water,Shrubland,Forest,Grassland
18955,Forest,Forest,Water,Non_Water,Water,Shrubland,Forest,Forest
18956,Forest,Forest,Water,Non_Water,Water,Wetland,NULL,NULL
18957,Forest,Forest,Water,Non_Water,Water,Wetland,NULL,Forest
18958,Forest,Forest,Water,Non_Water,Water,Wetland,Shrubland,NULL
18959,Forest,Forest,Water,Non_Water,Water,Wetland,Shrubland,Grassland
18960,Forest,Forest,Water,Non_Water,Water,Wetland,Shrubland,Forest
18961,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
18962,Forest,Forest,Water,Non_Water,Water,Wetland,Water,NULL
18963,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
18964,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
18965,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
18966,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
18967,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,NULL
18968,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Wetland
18969,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
18970,Forest,Forest,Water,Non_Water,Water,Bareland,NULL,Forest
18971,Forest,Forest,Water,Non_Water,Water,Bareland,Shrubland,Forest
18972,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
18973,Forest,Forest,Water,Non_Water,Water,Bareland,Bareland,Forest
18974,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Water
18975,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
18976,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Wetland
18977,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Forest
18978,Forest,Forest,Water,Non_Water,Water,Water,NULL,Grassland
18979,Forest,Forest,Water,Non_Water,Water,Water,NULL,Forest
18980,Forest,Forest,Water,Non_Water,Water,Water,Shrubland,NULL
18981,Forest,Forest,Water,Non_Water,Water,Water,Shrubland,Forest
18982,Forest,Forest,Water,Non_Water,Water,Water,Wetland,NULL
18983,Forest,Forest,Water,Non_Water,Water,Water,Water,NULL
18984,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
18985,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
18986,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
18987,Forest,Forest,Water,Non_Water,Water,Water,Forest,Grassland
18988,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
18989,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
18990,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
18991,Forest,Forest,Water,Non_Water,Water,Forest,Shrubland,Forest
18992,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Forest
18993,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
18994,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
18995,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
18996,Forest,Forest,Water,Non_Water,Water,Forest,Forest,NULL
18997,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Water
18998,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
18999,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
19000,Forest,Forest,Water,Water,Water,NULL,NULL,Water
19001,Forest,Forest,Water,Water,Water,NULL,Water,Water
19002,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
19003,Forest,Forest,Water,Water,Water,Shrubland,NULL,Forest
19004,Forest,Forest,Water,Water,Water,Shrubland,Shrubland,Forest
19005,Forest,Forest,Water,Water,Water,Shrubland,Grassland,Bareland
19006,Forest,Forest,Water,Water,Water,Shrubland,Wetland,Forest
19007,Forest,Forest,Water,Water,Water,Shrubland,Water,NULL
19008,Forest,Forest,Water,Water,Water,Shrubland,Water,Water
19009,Forest,Forest,Water,Water,Water,Shrubland,Water,Forest
19010,Forest,Forest,Water,Water,Water,Shrubland,Forest,Forest
19011,Forest,Forest,Water,Water,Water,Wetland,Shrubland,Water
19012,Forest,Forest,Water,Water,Water,Wetland,Water,NULL
19013,Forest,Forest,Water,Water,Water,Wetland,Water,Water
19014,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
19015,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
19016,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
19017,Forest,Forest,Water,Water,Water,Bareland,Shrubland,Forest
19018,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
19019,Forest,Forest,Water,Water,Water,Bareland,Bareland,Water
19020,Forest,Forest,Water,Water,Water,Bareland,Bareland,Forest
19021,Forest,Forest,Water,Water,Water,Bareland,Water,Wetland
19022,Forest,Forest,Water,Water,Water,Bareland,Water,Water
19023,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
19024,Forest,Forest,Water,Water,Water,Bareland,Forest,Water
19025,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
19026,Forest,Forest,Water,Water,Water,Water,NULL,Cropland
19027,Forest,Forest,Water,Water,Water,Water,NULL,Water
19028,Forest,Forest,Water,Water,Water,Water,Shrubland,NULL
19029,Forest,Forest,Water,Water,Water,Water,Shrubland,Water
19030,Forest,Forest,Water,Water,Water,Water,Shrubland,Forest
19031,Forest,Forest,Water,Water,Water,Water,Water,NULL
19032,Forest,Forest,Water,Water,Water,Water,Water,Grassland
19033,Forest,Forest,Water,Water,Water,Water,Water,Water
19034,Forest,Forest,Water,Water,Water,Water,Water,Forest
19035,Forest,Forest,Water,Water,Water,Water,Forest,Forest
19036,Forest,Forest,Water,Water,Water,Forest,NULL,Grassland
19037,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
19038,Forest,Forest,Water,Water,Water,Forest,Shrubland,Forest
19039,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
19040,Forest,Forest,Water,Water,Water,Forest,Water,NULL
19041,Forest,Forest,Water,Water,Water,Forest,Water,Water
19042,Forest,Forest,Water,Water,Water,Forest,Water,Forest
19043,Forest,Forest,Water,Water,Water,Forest,Forest,NULL
19044,Forest,Forest,Water,Water,Water,Forest,Forest,Grassland
