Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MCN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MCN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MCN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MCN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MCN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MCN_M_R
656,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
657,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
658,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
659,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
660,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
661,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
662,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
663,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
664,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
665,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
666,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
667,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
668,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
669,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
670,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
671,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
672,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
673,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
674,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
675,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
676,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
677,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
678,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
679,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
680,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
681,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
682,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
683,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
684,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
685,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
686,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
687,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
688,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
689,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
690,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
691,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
692,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
693,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
694,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
695,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
696,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
697,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
698,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
699,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
700,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
701,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
702,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
703,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
704,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
705,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
706,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
707,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
708,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
709,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
710,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
711,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
712,Bareland,Bareland,Wetland,Water,NULL,Bareland,Bareland,Bareland
713,Bareland,Bareland,Wetland,Water,NULL,Bareland,Bareland,Water
714,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland,Bareland
715,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
716,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
717,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
718,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
719,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Bareland
720,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
721,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
722,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
723,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
724,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
725,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Water
726,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Built-up,Bareland
727,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Bareland
728,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Bareland,Bareland
729,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
730,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
731,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
732,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
733,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
734,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
735,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
736,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
737,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
738,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
739,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
740,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
741,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
742,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
743,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
744,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
745,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Bareland
746,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
747,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
748,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
749,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
750,Bareland,Bareland,Water,Water,NULL,Bareland,Bareland,Bareland
751,Bareland,Bareland,Water,Water,NULL,Water,Bareland,Bareland
752,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
753,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
754,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
755,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
756,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
757,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
758,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
759,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
760,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
761,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
762,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
763,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
764,Bareland,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
765,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
766,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
767,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
768,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
769,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
770,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
771,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
772,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
773,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
774,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
775,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
776,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
777,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
778,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
779,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
780,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
781,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
782,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
783,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
784,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
785,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
786,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
787,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
788,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
789,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
790,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
791,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
792,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
793,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
794,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
795,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
796,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
797,Bareland,Built-up,Wetland,Water,NULL,Bareland,Bareland,Bareland
798,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
799,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
800,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,Grassland
801,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,Forest
802,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
803,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
804,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Grassland
805,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
806,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Grassland
807,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
808,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
809,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
810,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
811,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
812,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
813,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
814,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
815,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
816,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
817,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
818,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
819,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
820,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
821,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
822,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
823,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
824,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
825,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
826,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
827,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
828,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
829,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
830,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
831,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
832,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
833,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
834,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
835,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
836,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
837,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
838,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
839,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
840,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
841,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
842,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
843,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
844,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
845,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
846,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
847,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
848,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
849,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
850,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
851,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
852,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
853,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
854,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
855,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
856,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
857,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
858,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
859,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
860,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
861,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
862,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
863,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
864,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
865,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
866,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
867,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
868,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
869,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
870,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
871,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
872,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
873,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
874,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
875,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
876,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
877,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
878,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
879,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
880,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
881,Bareland,Water,Wetland,Water,NULL,Bareland,Built-up,Bareland
882,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
883,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
884,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
885,Bareland,Water,Wetland,Water,Wetland,Bareland,Built-up,Bareland
886,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
887,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
888,Bareland,Water,Wetland,Water,Wetland,Water,Built-up,Bareland
889,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
890,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
891,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
892,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Bareland
893,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Grassland
894,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
895,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Water
896,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Bareland
897,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Bareland
898,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
899,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
900,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
901,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
902,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
903,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
904,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
905,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
906,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
907,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
908,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
909,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
910,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
911,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
912,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
913,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
914,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
915,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
916,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
917,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
918,Bareland,Water,Water,Water,NULL,Bareland,Bareland,Bareland
919,Bareland,Water,Water,Water,NULL,Bareland,Bareland,Water
920,Bareland,Water,Water,Water,Water,Bareland,Water,Water
921,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
922,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
923,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
924,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
925,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
926,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
927,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
928,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
929,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
930,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
931,Bareland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
932,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
933,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
934,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
935,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
936,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
937,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
938,Water,NULL,Wetland,NULL,NULL,NULL,NULL,NULL
939,Water,NULL,Wetland,Water,NULL,NULL,NULL,Water
940,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
941,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
942,Water,NULL,Water,NULL,NULL,NULL,NULL,NULL
943,Water,NULL,Water,NULL,NULL,NULL,NULL,Water
944,Water,NULL,Water,Water,NULL,NULL,NULL,Water
945,Water,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
946,Water,Bareland,NULL,Water,Non_Wetland,Water,Bareland,Bareland
947,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Water
948,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
949,Water,Bareland,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
950,Water,Bareland,Wetland,NULL,Wetland,Water,Bareland,Bareland
951,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
952,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
953,Water,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
954,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
955,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
956,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
957,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
958,Water,Bareland,Built-up,Water,Non_Wetland,Water,Bareland,Water
959,Water,Bareland,Water,Water,NULL,Bareland,Bareland,Water
960,Water,Bareland,Water,Water,NULL,Water,Water,Water
961,Water,Bareland,Water,Water,Water,Water,Bareland,Water
962,Water,Bareland,Water,Water,Water,Water,Water,Water
963,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
964,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
965,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
966,Water,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
967,Water,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
968,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Water
969,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
970,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
971,Water,Built-up,NULL,Water,Non_Wetland,Water,Water,Wetland
972,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
973,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
974,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
975,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
976,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
977,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
978,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
979,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
980,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
981,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
982,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
983,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
