Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHA_M_R
1515,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1516,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
1517,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1518,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1519,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1520,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1521,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1522,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
1523,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1524,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1525,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1526,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1527,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1528,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1529,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1530,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1531,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1532,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1533,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1534,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1535,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1536,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1537,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1538,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1539,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1540,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1541,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1542,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1543,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1544,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1545,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
1546,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1547,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1548,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1549,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1550,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1551,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1552,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1553,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1554,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1555,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
1556,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
1557,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,NULL,Forest
1558,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1559,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1560,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Water,Forest
1561,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1562,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Forest,Forest
1563,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland,NULL,Forest
1564,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1565,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1566,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water,NULL,Forest
1567,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest,NULL,Forest
1568,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest,Forest,Grassland
1569,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1570,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1571,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1572,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1573,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1574,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1575,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1576,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1577,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1578,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1579,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1580,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1581,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1582,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1583,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1584,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
1585,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1586,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1587,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1588,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1589,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1590,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1591,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1592,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1593,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1594,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1595,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1596,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1597,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1598,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1599,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1600,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1601,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1602,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1603,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1604,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1605,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1606,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1607,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1608,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1609,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1610,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1611,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1612,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1613,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1614,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1615,Permanent_ice_and_snow,Forest,Water,NULL,Water,Grassland,Forest,Grassland
1616,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1617,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1618,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1619,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1620,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1621,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1622,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1623,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1624,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1625,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1626,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1627,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1628,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1629,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1630,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1631,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1632,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1633,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1634,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1635,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1636,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1637,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1638,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1639,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1640,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1641,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1642,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1643,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1644,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1645,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1646,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1647,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1648,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1649,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1650,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1651,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1652,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1653,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1654,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1655,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1656,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1657,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1658,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1659,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1660,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1661,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1662,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
1663,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1664,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1665,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1666,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1667,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1668,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1669,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1670,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1671,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1672,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1673,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1674,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1675,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1676,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1677,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
1678,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1679,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1680,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1681,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
1682,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1683,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1684,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
1685,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1686,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1687,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1688,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1689,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1690,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1691,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1692,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1693,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1694,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1695,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1696,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1697,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1698,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1699,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1700,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1701,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1702,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1703,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
1704,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1705,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1706,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1707,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
1708,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
1709,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1710,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
1711,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1712,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1713,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1714,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1715,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1716,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1717,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1718,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1719,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1720,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1721,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1722,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1723,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
1724,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1725,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1726,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1727,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1728,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1729,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1730,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1731,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Bareland
1732,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1733,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1734,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1735,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1736,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1737,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1738,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1739,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1740,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1741,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1742,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1743,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1744,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1745,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1746,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1747,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1748,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1749,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1750,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1751,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1752,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1753,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
1754,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1755,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1756,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1757,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1758,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Bareland
1759,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1760,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1761,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1762,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1763,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1764,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1765,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1766,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1767,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1768,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1769,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1770,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1771,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
1772,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
1773,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
1774,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1775,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1776,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1777,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1778,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1779,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1780,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1781,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1782,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
1783,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1784,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1785,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1786,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1787,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
1788,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1789,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1790,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1791,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1792,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1793,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1794,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1795,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1796,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1797,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1798,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1799,Forest,NULL,Water,NULL,Water,Grassland,NULL,NULL
1800,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1801,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
1802,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1803,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1804,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Water
1805,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1806,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
1807,Forest,NULL,Water,NULL,Water,Grassland,Water,Bareland
1808,Forest,NULL,Water,NULL,Water,Grassland,Water,Water
1809,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
1810,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1811,Forest,NULL,Water,NULL,Water,Grassland,Forest,Bareland
1812,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
1813,Forest,NULL,Water,NULL,Water,Wetland,NULL,Grassland
1814,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
1815,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1816,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Bareland
1817,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1818,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
1819,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
1820,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
1821,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
1822,Forest,NULL,Water,NULL,Water,Water,NULL,NULL
1823,Forest,NULL,Water,NULL,Water,Water,NULL,Grassland
1824,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
1825,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
1826,Forest,NULL,Water,NULL,Water,Water,Grassland,Bareland
1827,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
1828,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1829,Forest,NULL,Water,NULL,Water,Water,Water,Bareland
1830,Forest,NULL,Water,NULL,Water,Water,Water,Forest
1831,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
1832,Forest,NULL,Water,NULL,Water,Forest,NULL,Grassland
