Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFB_M_R
10130,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
10131,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
10132,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
10133,Water,Water,Wetland,Water,Wetland,Forest,NULL,Grassland
10134,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
10135,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
10136,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
10137,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
10138,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
10139,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
10140,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
10141,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
10142,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
10143,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
10144,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
10145,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
10146,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
10147,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
10148,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
10149,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
10150,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
10151,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
10152,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
10153,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
10154,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
10155,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Wetland
10156,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Built-up
10157,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
10158,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
10159,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
10160,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
10161,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
10162,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Built-up
10163,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
10164,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
10165,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
10166,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
10167,Water,Water,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
10168,Water,Water,Bareland,NULL,Non_Wetland,Cropland,NULL,Water
10169,Water,Water,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
10170,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Wetland,Forest
10171,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Water,Grassland
10172,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Water,Water
10173,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Water,Forest
10174,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
10175,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
10176,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
10177,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
10178,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
10179,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10180,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10181,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
10182,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
10183,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
10184,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
10185,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
10186,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
10187,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
10188,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
10189,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
10190,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Wetland
10191,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
10192,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
10193,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
10194,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
10195,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
10196,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
10197,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
10198,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
10199,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Cropland
10200,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
10201,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
10202,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
10203,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
10204,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
10205,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
10206,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
10207,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
10208,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
10209,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
10210,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
10211,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
10212,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Grassland
10213,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Wetland
10214,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
10215,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
10216,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
10217,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
10218,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10219,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
10220,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
10221,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
10222,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10223,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
10224,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
10225,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
10226,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Water
10227,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
10228,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Cropland
10229,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
10230,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
10231,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
10232,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
10233,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
10234,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
10235,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Water
10236,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
10237,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland,Water,Grassland
10238,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland,Water,Water
10239,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland,Water,Forest
10240,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10241,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Water
10242,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10243,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10244,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
10245,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10246,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
10247,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
10248,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
10249,Water,Water,Bareland,Non_Water,Non_Wetland,Built-up,Water,Grassland
10250,Water,Water,Bareland,Non_Water,Non_Wetland,Built-up,Water,Water
10251,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
10252,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
10253,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Bareland
10254,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
10255,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
10256,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
10257,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
10258,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
10259,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
10260,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
10261,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
10262,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
10263,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
10264,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
10265,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
10266,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
10267,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
10268,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
10269,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
10270,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Wetland
10271,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Water
10272,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
10273,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
10274,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
10275,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
10276,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Grassland
10277,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Cropland
10278,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
10279,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
10280,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
10281,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
10282,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
10283,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
10284,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
10285,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
10286,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
10287,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Cropland
10288,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Bareland
10289,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
10290,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
10291,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest,Water
10292,Water,Water,Bareland,Water,Non_Wetland,Cropland,NULL,Water
10293,Water,Water,Bareland,Water,Non_Wetland,Cropland,Water,Bareland
10294,Water,Water,Bareland,Water,Non_Wetland,Cropland,Water,Water
10295,Water,Water,Bareland,Water,Non_Wetland,Cropland,Water,Forest
10296,Water,Water,Bareland,Water,Non_Wetland,Wetland,NULL,Water
10297,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
10298,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
10299,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
10300,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
10301,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Water
10302,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
10303,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
10304,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
10305,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
10306,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
10307,Water,Water,Bareland,Water,Non_Wetland,Water,Built-up,Water
10308,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
10309,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Cropland
10310,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
10311,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
10312,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
10313,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
10314,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
10315,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Water
10316,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Forest
10317,Water,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
10318,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Bareland
10319,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
10320,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
10321,Water,Water,Bareland,Water,Non_Wetland,Forest,Forest,Water
10322,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10323,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10324,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
10325,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
10326,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10327,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
10328,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
10329,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
10330,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
10331,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
10332,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
10333,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
10334,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
10335,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
10336,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
10337,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
10338,Water,Water,Built-up,NULL,Non_Wetland,Cropland,NULL,Water
10339,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
10340,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
10341,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10342,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10343,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10344,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
10345,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
10346,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
10347,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
10348,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
10349,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
10350,Water,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
10351,Water,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Water
10352,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10353,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10354,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10355,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
10356,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
10357,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
10358,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Water
10359,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
10360,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Wetland
10361,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
10362,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
10363,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
10364,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
10365,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
10366,Water,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
10367,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
10368,Water,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Water
10369,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
10370,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
10371,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
10372,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
10373,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
10374,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
10375,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
10376,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
10377,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
10378,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
10379,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland,Water,Grassland
10380,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland,Water,Water
10381,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
10382,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
10383,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
10384,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
10385,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
10386,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
10387,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
10388,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
10389,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
10390,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Water,Bareland
10391,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Water,Water
10392,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
10393,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Built-up
10394,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
10395,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
10396,Water,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Water
10397,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
10398,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Built-up
10399,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
10400,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Forest
10401,Water,Water,Built-up,Water,Non_Wetland,Cropland,Water,Bareland
10402,Water,Water,Built-up,Water,Non_Wetland,Cropland,Water,Water
10403,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
10404,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
10405,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
10406,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
10407,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
10408,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
10409,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
10410,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
10411,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
10412,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
10413,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Water
10414,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
10415,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
10416,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
10417,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
10418,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
10419,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
10420,Water,Water,Water,NULL,Water,NULL,NULL,Built-up
10421,Water,Water,Water,NULL,Water,NULL,NULL,Water
10422,Water,Water,Water,NULL,Water,NULL,NULL,Forest
10423,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
10424,Water,Water,Water,NULL,Water,NULL,Grassland,Water
10425,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
10426,Water,Water,Water,NULL,Water,NULL,Wetland,Water
10427,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
10428,Water,Water,Water,NULL,Water,NULL,Bareland,Grassland
10429,Water,Water,Water,NULL,Water,NULL,Bareland,Bareland
10430,Water,Water,Water,NULL,Water,NULL,Bareland,Water
10431,Water,Water,Water,NULL,Water,NULL,Bareland,Forest
10432,Water,Water,Water,NULL,Water,NULL,Built-up,Built-up
10433,Water,Water,Water,NULL,Water,NULL,Built-up,Water
10434,Water,Water,Water,NULL,Water,NULL,Water,Grassland
10435,Water,Water,Water,NULL,Water,NULL,Water,Cropland
10436,Water,Water,Water,NULL,Water,NULL,Water,Wetland
10437,Water,Water,Water,NULL,Water,NULL,Water,Bareland
10438,Water,Water,Water,NULL,Water,NULL,Water,Built-up
10439,Water,Water,Water,NULL,Water,NULL,Water,Water
10440,Water,Water,Water,NULL,Water,NULL,Water,Forest
10441,Water,Water,Water,NULL,Water,NULL,Forest,Water
10442,Water,Water,Water,NULL,Water,NULL,Forest,Forest
10443,Water,Water,Water,NULL,Water,Cropland,NULL,Grassland
10444,Water,Water,Water,NULL,Water,Cropland,NULL,Water
10445,Water,Water,Water,NULL,Water,Cropland,Water,Grassland
10446,Water,Water,Water,NULL,Water,Cropland,Water,Cropland
10447,Water,Water,Water,NULL,Water,Cropland,Water,Water
10448,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
10449,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
10450,Water,Water,Water,NULL,Water,Wetland,NULL,Water
10451,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
10452,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
10453,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
10454,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
10455,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
10456,Water,Water,Water,NULL,Water,Wetland,Built-up,Forest
10457,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
10458,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
10459,Water,Water,Water,NULL,Water,Wetland,Water,Water
10460,Water,Water,Water,NULL,Water,Wetland,Water,Forest
10461,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
10462,Water,Water,Water,NULL,Water,Bareland,Built-up,Built-up
10463,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
10464,Water,Water,Water,NULL,Water,Bareland,Water,Water
10465,Water,Water,Water,NULL,Water,Built-up,Built-up,Grassland
10466,Water,Water,Water,NULL,Water,Built-up,Built-up,Built-up
10467,Water,Water,Water,NULL,Water,Built-up,Built-up,Water
10468,Water,Water,Water,NULL,Water,Built-up,Water,Built-up
10469,Water,Water,Water,NULL,Water,Built-up,Water,Water
10470,Water,Water,Water,NULL,Water,Water,NULL,Grassland
10471,Water,Water,Water,NULL,Water,Water,NULL,Cropland
10472,Water,Water,Water,NULL,Water,Water,NULL,Wetland
10473,Water,Water,Water,NULL,Water,Water,NULL,Water
10474,Water,Water,Water,NULL,Water,Water,NULL,Forest
10475,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
10476,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
10477,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
10478,Water,Water,Water,NULL,Water,Water,Wetland,Water
10479,Water,Water,Water,NULL,Water,Water,Wetland,Forest
10480,Water,Water,Water,NULL,Water,Water,Bareland,Water
10481,Water,Water,Water,NULL,Water,Water,Built-up,Grassland
10482,Water,Water,Water,NULL,Water,Water,Built-up,Water
10483,Water,Water,Water,NULL,Water,Water,Water,Grassland
10484,Water,Water,Water,NULL,Water,Water,Water,Cropland
10485,Water,Water,Water,NULL,Water,Water,Water,Wetland
10486,Water,Water,Water,NULL,Water,Water,Water,Water
10487,Water,Water,Water,NULL,Water,Water,Water,Forest
10488,Water,Water,Water,NULL,Water,Water,Forest,Grassland
10489,Water,Water,Water,NULL,Water,Water,Forest,Wetland
10490,Water,Water,Water,NULL,Water,Water,Forest,Water
10491,Water,Water,Water,NULL,Water,Water,Forest,Forest
10492,Water,Water,Water,NULL,Water,Forest,NULL,Cropland
10493,Water,Water,Water,NULL,Water,Forest,NULL,Water
10494,Water,Water,Water,NULL,Water,Forest,NULL,Forest
10495,Water,Water,Water,NULL,Water,Forest,Wetland,Water
10496,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
10497,Water,Water,Water,NULL,Water,Forest,Water,Grassland
10498,Water,Water,Water,NULL,Water,Forest,Water,Wetland
10499,Water,Water,Water,NULL,Water,Forest,Water,Water
10500,Water,Water,Water,NULL,Water,Forest,Water,Forest
10501,Water,Water,Water,NULL,Water,Forest,Forest,Water
10502,Water,Water,Water,NULL,Water,Forest,Forest,Forest
