Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWF_M_R
718,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
719,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
720,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
721,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
722,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
723,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
724,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
725,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
726,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
727,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
728,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
729,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
730,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
731,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
732,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
733,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
734,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
735,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
736,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
737,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
738,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
739,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
740,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
741,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
742,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
743,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
744,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
745,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
746,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
747,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
748,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
749,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
750,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
751,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
752,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
753,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
754,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
755,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
756,Forest,Water,Water,NULL,Water,NULL,NULL,Water
757,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
758,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
759,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
760,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
761,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
762,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
763,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
764,Forest,Water,Water,Water,Water,NULL,NULL,Water
765,Forest,Water,Water,Water,Water,NULL,NULL,Forest
766,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
767,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
768,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
769,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
770,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
771,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
772,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
773,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
774,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
775,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
776,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
777,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
778,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
779,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
780,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
781,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
782,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
783,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
784,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
785,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
786,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
787,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
788,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
789,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
790,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
791,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
792,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
793,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
794,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
795,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
796,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
797,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
798,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
799,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
800,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
801,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
802,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
803,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
804,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
805,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
806,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
807,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
808,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
809,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
810,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
811,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
812,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
813,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
814,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
815,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
816,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
817,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
818,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
819,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
820,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
821,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
822,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
823,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
824,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
825,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
826,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
827,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
828,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
829,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
830,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
831,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
832,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
833,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
834,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
835,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
836,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
837,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
838,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
839,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
840,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
841,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
842,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
843,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
844,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
845,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
846,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
847,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
848,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
849,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
850,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
851,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
852,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
853,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
854,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
855,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
856,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
857,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
858,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
859,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
860,Forest,Forest,Water,Water,Water,NULL,NULL,NULL
861,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
862,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
863,Forest,Forest,Water,Water,Water,NULL,NULL,Water
864,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
865,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
866,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
867,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
868,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
869,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
870,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
871,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
872,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
873,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
874,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
875,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
