Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQU_M_R
2254,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2255,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2256,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2257,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2258,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2259,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2260,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2261,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2262,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2263,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2264,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2265,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2266,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2267,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2268,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2269,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2270,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2271,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2272,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2273,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2274,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2275,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
2276,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2277,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2278,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
2279,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2280,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2281,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2282,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2283,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2284,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2285,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2286,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2287,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2288,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
2289,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2290,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2291,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2292,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2293,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2294,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2295,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
2296,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2297,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2298,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2299,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2300,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2301,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2302,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2303,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2304,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2305,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2306,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2307,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2308,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2309,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2310,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2311,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2312,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2313,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2314,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2315,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2316,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2317,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2318,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
2319,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2320,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2321,Water,Water,Water,NULL,Water,NULL,NULL,Built-up
2322,Water,Water,Water,NULL,Water,NULL,NULL,Water
2323,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2324,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
2325,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2326,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2327,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2328,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2329,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2330,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2331,Water,Water,Water,Water,Water,NULL,NULL,NULL
2332,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2333,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2334,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2335,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2336,Water,Water,Water,Water,Water,NULL,NULL,Water
2337,Water,Water,Water,Water,Water,NULL,NULL,Forest
2338,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2339,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2340,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2341,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2342,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2343,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2344,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2345,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2346,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2347,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2348,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2349,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2350,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2351,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2352,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
2353,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2354,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2355,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2356,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2357,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2358,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2359,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2360,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2361,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2362,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2363,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2364,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2365,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2366,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2367,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2368,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2369,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2370,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2371,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2372,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2373,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2374,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2375,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2376,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2377,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2378,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2379,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2380,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2381,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
2382,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2383,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2384,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2385,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2386,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
2387,Water,Forest,Water,NULL,Water,NULL,NULL,Wetland
2388,Water,Forest,Water,NULL,Water,NULL,NULL,Water
2389,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2390,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2391,Water,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
2392,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2393,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2394,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
2395,Water,Forest,Water,Water,Water,NULL,NULL,Cropland
2396,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
2397,Water,Forest,Water,Water,Water,NULL,NULL,Water
2398,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2399,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2400,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2401,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2402,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2403,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2404,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2405,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2406,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2407,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2408,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2409,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2410,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2411,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2412,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2413,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2414,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
2415,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2416,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2417,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2418,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2419,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2420,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2421,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2422,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2423,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2424,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2425,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2426,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2427,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2428,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2429,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2430,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2431,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2432,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2433,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2434,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2435,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2436,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2437,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2438,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2439,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2440,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2441,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2442,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2443,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2444,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2445,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2446,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2447,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2448,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2449,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2450,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2451,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2452,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2453,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2454,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2455,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2456,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2457,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2458,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2459,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2460,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2461,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2462,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2463,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2464,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2465,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2466,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2467,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2468,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2469,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2470,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2471,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2472,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2473,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2474,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2475,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2476,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2477,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2478,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2479,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2480,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2481,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2482,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2483,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2484,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2485,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2486,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2487,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2488,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2489,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2490,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2491,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2492,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2493,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2494,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2495,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2496,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2497,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2498,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2499,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2500,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2501,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2502,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2503,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2504,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2505,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2506,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2507,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2508,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2509,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2510,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2511,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2512,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2513,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2514,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2515,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2516,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2517,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2518,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2519,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2520,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2521,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2522,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2523,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2524,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2525,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2526,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2527,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2528,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2529,Forest,NULL,Water,NULL,Water,NULL,NULL,Built-up
2530,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2531,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2532,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2533,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2534,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2535,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2536,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2537,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2538,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2539,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2540,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
2541,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2542,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2543,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2544,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2545,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2546,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2547,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2548,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2549,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2550,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2551,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2552,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2553,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2554,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2555,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2556,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2557,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2558,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2559,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2560,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2561,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2562,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2563,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2564,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2565,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2566,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2567,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2568,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2569,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2570,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2571,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2572,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2573,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2574,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2575,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2576,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2577,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2578,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2579,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2580,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2581,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2582,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2583,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2584,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2585,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2586,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2587,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2588,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2589,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2590,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2591,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2592,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2593,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2594,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2595,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2596,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2597,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2598,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2599,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2600,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2601,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2602,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2603,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2604,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2605,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Built-up
2606,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2607,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2608,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
