Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVL_M_R
2011,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2012,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2013,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2014,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2015,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2016,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2017,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2018,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
2019,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
2020,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2021,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2022,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2023,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
2024,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2025,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2026,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2027,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2028,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2029,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2030,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2031,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2032,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2033,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2034,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2035,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
2036,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2037,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2038,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Bareland
2039,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
2040,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2041,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2042,Water,Water,Water,NULL,Water,NULL,Water,Water
2043,Water,Water,Water,NULL,Water,NULL,Water,Forest
2044,Water,Water,Water,NULL,Water,Shrubland,Water,Water
2045,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
2046,Water,Water,Water,NULL,Water,Grassland,Water,Forest
2047,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
2048,Water,Water,Water,NULL,Water,Wetland,Water,Water
2049,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2050,Water,Water,Water,NULL,Water,Wetland,Forest,Water
2051,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
2052,Water,Water,Water,NULL,Water,Bareland,Water,Water
2053,Water,Water,Water,NULL,Water,Bareland,Water,Forest
2054,Water,Water,Water,NULL,Water,Water,Grassland,Forest
2055,Water,Water,Water,NULL,Water,Water,Wetland,Water
2056,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2057,Water,Water,Water,NULL,Water,Water,Water,Grassland
2058,Water,Water,Water,NULL,Water,Water,Water,Bareland
2059,Water,Water,Water,NULL,Water,Water,Water,Water
2060,Water,Water,Water,NULL,Water,Water,Water,Forest
2061,Water,Water,Water,NULL,Water,Water,Forest,Water
2062,Water,Water,Water,NULL,Water,Water,Forest,Forest
2063,Water,Water,Water,NULL,Water,Forest,Shrubland,Forest
2064,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
2065,Water,Water,Water,NULL,Water,Forest,Water,Water
2066,Water,Water,Water,NULL,Water,Forest,Water,Forest
2067,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
2068,Water,Water,Water,Non_Water,Water,NULL,Water,Water
2069,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2070,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
2071,Water,Water,Water,Non_Water,Water,Shrubland,Water,Forest
2072,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
2073,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
2074,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2075,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2076,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
2077,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
2078,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2079,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2080,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2081,Water,Water,Water,Non_Water,Water,Water,Water,Water
2082,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2083,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2084,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2085,Water,Water,Water,Non_Water,Water,Forest,Water,Water
2086,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
2087,Water,Water,Water,Water,Water,NULL,Shrubland,Forest
2088,Water,Water,Water,Water,Water,NULL,Wetland,Water
2089,Water,Water,Water,Water,Water,NULL,Water,Wetland
2090,Water,Water,Water,Water,Water,NULL,Water,Water
2091,Water,Water,Water,Water,Water,NULL,Water,Forest
2092,Water,Water,Water,Water,Water,Shrubland,Wetland,Water
2093,Water,Water,Water,Water,Water,Shrubland,Wetland,Forest
2094,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
2095,Water,Water,Water,Water,Water,Shrubland,Water,Water
2096,Water,Water,Water,Water,Water,Shrubland,Water,Forest
2097,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2098,Water,Water,Water,Water,Water,Grassland,Water,Bareland
2099,Water,Water,Water,Water,Water,Grassland,Water,Water
2100,Water,Water,Water,Water,Water,Grassland,Water,Forest
2101,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2102,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2103,Water,Water,Water,Water,Water,Wetland,Water,Bareland
2104,Water,Water,Water,Water,Water,Wetland,Water,Water
2105,Water,Water,Water,Water,Water,Wetland,Water,Forest
2106,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
2107,Water,Water,Water,Water,Water,Bareland,Wetland,Water
2108,Water,Water,Water,Water,Water,Bareland,Water,Grassland
2109,Water,Water,Water,Water,Water,Bareland,Water,Wetland
2110,Water,Water,Water,Water,Water,Bareland,Water,Bareland
2111,Water,Water,Water,Water,Water,Bareland,Water,Water
2112,Water,Water,Water,Water,Water,Bareland,Water,Forest
2113,Water,Water,Water,Water,Water,Water,Shrubland,Water
2114,Water,Water,Water,Water,Water,Water,Grassland,Water
2115,Water,Water,Water,Water,Water,Water,Grassland,Forest
2116,Water,Water,Water,Water,Water,Water,Wetland,Water
2117,Water,Water,Water,Water,Water,Water,Wetland,Forest
2118,Water,Water,Water,Water,Water,Water,Water,Grassland
2119,Water,Water,Water,Water,Water,Water,Water,Wetland
2120,Water,Water,Water,Water,Water,Water,Water,Bareland
2121,Water,Water,Water,Water,Water,Water,Water,Water
2122,Water,Water,Water,Water,Water,Water,Water,Forest
2123,Water,Water,Water,Water,Water,Water,Forest,Water
2124,Water,Water,Water,Water,Water,Forest,Water,Water
2125,Water,Water,Water,Water,Water,Forest,Water,Forest
2126,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2127,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2128,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2129,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2130,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2131,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2132,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2133,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2134,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2135,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2136,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2137,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2138,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2139,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2140,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2141,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2142,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2143,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2144,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2145,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2146,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2147,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2148,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
2149,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2150,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2151,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2152,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2153,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2154,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2155,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2156,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2157,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2158,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2159,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2160,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2161,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2162,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2163,Water,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
2164,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2165,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2166,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2167,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2168,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2169,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2170,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2171,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2172,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2173,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2174,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2175,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2176,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
2177,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
2178,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2179,Water,Forest,Water,Water,Water,Water,Wetland,Water
2180,Water,Forest,Water,Water,Water,Water,Water,Wetland
2181,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2182,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2183,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2184,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2185,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2186,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2187,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2188,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2189,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2190,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2191,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2192,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2193,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
2194,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
2195,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2196,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
2197,Permanent_ice_and_snow,Water,Water,Water,Water,Grassland,Water,Water
2198,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2199,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2200,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2201,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2202,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2203,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2204,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2205,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2206,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2207,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2208,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2209,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2210,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2211,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2212,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2213,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2214,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2215,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2216,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2217,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2218,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2219,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2220,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2221,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2222,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2223,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2224,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2225,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2226,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2227,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2228,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2229,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2230,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2231,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2232,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2233,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2234,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2235,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2236,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2237,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2238,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2239,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2240,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2241,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2242,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2243,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2244,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2245,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2246,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2247,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2248,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2249,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2250,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2251,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2252,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2253,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2254,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2255,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2256,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2257,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2258,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2259,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2260,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2261,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2262,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2263,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2264,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2265,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2266,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2267,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2268,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2269,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2270,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2271,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
2272,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2273,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2274,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2275,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2276,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2277,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2278,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2279,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2280,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2281,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
2282,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
2283,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2284,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2285,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2286,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2287,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2288,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2289,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
2290,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Grassland
2291,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2292,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2293,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2294,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2295,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2296,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2297,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2298,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2299,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2300,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2301,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2302,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2303,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2304,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2305,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2306,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2307,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2308,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2309,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2310,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
2311,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2312,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2313,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2314,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2315,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2316,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2317,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2318,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2319,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2320,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2321,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2322,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2323,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2324,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2325,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2326,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2327,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2328,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2329,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2330,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2331,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2332,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2333,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2334,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2335,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2336,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2337,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2338,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2339,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2340,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2341,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2342,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2343,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2344,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2345,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2346,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2347,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2348,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2349,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2350,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2351,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2352,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2353,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2354,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2355,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2356,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2357,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2358,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2359,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2360,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2361,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2362,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2363,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2364,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2365,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
