Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTR_M_R
14487,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14488,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14489,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14490,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
14491,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
14492,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14493,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
14494,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14495,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14496,Forest,Built-up,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
14497,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
14498,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14499,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
14500,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14501,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
14502,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
14503,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14504,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
14505,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
14506,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
14507,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
14508,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
14509,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
14510,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14511,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
14512,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14513,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14514,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14515,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
14516,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14517,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
14518,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
14519,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
14520,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
14521,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14522,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14523,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14524,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
14525,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14526,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14527,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
14528,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14529,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
14530,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14531,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
14532,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14533,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
14534,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
14535,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14536,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14537,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14538,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14539,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14540,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14541,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
14542,Forest,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Forest
14543,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
14544,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
14545,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
14546,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
14547,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
14548,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14549,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14550,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14551,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14552,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
14553,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
14554,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14555,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
14556,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14557,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
14558,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14559,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
14560,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
14561,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
14562,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
14563,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14564,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
14565,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14566,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14567,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14568,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14569,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
14570,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14571,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
14572,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
14573,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14574,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14575,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
14576,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
14577,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14578,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
14579,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
14580,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14581,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
14582,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14583,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
14584,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
14585,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14586,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,NULL
14587,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
14588,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Water,NULL
14589,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
14590,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
14591,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Wetland
14592,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
14593,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
14594,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
14595,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
14596,Forest,Built-up,Wetland,Water,Wetland,NULL,Shrubland,NULL
14597,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
14598,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Water,Forest
14599,Forest,Built-up,Wetland,Water,Wetland,Water,Shrubland,Forest
14600,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
14601,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
14602,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
14603,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
14604,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
14605,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
14606,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
14607,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
14608,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
14609,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
14610,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
14611,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14612,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14613,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14614,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
14615,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14616,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
14617,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
14618,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
14619,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
14620,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
14621,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
14622,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
14623,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
14624,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
14625,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
14626,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
14627,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
14628,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14629,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Water,Shrubland,Forest
14630,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
14631,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14632,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14633,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
14634,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
14635,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
14636,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
14637,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
14638,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
14639,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14640,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14641,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14642,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
14643,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
14644,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
14645,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14646,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
14647,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
14648,Forest,Built-up,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
14649,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14650,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14651,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
14652,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
14653,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
14654,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
14655,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
14656,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14657,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
14658,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14659,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
14660,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
14661,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
14662,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14663,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
14664,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
14665,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14666,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14667,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
14668,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
14669,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
14670,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,NULL
14671,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Wetland
14672,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
14673,Forest,Water,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
14674,Forest,Water,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
14675,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
14676,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
14677,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14678,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
14679,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14680,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
14681,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
14682,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
14683,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14684,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
14685,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
14686,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14687,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14688,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14689,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
14690,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14691,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
14692,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
14693,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14694,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14695,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
14696,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
14697,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
14698,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
14699,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
14700,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14701,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
14702,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14703,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
14704,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
14705,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
14706,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
14707,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
14708,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14709,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
14710,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
14711,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
14712,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
14713,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
14714,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
14715,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
14716,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
14717,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
14718,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
14719,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
14720,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
14721,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
14722,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
14723,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
14724,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
14725,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
14726,Forest,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
14727,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,NULL
14728,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
14729,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
14730,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
14731,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
14732,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
14733,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14734,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
14735,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
14736,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
14737,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
14738,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
14739,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
14740,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
14741,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
14742,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14743,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
14744,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
14745,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14746,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14747,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
14748,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
14749,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
14750,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14751,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14752,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14753,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
14754,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
14755,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
14756,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
14757,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
14758,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
14759,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
14760,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
14761,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
14762,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
14763,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
14764,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
14765,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
14766,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
14767,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
14768,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
14769,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
14770,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
14771,Forest,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
14772,Forest,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
14773,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
14774,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
14775,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
14776,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
14777,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
14778,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
14779,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
14780,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
14781,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
14782,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
14783,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
14784,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
14785,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
14786,Forest,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
14787,Forest,Water,Wetland,Water,Wetland,NULL,Shrubland,Wetland
14788,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,Forest
14789,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
14790,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
14791,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
14792,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Water
14793,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
14794,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
14795,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
14796,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
14797,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
14798,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
14799,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
14800,Forest,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,Wetland
14801,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Shrubland,Wetland
14802,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
14803,Forest,Water,Water,NULL,Water,NULL,Shrubland,Forest
14804,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
14805,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
14806,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
14807,Forest,Water,Water,Water,Water,Grassland,NULL,Water
14808,Forest,Water,Water,Water,Water,Water,Shrubland,Forest
14809,Forest,Water,Water,Water,Water,Water,Water,Forest
14810,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
14811,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14812,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14813,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
14814,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
14815,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
14816,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14817,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
14818,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
