Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLV_M_R
3501,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3502,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3503,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3504,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3505,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3506,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3507,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3508,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3509,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
3510,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3511,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3512,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3513,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3514,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3515,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3516,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3517,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3518,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3519,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3520,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3521,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3522,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3523,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3524,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3525,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3526,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3527,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3528,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3529,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
3530,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3531,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
3532,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3533,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
3534,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
3535,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
3536,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
3537,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3538,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3539,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3540,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3541,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3542,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3543,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3544,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
3545,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3546,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
3547,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3548,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
3549,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
3550,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
3551,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
3552,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
3553,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3554,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
3555,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
3556,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
3557,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
3558,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
3559,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
3560,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
3561,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
3562,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
3563,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
3564,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
3565,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3566,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3567,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3568,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3569,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
3570,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3571,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3572,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
3573,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3574,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3575,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3576,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3577,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3578,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3579,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
3580,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3581,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
3582,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3583,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
3584,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3585,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3586,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3587,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3588,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3589,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3590,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3591,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3592,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
3593,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3594,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
3595,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3596,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3597,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3598,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3599,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
3600,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3601,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
3602,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
3603,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
3604,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
3605,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
3606,Forest,NULL,Water,NULL,Water,NULL,NULL,Built-up
3607,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
3608,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
3609,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
3610,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3611,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
3612,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
3613,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
3614,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
3615,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
3616,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
3617,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
3618,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
3619,Forest,NULL,Water,Water,Water,NULL,NULL,Water
3620,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
3621,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3622,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3623,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3624,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3625,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3626,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3627,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3628,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3629,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3630,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3631,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3632,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3633,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3634,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3635,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3636,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3637,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3638,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
3639,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
3640,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3641,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3642,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3643,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3644,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3645,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3646,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3647,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3648,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3649,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3650,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3651,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3652,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3653,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
3654,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
3655,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3656,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3657,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3658,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3659,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3660,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3661,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3662,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3663,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3664,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3665,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3666,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3667,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3668,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3669,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3670,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3671,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3672,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3673,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3674,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3675,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3676,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3677,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3678,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3679,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3680,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3681,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3682,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3683,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3684,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3685,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3686,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3687,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3688,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3689,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3690,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3691,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3692,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3693,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3694,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3695,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3696,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
3697,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3698,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3699,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
3700,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3701,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
3702,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
3703,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3704,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3705,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3706,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3707,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3708,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
3709,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
3710,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
3711,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
3712,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3713,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
3714,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
3715,Forest,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
3716,Forest,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
3717,Forest,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
3718,Forest,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
3719,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3720,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3721,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3722,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3723,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3724,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3725,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3726,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3727,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3728,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3729,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3730,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
3731,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3732,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
3733,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3734,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3735,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3736,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3737,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3738,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3739,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3740,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3741,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3742,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3743,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3744,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3745,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3746,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
3747,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
3748,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
3749,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
3750,Forest,Cropland,Water,NULL,Water,NULL,NULL,Built-up
3751,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
3752,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
3753,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
3754,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
3755,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
3756,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
3757,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
3758,Forest,Cropland,Water,Water,Water,NULL,NULL,Cropland
3759,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
3760,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
3761,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
3762,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3763,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3764,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3765,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3766,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3767,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3768,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3769,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3770,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3771,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3772,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3773,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3774,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3775,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3776,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3777,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3778,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
3779,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3780,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3781,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3782,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3783,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3784,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3785,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3786,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3787,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3788,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3789,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3790,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3791,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
3792,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
3793,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
3794,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
3795,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3796,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3797,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3798,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3799,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
3800,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
3801,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
3802,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
3803,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3804,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3805,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3806,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3807,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3808,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3809,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
3810,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3811,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3812,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3813,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3814,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3815,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3816,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3817,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3818,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3819,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3820,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3821,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
3822,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
3823,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3824,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3825,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3826,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3827,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3828,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3829,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3830,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3831,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3832,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3833,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3834,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3835,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3836,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3837,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
