Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYR_M_R
14690,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
14691,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
14692,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
14693,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
14694,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
14695,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
14696,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
14697,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
14698,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Cropland
14699,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Wetland
14700,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
14701,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Forest
14702,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
14703,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Bareland
14704,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Bareland
14705,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Bareland
14706,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Grassland
14707,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Water
14708,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
14709,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
14710,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
14711,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
14712,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
14713,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
14714,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
14715,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
14716,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
14717,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Forest
14718,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
14719,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
14720,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
14721,Water,Water,Wetland,Water,Wetland,Shrubland,Built-up,Grassland
14722,Water,Water,Wetland,Water,Wetland,Shrubland,Built-up,Water
14723,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
14724,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Cropland
14725,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
14726,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
14727,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
14728,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
14729,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Wetland
14730,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
14731,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Bareland
14732,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
14733,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
14734,Water,Water,Wetland,Water,Wetland,Grassland,Water,Cropland
14735,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
14736,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
14737,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Grassland
14738,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
14739,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
14740,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
14741,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
14742,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
14743,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
14744,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
14745,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
14746,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
14747,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
14748,Water,Water,Wetland,Water,Wetland,Built-up,NULL,Grassland
14749,Water,Water,Wetland,Water,Wetland,Built-up,NULL,Bareland
14750,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
14751,Water,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
14752,Water,Water,Wetland,Water,Wetland,Built-up,Water,Bareland
14753,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
14754,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
14755,Water,Water,Wetland,Water,Wetland,Water,NULL,Cropland
14756,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
14757,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
14758,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
14759,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
14760,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
14761,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Cropland
14762,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
14763,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
14764,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
14765,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
14766,Water,Water,Wetland,Water,Wetland,Water,Grassland,Cropland
14767,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
14768,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
14769,Water,Water,Wetland,Water,Wetland,Water,Built-up,Grassland
14770,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
14771,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
14772,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
14773,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
14774,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
14775,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
14776,Water,Water,Wetland,Water,Wetland,Water,Water,Water
14777,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
14778,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
14779,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
14780,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
14781,Water,Water,Wetland,Water,Wetland,Forest,NULL,Grassland
14782,Water,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
14783,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Grassland
14784,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Cropland
14785,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Bareland
14786,Water,Water,Wetland,Water,Wetland,Forest,Built-up,Grassland
14787,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
14788,Water,Water,Wetland,Water,Wetland,Forest,Water,Cropland
14789,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
14790,Water,Water,Wetland,Water,Wetland,Forest,Water,Bareland
14791,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
14792,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
14793,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
14794,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
14795,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
14796,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14797,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
14798,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
14799,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
14800,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
14801,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14802,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
14803,Water,Water,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
14804,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
14805,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
14806,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Water,Cropland
14807,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
14808,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
14809,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
14810,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
14811,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
14812,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
14813,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
14814,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14815,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
14816,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14817,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
14818,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
14819,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
14820,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
14821,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
14822,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
14823,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
14824,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
14825,Water,Water,Bareland,Water,Non_Wetland,NULL,Shrubland,Grassland
14826,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Water
14827,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
14828,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Bareland
14829,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
14830,Water,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Bareland
14831,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
14832,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Cropland
14833,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
14834,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Water
14835,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
14836,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
14837,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
14838,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Water
14839,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
14840,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Water
14841,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Water
14842,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
14843,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
14844,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
14845,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
14846,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
14847,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Water
14848,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
14849,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
14850,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
14851,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
14852,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
14853,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
14854,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
14855,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
14856,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
14857,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
14858,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
14859,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
14860,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
14861,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14862,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
14863,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
14864,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
14865,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
14866,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
14867,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
14868,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
14869,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
14870,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
14871,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
14872,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
14873,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
14874,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
14875,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
14876,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
14877,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
14878,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
14879,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
14880,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
14881,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
14882,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14883,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Water
14884,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
14885,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
14886,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
14887,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
14888,Water,Water,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
14889,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
14890,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
14891,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
14892,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
14893,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
14894,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
14895,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
14896,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
14897,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
14898,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
14899,Water,Water,Water,NULL,Water,NULL,NULL,Water
14900,Water,Water,Water,NULL,Water,NULL,NULL,Forest
14901,Water,Water,Water,NULL,Water,NULL,Shrubland,Grassland
14902,Water,Water,Water,NULL,Water,NULL,Shrubland,Forest
14903,Water,Water,Water,NULL,Water,NULL,Grassland,Wetland
14904,Water,Water,Water,NULL,Water,NULL,Water,Grassland
14905,Water,Water,Water,NULL,Water,NULL,Water,Cropland
14906,Water,Water,Water,NULL,Water,NULL,Water,Bareland
14907,Water,Water,Water,NULL,Water,NULL,Water,Water
14908,Water,Water,Water,NULL,Water,NULL,Water,Forest
14909,Water,Water,Water,NULL,Water,Shrubland,NULL,Grassland
14910,Water,Water,Water,NULL,Water,Shrubland,NULL,Forest
14911,Water,Water,Water,NULL,Water,Shrubland,Shrubland,NULL
14912,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
14913,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Water
14914,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
14915,Water,Water,Water,NULL,Water,Shrubland,Water,NULL
14916,Water,Water,Water,NULL,Water,Shrubland,Water,Grassland
14917,Water,Water,Water,NULL,Water,Shrubland,Water,Wetland
14918,Water,Water,Water,NULL,Water,Shrubland,Water,Bareland
14919,Water,Water,Water,NULL,Water,Shrubland,Water,Water
14920,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
14921,Water,Water,Water,NULL,Water,Shrubland,Forest,Water
14922,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
14923,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
14924,Water,Water,Water,NULL,Water,Bareland,Water,Water
14925,Water,Water,Water,NULL,Water,Water,NULL,Grassland
14926,Water,Water,Water,NULL,Water,Water,NULL,Bareland
14927,Water,Water,Water,NULL,Water,Water,Shrubland,Water
14928,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
14929,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
14930,Water,Water,Water,NULL,Water,Water,Bareland,Cropland
14931,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
14932,Water,Water,Water,NULL,Water,Water,Water,Grassland
14933,Water,Water,Water,NULL,Water,Water,Water,Cropland
14934,Water,Water,Water,NULL,Water,Water,Water,Wetland
14935,Water,Water,Water,NULL,Water,Water,Water,Bareland
14936,Water,Water,Water,NULL,Water,Water,Water,Water
14937,Water,Water,Water,NULL,Water,Water,Water,Forest
14938,Water,Water,Water,NULL,Water,Forest,Water,Grassland
14939,Water,Water,Water,NULL,Water,Forest,Water,Forest
14940,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
14941,Water,Water,Water,Non_Water,Water,NULL,Shrubland,Water
14942,Water,Water,Water,Non_Water,Water,NULL,Shrubland,Forest
14943,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
14944,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
14945,Water,Water,Water,Non_Water,Water,NULL,Water,Water
14946,Water,Water,Water,Non_Water,Water,Shrubland,NULL,Grassland
14947,Water,Water,Water,Non_Water,Water,Shrubland,Water,NULL
14948,Water,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
14949,Water,Water,Water,Non_Water,Water,Shrubland,Water,Forest
14950,Water,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
14951,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
14952,Water,Water,Water,Non_Water,Water,Bareland,Water,Cropland
14953,Water,Water,Water,Non_Water,Water,Bareland,Water,Wetland
14954,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
14955,Water,Water,Water,Non_Water,Water,Water,NULL,Bareland
14956,Water,Water,Water,Non_Water,Water,Water,Shrubland,Grassland
14957,Water,Water,Water,Non_Water,Water,Water,Shrubland,Water
14958,Water,Water,Water,Non_Water,Water,Water,Shrubland,Forest
14959,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
14960,Water,Water,Water,Non_Water,Water,Water,Water,NULL
14961,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
14962,Water,Water,Water,Non_Water,Water,Water,Water,Cropland
14963,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
14964,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
14965,Water,Water,Water,Non_Water,Water,Water,Water,Water
14966,Water,Water,Water,Non_Water,Water,Water,Water,Forest
14967,Water,Water,Water,Non_Water,Water,Water,Forest,Wetland
14968,Water,Water,Water,Non_Water,Water,Forest,Water,Grassland
14969,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
14970,Water,Water,Water,Non_Water,Water,Forest,Forest,Cropland
14971,Water,Water,Water,Water,Water,NULL,NULL,Grassland
14972,Water,Water,Water,Water,Water,NULL,NULL,Cropland
14973,Water,Water,Water,Water,Water,NULL,NULL,Wetland
14974,Water,Water,Water,Water,Water,NULL,NULL,Bareland
14975,Water,Water,Water,Water,Water,NULL,NULL,Water
14976,Water,Water,Water,Water,Water,NULL,NULL,Forest
14977,Water,Water,Water,Water,Water,NULL,Shrubland,Grassland
14978,Water,Water,Water,Water,Water,NULL,Shrubland,Bareland
14979,Water,Water,Water,Water,Water,NULL,Shrubland,Water
14980,Water,Water,Water,Water,Water,NULL,Shrubland,Forest
14981,Water,Water,Water,Water,Water,NULL,Grassland,Grassland
14982,Water,Water,Water,Water,Water,NULL,Bareland,Grassland
14983,Water,Water,Water,Water,Water,NULL,Water,Grassland
14984,Water,Water,Water,Water,Water,NULL,Water,Cropland
14985,Water,Water,Water,Water,Water,NULL,Water,Wetland
14986,Water,Water,Water,Water,Water,NULL,Water,Bareland
14987,Water,Water,Water,Water,Water,NULL,Water,Water
14988,Water,Water,Water,Water,Water,NULL,Water,Forest
14989,Water,Water,Water,Water,Water,NULL,Forest,Water
14990,Water,Water,Water,Water,Water,NULL,Forest,Forest
14991,Water,Water,Water,Water,Water,Shrubland,NULL,NULL
14992,Water,Water,Water,Water,Water,Shrubland,NULL,Grassland
14993,Water,Water,Water,Water,Water,Shrubland,NULL,Wetland
14994,Water,Water,Water,Water,Water,Shrubland,NULL,Bareland
14995,Water,Water,Water,Water,Water,Shrubland,NULL,Water
14996,Water,Water,Water,Water,Water,Shrubland,NULL,Forest
14997,Water,Water,Water,Water,Water,Shrubland,Shrubland,Grassland
14998,Water,Water,Water,Water,Water,Shrubland,Shrubland,Water
14999,Water,Water,Water,Water,Water,Shrubland,Shrubland,Forest
15000,Water,Water,Water,Water,Water,Shrubland,Built-up,Water
15001,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
15002,Water,Water,Water,Water,Water,Shrubland,Water,Cropland
15003,Water,Water,Water,Water,Water,Shrubland,Water,Wetland
15004,Water,Water,Water,Water,Water,Shrubland,Water,Bareland
15005,Water,Water,Water,Water,Water,Shrubland,Water,Water
15006,Water,Water,Water,Water,Water,Shrubland,Water,Forest
15007,Water,Water,Water,Water,Water,Shrubland,Forest,Water
15008,Water,Water,Water,Water,Water,Shrubland,Forest,Forest
15009,Water,Water,Water,Water,Water,Grassland,NULL,Water
15010,Water,Water,Water,Water,Water,Grassland,Grassland,Water
15011,Water,Water,Water,Water,Water,Grassland,Water,Grassland
15012,Water,Water,Water,Water,Water,Grassland,Water,Wetland
15013,Water,Water,Water,Water,Water,Grassland,Water,Water
15014,Water,Water,Water,Water,Water,Cropland,NULL,Bareland
15015,Water,Water,Water,Water,Water,Cropland,Shrubland,Water
15016,Water,Water,Water,Water,Water,Cropland,Water,Water
15017,Water,Water,Water,Water,Water,Bareland,NULL,Grassland
15018,Water,Water,Water,Water,Water,Bareland,NULL,Bareland
15019,Water,Water,Water,Water,Water,Bareland,NULL,Water
15020,Water,Water,Water,Water,Water,Bareland,Shrubland,Grassland
15021,Water,Water,Water,Water,Water,Bareland,Water,Grassland
15022,Water,Water,Water,Water,Water,Bareland,Water,Wetland
15023,Water,Water,Water,Water,Water,Bareland,Water,Bareland
15024,Water,Water,Water,Water,Water,Bareland,Water,Water
15025,Water,Water,Water,Water,Water,Bareland,Water,Forest
15026,Water,Water,Water,Water,Water,Built-up,Built-up,Grassland
15027,Water,Water,Water,Water,Water,Built-up,Built-up,Water
15028,Water,Water,Water,Water,Water,Built-up,Water,Bareland
15029,Water,Water,Water,Water,Water,Built-up,Water,Water
15030,Water,Water,Water,Water,Water,Water,NULL,Grassland
15031,Water,Water,Water,Water,Water,Water,NULL,Cropland
15032,Water,Water,Water,Water,Water,Water,NULL,Wetland
15033,Water,Water,Water,Water,Water,Water,NULL,Bareland
15034,Water,Water,Water,Water,Water,Water,NULL,Water
15035,Water,Water,Water,Water,Water,Water,NULL,Forest
15036,Water,Water,Water,Water,Water,Water,Shrubland,Grassland
15037,Water,Water,Water,Water,Water,Water,Shrubland,Wetland
15038,Water,Water,Water,Water,Water,Water,Shrubland,Bareland
15039,Water,Water,Water,Water,Water,Water,Shrubland,Water
15040,Water,Water,Water,Water,Water,Water,Shrubland,Forest
15041,Water,Water,Water,Water,Water,Water,Grassland,Grassland
15042,Water,Water,Water,Water,Water,Water,Grassland,Water
15043,Water,Water,Water,Water,Water,Water,Wetland,Water
15044,Water,Water,Water,Water,Water,Water,Bareland,Grassland
15045,Water,Water,Water,Water,Water,Water,Bareland,Water
15046,Water,Water,Water,Water,Water,Water,Built-up,Grassland
15047,Water,Water,Water,Water,Water,Water,Water,Grassland
15048,Water,Water,Water,Water,Water,Water,Water,Cropland
15049,Water,Water,Water,Water,Water,Water,Water,Wetland
15050,Water,Water,Water,Water,Water,Water,Water,Bareland
15051,Water,Water,Water,Water,Water,Water,Water,Built-up
15052,Water,Water,Water,Water,Water,Water,Water,Water
15053,Water,Water,Water,Water,Water,Water,Water,Forest
15054,Water,Water,Water,Water,Water,Water,Forest,Water
15055,Water,Water,Water,Water,Water,Forest,NULL,Bareland
15056,Water,Water,Water,Water,Water,Forest,Shrubland,Grassland
15057,Water,Water,Water,Water,Water,Forest,Shrubland,Cropland
15058,Water,Water,Water,Water,Water,Forest,Shrubland,Forest
15059,Water,Water,Water,Water,Water,Forest,Built-up,Forest
15060,Water,Water,Water,Water,Water,Forest,Water,Grassland
15061,Water,Water,Water,Water,Water,Forest,Water,Cropland
15062,Water,Water,Water,Water,Water,Forest,Water,Wetland
15063,Water,Water,Water,Water,Water,Forest,Water,Bareland
15064,Water,Water,Water,Water,Water,Forest,Water,Water
15065,Water,Water,Water,Water,Water,Forest,Water,Forest
15066,Water,Water,Water,Water,Water,Forest,Forest,Water
15067,Water,Water,Water,Water,Water,Forest,Forest,Forest
15068,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
15069,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15070,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
15071,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
15072,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
15073,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
15074,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15075,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
15076,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
15077,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
15078,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
15079,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
15080,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
15081,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
15082,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
15083,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
15084,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
15085,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
15086,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
