Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KEB_M_R
2352,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2353,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2354,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2355,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2356,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2357,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2358,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
2359,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
2360,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2361,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2362,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2363,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2364,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2365,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2366,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2367,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2368,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
2369,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2370,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
2371,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
2372,Water,Built-up,Water,Water,Water,NULL,NULL,Water
2373,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2374,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2375,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2376,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2377,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2378,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2379,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2380,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2381,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2382,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2383,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2384,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2385,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2386,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2387,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2388,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2389,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2390,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2391,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2392,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2393,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2394,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2395,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2396,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2397,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2398,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2399,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2400,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2401,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2402,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2403,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2404,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2405,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2406,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2407,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2408,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2409,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2410,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2411,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2412,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2413,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2414,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2415,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2416,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2417,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2418,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2419,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2420,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2421,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2422,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2423,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2424,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2425,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2426,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2427,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2428,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2429,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2430,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2431,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2432,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2433,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
2434,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2435,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2436,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2437,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2438,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2439,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2440,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2441,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2442,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2443,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2444,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2445,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2446,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2447,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2448,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
2449,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2450,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2451,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2452,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2453,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2454,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2455,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2456,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2457,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2458,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2459,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2460,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2461,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2462,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2463,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2464,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2465,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2466,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2467,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2468,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2469,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2470,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2471,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2472,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2473,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2474,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2475,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
2476,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2477,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2478,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2479,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2480,Water,Water,Water,NULL,Water,NULL,NULL,Built-up
2481,Water,Water,Water,NULL,Water,NULL,NULL,Water
2482,Water,Water,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2483,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2484,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2485,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2486,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2487,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2488,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2489,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2490,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2491,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2492,Water,Water,Water,Water,Water,NULL,NULL,Water
2493,Water,Water,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
2494,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2495,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
2496,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2497,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Water
2498,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2499,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2500,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2501,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2502,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2503,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2504,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2505,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2506,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2507,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2508,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2509,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2510,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2511,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2512,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Grassland
2513,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
2514,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
2515,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2516,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2517,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2518,Water,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2519,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Grassland
2520,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
2521,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2522,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2523,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2524,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2525,Water,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2526,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2527,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2528,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2529,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2530,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2531,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2532,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2533,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2534,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2535,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2536,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2537,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2538,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2539,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2540,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2541,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2542,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2543,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2544,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2545,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
2546,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2547,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2548,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2549,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2550,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2551,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2552,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2553,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2554,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2555,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2556,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2557,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2558,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2559,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
2560,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
2561,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
2562,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2563,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
2564,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2565,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2566,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
2567,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2568,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2569,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2570,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2571,Permanent_ice_and_snow,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2572,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2573,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
2574,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2575,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2576,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2577,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2578,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2579,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2580,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2581,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2582,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2583,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2584,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2585,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2586,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2587,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2588,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2589,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
2590,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2591,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2592,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2593,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2594,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2595,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2596,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2597,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2598,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2599,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2600,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2601,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2602,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2603,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
2604,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2605,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
2606,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2607,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2608,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2609,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2610,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2611,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2612,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2613,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2614,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2615,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2616,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2617,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2618,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2619,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2620,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2621,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2622,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2623,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2624,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2625,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2626,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2627,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2628,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2629,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2630,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
2631,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
2632,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2633,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2634,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2635,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
2636,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2637,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2638,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
2639,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2640,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2641,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2642,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2643,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2644,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2645,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2646,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2647,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2648,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2649,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2650,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2651,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2652,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2653,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2654,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2655,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2656,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2657,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2658,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2659,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2660,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2661,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2662,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
