Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MND_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MND_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MND_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MND_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MND_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MND_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MND_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MND_M_R
2471,Water,Water,Water,Water,Water,Water,Water,Wetland
2472,Water,Water,Water,Water,Water,Water,Water,Bareland
2473,Water,Water,Water,Water,Water,Water,Water,Water
2474,Water,Water,Water,Water,Water,Water,Water,Forest
2475,Water,Water,Water,Water,Water,Water,Forest,Grassland
2476,Water,Water,Water,Water,Water,Water,Forest,Wetland
2477,Water,Water,Water,Water,Water,Water,Forest,Water
2478,Water,Water,Water,Water,Water,Water,Forest,Forest
2479,Water,Water,Water,Water,Water,Forest,Water,Forest
2480,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2481,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2482,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2483,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2484,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2485,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2486,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2487,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2488,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2489,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2490,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2491,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2492,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2493,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2494,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2495,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2496,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2497,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2498,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2499,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2500,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2501,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2502,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2503,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2504,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2505,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2506,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2507,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2508,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2509,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2510,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2511,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2512,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2513,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2514,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2515,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2516,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2517,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2518,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2519,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2520,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2521,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2522,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2523,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2524,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2525,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2526,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2527,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2528,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2529,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2530,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2531,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
2532,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2533,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2534,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2535,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2536,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2537,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2538,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2539,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2540,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2541,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2542,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2543,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2544,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2545,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2546,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2547,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2548,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2549,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2550,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2551,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2552,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2553,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
2554,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2555,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2556,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2557,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2558,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2559,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2560,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
2561,Water,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
2562,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
2563,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
2564,Water,Forest,Water,NULL,Water,Water,Water,Wetland
2565,Water,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2566,Water,Forest,Water,Water,Water,Wetland,Wetland,Wetland
2567,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
2568,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
2569,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
2570,Water,Forest,Water,Water,Water,Water,Wetland,Wetland
2571,Water,Forest,Water,Water,Water,Water,Wetland,Water
2572,Water,Forest,Water,Water,Water,Water,Wetland,Forest
2573,Water,Forest,Water,Water,Water,Water,Water,Wetland
2574,Water,Forest,Water,Water,Water,Water,Water,Forest
2575,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2576,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2577,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2578,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Wetland
2579,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2580,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2581,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2582,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2583,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2584,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2585,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2586,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2587,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2588,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2589,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2590,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2591,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2592,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2593,Permanent_ice_and_snow,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2594,Permanent_ice_and_snow,NULL,Water,Water,Water,Wetland,Water,Grassland
2595,Permanent_ice_and_snow,NULL,Water,Water,Water,Wetland,Water,Wetland
2596,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2597,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2598,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2599,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2600,Permanent_ice_and_snow,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2601,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2602,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2603,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2604,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2605,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2606,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2607,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2608,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2609,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2610,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2611,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2612,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
2613,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2614,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2615,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2616,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2617,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2618,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2619,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
2620,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2621,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2622,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2623,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water,Water,Water
2624,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2625,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2626,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2627,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2628,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2629,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2630,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2631,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2632,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2633,Permanent_ice_and_snow,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2634,Permanent_ice_and_snow,Wetland,Water,Water,Water,Wetland,Water,Grassland
2635,Permanent_ice_and_snow,Wetland,Water,Water,Water,Wetland,Water,Wetland
2636,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water,Wetland,Grassland
2637,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water,Wetland,Wetland
2638,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water,Wetland,Water
2639,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water,Wetland,Forest
2640,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water,Water,Grassland
2641,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water,Water,Wetland
2642,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water,Water,Water
2643,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water,Water,Forest
2644,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2645,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2646,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2647,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2648,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2649,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2650,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
2651,Permanent_ice_and_snow,Bareland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2652,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2653,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
2654,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
2655,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Water,Grassland
2656,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Water,Wetland
2657,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Water,Water
2658,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2659,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2660,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Water
2661,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Forest
2662,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2663,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Grassland
2664,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2665,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,Wetland,Wetland
2666,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,Water,Wetland
2667,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Grassland
2668,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Wetland
2669,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
2670,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Forest
2671,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2672,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2673,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2674,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2675,Permanent_ice_and_snow,Forest,NULL,Water,Non_Wetland,Water,Wetland,Wetland
2676,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2677,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2678,Permanent_ice_and_snow,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2679,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2680,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2681,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2682,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2683,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2684,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2685,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2686,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2687,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2688,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2689,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2690,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2691,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2692,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2693,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2694,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2695,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2696,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2697,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2698,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2699,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2700,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2701,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2702,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2703,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2704,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2705,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2706,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2707,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2708,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2709,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2710,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2711,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2712,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2713,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2714,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2715,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2716,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2717,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
2718,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
2719,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2720,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
2721,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
2722,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
2723,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
2724,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2725,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2726,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2727,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2728,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2729,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2730,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2731,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2732,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2733,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2734,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2735,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2736,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
2737,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2738,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2739,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2740,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2741,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2742,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
2743,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2744,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
2745,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
2746,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
2747,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Grassland
2748,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2749,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2750,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2751,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2752,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2753,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2754,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2755,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2756,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2757,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2758,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2759,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2760,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2761,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2762,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2763,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2764,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2765,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2766,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2767,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2768,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2769,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2770,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2771,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2772,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2773,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2774,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2775,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2776,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2777,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2778,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2779,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2780,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2781,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2782,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2783,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
2784,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2785,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
2786,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2787,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2788,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2789,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2790,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2791,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2792,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2793,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2794,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2795,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2796,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
2797,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2798,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2799,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2800,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2801,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
